commodity,gbp,bucket,partner,partner_gbp,partner_bucket,unit,holds,shared_tokens,origin_years_shared,own_origin_years,own_anchor_years,merged_checked_years,ratio_median,ratio_range,pct_near_1,anchor_conflicts,verdict
"Silver, Ore Of, Or Ore Of Which The Greater Part In Value Is Silver — Skins, Unenumerated, Undressed",1802378,DUPE-FAM,"Skins, Furs, And Pelts — Unenumerated : Undressed",434912,KEEP,Number,anchor,skins undressed,3,1894-1898,none,5,196.399,89.19-346.38,0.0,0,rejects
"Silver, Ore Of, Or Ore Of Which The Greater Part In Value Is Silver — Skins, Unenumerated, Undressed",1802378,DUPE-FAM,"Skins, And Furs — Furs, Rabbit Skins",2466916,REVIEW,Number,anchor,skins,5,1894-1898,none,5,1.616,1.29-3.01,0.0,0,rejects
"Silver, Ore Of, Or Ore Of Which The Greater Part In Value Is Silver — Skins, Unenumerated, Undressed",1802378,DUPE-FAM,"Skins : Goat, Undressed",13815760,KEEP,Number,anchor,skins undressed,5,1894-1898,none,5,4.701,3.17-5.27,0.0,0,rejects
"Silver, Ore Of, Or Ore Of Which The Greater Part In Value Is Silver — Skins, Unenumerated, Undressed",1802378,DUPE-FAM,Skins And Furs — Unenumerated,1149207,KEEP,Number,anchor,skins,0,1894-1898,none,5,3.647,1.95-4.48,0.0,0,rejects
"Silver, Ore Of, Or Ore Of Which The Greater Part In Value Is Silver — Skins, Unenumerated, Undressed",1802378,DUPE-FAM,"All Other Sorts, Undressed And Dressed }(Not Leather)",0,EMPTY,Number,anchor,undressed,0,1894-1898,none,2,119.273,82.87-119.27,0.0,0,rejects
"Silver, Ore Of, Or Ore Of Which The Greater Part In Value Is Silver — Skins, Unenumerated, Undressed",1802378,DUPE-FAM,"Furs, Of All Sorts (Other Than Seal Skins)",0,EMPTY,Number,anchor,skins,0,1894-1898,none,2,1.017,0.84-1.02,0.5,0,partial
"Silver, Ore Of, Or Ore Of Which The Greater Part In Value Is Silver — Skins, Unenumerated, Undressed",1802378,DUPE-FAM,Seal Skins,550594,EMPTY,Number,anchor,skins,0,1894-1898,none,5,47.024,16.82-69.55,0.0,0,rejects
"Silver, Ore Of, Or Ore Of Which The Greater Part In Value Is Silver — Skins, Unenumerated, Undressed",1802378,DUPE-FAM,"Skins — Sheep And Lamb, Undressed",7696671,KEEP,Number,anchor,skins undressed,0,1894-1898,none,3,2.629,2.39-2.94,0.0,0,rejects
Beads Of All Sorts — Fresh,1799581,DUPE-FAM,"Mutton, Fresh",82122080,KEEP,Cwt,anchor,fresh,4,1891-1895,none,4,1.898,1.82-2.03,0.0,0,rejects
Beads Of All Sorts — Fresh,1799581,DUPE-FAM,"Beef, Salted And Fresh",550663,EMPTY,Cwt,anchor,fresh,0,1891-1895,none,4,0.263,0.14-0.42,0.0,0,rejects
Beads Of All Sorts — Fresh,1799581,DUPE-FAM,"Pork, Salted And Fresh",382221,EMPTY,Cwt,anchor,fresh,0,1891-1895,none,4,1.503,0.84-1.98,0.0,0,rejects
Beads Of All Sorts — Fresh,1799581,DUPE-FAM,Fresh,4413148,EMPTY,Cwt,anchor,fresh,0,1891-1895,none,3,0.29,0.25-0.46,0.0,0,rejects
Corn And Grain — Oatmeal,1796892,KEEP,Corn And Grain — Wheat,651233249,KEEP,Cwt,anchor,corn grain,11,1872-1882,none,11,1.597,0.99-1.72,0.27,0,rejects
Corn And Grain — Oatmeal,1796892,KEEP,Corn And Grain — Wheat Meal Or Flour,305087824,KEEP,Cwt,anchor,corn grain,11,1872-1882,none,11,1.417,0.89-1.75,0.27,0,rejects
Corn And Grain — Oatmeal,1796892,KEEP,Corn And Grain — Other Kinds Of Corn And Grain,23750513,EMPTY,Cwt,anchor,corn grain,0,1872-1882,none,11,0.002,0.0-0.02,0.0,0,rejects
"Wine — White, In Bottles : Sparkling : Champagne",1778208,REVIEW,Wine — Total Of All Kinds,597496362,KEEP,Gallon,anchor,wine,1,1895-1895,none,1,1.122,1.12-1.12,0.0,0,partial
"Wine — White, In Bottles : Sparkling : Champagne",1778208,REVIEW,Wine — Red,56297450,KEEP,Gallon,anchor,wine,0,1895-1895,none,1,0.124,0.12-0.12,0.0,0,rejects
"Wine — White, In Bottles : Sparkling : Champagne",1778208,REVIEW,Wine — White,77056561,KEEP,Gallon,anchor,white wine,0,1895-1895,none,1,0.414,0.41-0.41,0.0,0,rejects
"Wine — White, In Bottles : Sparkling : Champagne",1778208,REVIEW,"Wine, Imported In Casks",2708335,EMPTY,Gallon,anchor,wine,0,1895-1895,none,1,0.089,0.09-0.09,0.0,0,rejects
"Meat, Unenumerated — Salting",1750542,DUPE-FAM,"Meat, Unenumerated — Salted Or Fresh",7761677,KEEP,Cwt,anchor,meat,1,1883-1883,none,1,17.781,17.78-17.78,0.0,0,rejects
"Meat, Unenumerated — Salting",1750542,DUPE-FAM,"Preserved, Otherwise Than By Salting",23130049,KEEP,Cwt,anchor,salting,1,1883-1883,none,1,2.367,2.37-2.37,0.0,0,rejects
"Copper — Old, Fit Only To Be Re-Manufactured",1737994,NAME-ART?,"Copper, Ore Of",22712515,KEEP,Ton,anchor,copper,17,1876-1895,none,3,1.258,1.1-1.26,0.0,0,partial
"Copper — Old, Fit Only To Be Re-Manufactured",1737994,NAME-ART?,Copper,5991391,KEEP,Ton,anchor,copper,0,1876-1895,none,10,0.057,0.03-0.26,0.0,0,rejects
"Copper — Old, Fit Only To Be Re-Manufactured",1737994,NAME-ART?,"Unwrought, Part Wrought, And Old Copper",3213943,EMPTY,Ton,anchor,copper old,0,1876-1895,none,17,0.058,0.04-0.08,0.0,0,rejects
"Copper — Old, Fit Only To Be Re-Manufactured",1737994,NAME-ART?,"Copper, Ore And Regulus",1798973,EMPTY,Ton,anchor,copper,0,1876-1895,none,14,0.014,0.0-0.03,0.0,0,rejects
"Copper — Old, Fit Only To Be Re-Manufactured",1737994,NAME-ART?,"Metals :Copper, Ore And Regulus",1999285,EMPTY,Ton,anchor,copper,0,1876-1895,none,16,0.015,0.01-0.03,0.0,0,rejects
"Copper — Old, Fit Only To Be Re-Manufactured",1737994,NAME-ART?,"Old, Fit Only To Be Re-Manufactured",1232617,REVIEW,Ton,anchor,fit manufactured old only,7,1876-1895,none,3,1.912,1.82-2.0,0.0,0,rejects
"Copper — Old, Fit Only To Be Re-Manufactured",1737994,NAME-ART?,Wrought Or Manufactured,301953,EMPTY,Ton,anchor,manufactured,0,1876-1895,none,3,1.053,0.81-1.37,0.33,0,partial
"Copper — Old, Fit Only To Be Re-Manufactured",1737994,NAME-ART?,"Old Broken, And Old Broken Steel",34554,EMPTY,Ton,anchor,old,0,1876-1895,none,3,0.175,0.14-0.19,0.0,0,rejects
"Copper — Old, Fit Only To Be Re-Manufactured",1737994,NAME-ART?,"Unwrought, Part Wrought, And Old",0,EMPTY,Ton,anchor,old,0,1876-1895,none,6,0.035,0.02-0.04,0.0,0,rejects
"Copper — Old, Fit Only To Be Re-Manufactured",1737994,NAME-ART?,"Stones, Rough, Hewn, Or Manufactured (Other Thanworks Of Art)",0,EMPTY,Ton,anchor,manufactured,0,1876-1895,none,3,0.005,0.0-0.01,0.0,0,rejects
"Hemp — Tow, Or Codilla Of",1685628,KEEP,Hemp — Dressed Or Undressed,40182126,KEEP,Cwt,anchor,hemp,6,1872-1892,none,2,0.05,0.04-0.05,0.0,0,rejects
"Hemp — Tow, Or Codilla Of",1685628,KEEP,"Flax, Dressed And Undressed, And Tow",307865,DUPE-FAM,Cwt,anchor,tow,0,1872-1892,none,15,0.049,0.02-1.61,0.0,0,rejects
"Hemp — Tow, Or Codilla Of",1685628,KEEP,"Hemp, Dressed And Undressed, And Tow",2210760,EMPTY,Cwt,anchor,hemp tow,0,1872-1892,none,13,0.063,0.04-1.3,0.08,0,rejects
"Skins, And Furs — Skins, Unenumerated, Undressed",1678765,DUPE-FAM,"Skins, Furs, And Pelts — Seal",63340335,KEEP,Number,anchor,furs skins,5,1895-1899,1893-1893,2,70.666,0.97-70.67,0.5,1,rejects
"Skins, And Furs — Skins, Unenumerated, Undressed",1678765,DUPE-FAM,"Skins, Furs, And Pelts — Goat, Undressed",11334935,KEEP,Number,origins,furs skins undressed,1,1895-1899,1893-1893,1,1.751,1.75-1.75,0.0,1,rejects
"Skins, And Furs — Skins, Unenumerated, Undressed",1678765,DUPE-FAM,"Skins, Furs, And Pelts — Sheep, Undressed",18434048,KEEP,Number,anchor,furs skins undressed,1,1895-1899,1893-1893,6,2.62,1.21-65.49,0.0,0,rejects
"Skins, And Furs — Skins, Unenumerated, Undressed",1678765,DUPE-FAM,"Skins, Furs, And Pelts — In Any Way Dressed (Not Leather)",209320,REVIEW,Number,anchor,furs skins,2,1895-1899,1893-1893,6,237.548,0.34-577.0,0.0,0,rejects
"Skins, And Furs — Skins, Unenumerated, Undressed",1678765,DUPE-FAM,"Skins, Furs, And Pelts — Furs",15927444,FOLD?,Number,origins,furs skins,1,1895-1899,1893-1893,1,164.529,164.53-164.53,0.0,0,rejects
"Skins, And Furs — Skins, Unenumerated, Undressed",1678765,DUPE-FAM,"Skins, Furs, And Pelts — Unenumerated : Undressed",434912,KEEP,Number,anchor,furs skins undressed,2,1895-1899,1893-1893,6,144.947,1.32-346.83,0.0,0,rejects
"Skins, And Furs — Skins, Unenumerated, Undressed",1678765,DUPE-FAM,"Skins, And Furs — Furs, Rabbit Skins",2466916,REVIEW,Number,anchor,furs skins,5,1895-1899,1893-1893,5,1.827,1.46-3.0,0.0,0,rejects
"Skins, And Furs — Skins, Unenumerated, Undressed",1678765,DUPE-FAM,"Skins : Goat, Undressed",13815760,KEEP,Number,anchor,skins undressed,5,1895-1899,1893-1893,6,4.099,1.76-5.26,0.0,1,rejects
"Skins, And Furs — Skins, Unenumerated, Undressed",1678765,DUPE-FAM,"Silver, Ore Of, Or Ore Of Which The Greater Part In Value Is Silver — Skins, Sheep, Undressed",1249925,REVIEW,Number,origins,skins undressed,3,1895-1899,1893-1893,1,3.827,3.83-3.83,0.0,0,rejects
"Skins, And Furs — Skins, Unenumerated, Undressed",1678765,DUPE-FAM,Cotton — Skins In Any Way Dressed (Not Leather),167252,REVIEW,Number,origins,skins,4,1895-1899,1893-1893,1,0.305,0.31-0.31,0.0,0,rejects
"Skins, And Furs — Skins, Unenumerated, Undressed",1678765,DUPE-FAM,"Cotton — Skins, Unenumerated, Un-Dressed",62866,DUPE-FAM,Number,origins,skins,5,1895-1899,1893-1893,1,0.654,0.65-0.65,0.0,0,rejects
"Skins, And Furs — Skins, Unenumerated, Undressed",1678765,DUPE-FAM,Skins And Furs — Unenumerated,1149207,KEEP,Number,anchor,furs skins,0,1895-1899,1893-1893,5,3.395,1.94-4.48,0.0,1,rejects
"Skins, And Furs — Skins, Unenumerated, Undressed",1678765,DUPE-FAM,"All Other Sorts, Undressed And Dressed }(Not Leather)",0,EMPTY,Number,anchor,undressed,0,1895-1899,1893-1893,1,119.43,119.43-119.43,0.0,1,rejects
"Skins, And Furs — Skins, Unenumerated, Undressed",1678765,DUPE-FAM,"Furs, Of All Sorts (Other Than Seal Skins)",0,EMPTY,Number,anchor,furs skins,0,1895-1899,1893-1893,1,1.018,1.02-1.02,1.0,1,rejects
"Skins, And Furs — Skins, Unenumerated, Undressed",1678765,DUPE-FAM,"Furs, Seal",0,EMPTY,Number,anchor,furs,0,1895-1899,1893-1893,2,69.646,61.76-69.65,0.0,1,rejects
"Skins, And Furs — Skins, Unenumerated, Undressed",1678765,DUPE-FAM,Seal Skins,550594,EMPTY,Number,anchor,skins,0,1895-1899,1893-1893,5,44.826,16.8-69.65,0.0,1,rejects
"Skins, And Furs — Skins, Unenumerated, Undressed",1678765,DUPE-FAM,"Skins — Sheep And Lamb, Undressed",7696671,KEEP,Number,anchor,skins undressed,0,1895-1899,1893-1893,2,2.948,2.62-2.95,0.0,1,rejects
Oil — Oil Seed Cure,1631277,DUPE-FAM,Oil — Olive,21697796,KEEP,Ton,anchor,oil,0,1879-1879,none,1,8.29,8.29-8.29,0.0,0,rejects
Oil — Oil Seed Cure,1631277,DUPE-FAM,Oil Seed Cake,29784684,KEEP,Ton,anchor,oil seed,1,1879-1879,none,1,2.0,2.0-2.0,0.0,0,rejects
Oil — Oil Seed Cure,1631277,DUPE-FAM,Oil — Seed,7568368,REVIEW,Ton,anchor,oil seed,0,1879-1879,none,1,13.741,13.74-13.74,0.0,0,rejects
Oil — Oil Seed Cure,1631277,DUPE-FAM,"Seed, Of All Kinds",629654,EMPTY,Ton,anchor,seed,0,1879-1879,none,1,13.69,13.69-13.69,0.0,0,rejects
Oil — Oil Seed Cure,1631277,DUPE-FAM,For Expressing Oil Therefrom,374505,EMPTY,Ton,anchor,oil,0,1879-1879,none,1,6.32,6.32-6.32,0.0,0,rejects
Oil — Oil Seed Cure,1631277,DUPE-FAM,"Oil — Train Or Blubber, And Sperm",810891,EMPTY,Ton,anchor,oil,0,1879-1879,none,1,10.757,10.76-10.76,0.0,0,rejects
Oil — Oil Seed Cure,1631277,DUPE-FAM,Nuts And Kernels :For Expressing Oil Therefrom,342723,EMPTY,Ton,anchor,oil,0,1879-1879,none,1,6.32,6.32-6.32,0.0,0,rejects
Lead — Uneenumerated,1581660,DUPE-FAM,Lead — Ore Of,5528858,KEEP,Ton,anchor,lead,5,1893-1897,none,5,4.304,3.45-8.52,0.0,0,rejects
Lead — Uneenumerated,1581660,DUPE-FAM,Lead — Pig And Sheet,72346780,KEEP,Ton,anchor,lead,5,1893-1897,none,3,3.902,3.35-4.1,0.0,0,rejects
"Beef — Books, Bound Or Unbound, Including Maps And Charts",1572844,REVIEW,Beef — Salted,16153,REVIEW,Cwt,anchor,beef,3,1888-1895,none,3,0.199,0.19-0.26,0.0,0,rejects
"Beef — Books, Bound Or Unbound, Including Maps And Charts",1572844,REVIEW,"Beef, Salted And Fresh",550663,EMPTY,Cwt,anchor,beef,0,1888-1895,none,6,0.02,0.02-0.03,0.0,0,rejects
"Beef — Books, Bound Or Unbound, Including Maps And Charts",1572844,REVIEW,Beef,0,EMPTY,Cwt,anchor,beef,0,1888-1895,none,3,0.1,0.08-0.14,0.0,0,rejects
"Beef — Books, Bound Or Unbound, Including Maps And Charts",1572844,REVIEW,Margarine (Including All Kinds Of Imitation Butter),2557170,EMPTY,Cwt,anchor,including,0,1888-1895,none,3,0.037,0.03-0.05,0.0,0,rejects
"Beef — Books, Bound Or Unbound, Including Maps And Charts",1572844,REVIEW,"Books, Printed, Bound And Unbound, Including Maps And Charts",283748,EMPTY,Cwt,anchor,books bound charts including maps unbound,0,1888-1895,none,1,0.742,0.74-0.74,0.0,0,rejects
"Beef — Books, Bound Or Unbound, Including Maps And Charts",1572844,REVIEW,Paper Of All Kinds (Including Straw-Boards And Wood Pulp Boards),0,EMPTY,Cwt,anchor,including,0,1888-1895,none,4,0.013,0.01-0.01,0.0,0,rejects
"Dye Stuffs (Other Than Dye Woods), And Substances Used In Tanning Or Dyeing — Myrobalans",1549854,REVIEW,"Lac, Seed, Shell, Stick, And Dye",23754989,KEEP,Cwt,anchor,dye,5,1895-1899,none,5,10.609,6.44-14.37,0.0,0,rejects
"Dye Stuffs (Other Than Dye Woods), And Substances Used In Tanning Or Dyeing — Myrobalans",1549854,REVIEW,"Preserved, Otherwise Than By Salting",23130049,KEEP,Cwt,anchor,than,0,1895-1899,none,2,1.488,1.44-1.49,0.0,0,rejects
"Dye Stuffs (Other Than Dye Woods), And Substances Used In Tanning Or Dyeing — Myrobalans",1549854,REVIEW,"Rags, Woollen, Applicable To Other Uses Than Manure, Torn Up Or Not",10544268,KEEP,Cwt,anchor,than,0,1895-1899,none,2,32.785,22.3-32.79,0.0,0,rejects
"Dye Stuffs (Other Than Dye Woods), And Substances Used In Tanning Or Dyeing — Myrobalans",1549854,REVIEW,"Dyeing Or Tanning Stuffs — Cochineal, Granilla, And Dust",343885,EMPTY,Cwt,anchor,dyeing stuffs tanning,0,1895-1899,none,1,212.154,212.15-212.15,0.0,0,rejects
"Dye Stuffs (Other Than Dye Woods), And Substances Used In Tanning Or Dyeing — Myrobalans",1549854,REVIEW,Myrobalans,179007,EMPTY,Cwt,anchor,myrobalans,0,1895-1899,none,5,1.996,1.99-2.0,0.0,0,rejects
"Dye Stuffs (Other Than Dye Woods), And Substances Used In Tanning Or Dyeing — Myrobalans",1549854,REVIEW,"Beans (Other Than Kidney, Haricot, Locust Or French)",837417,EMPTY,Cwt,anchor,than,0,1895-1899,none,4,0.358,0.26-0.69,0.0,0,rejects
"Dye Stuffs (Other Than Dye Woods), And Substances Used In Tanning Or Dyeing — Myrobalans",1549854,REVIEW,"Bark, For Tanning",113369,EMPTY,Cwt,anchor,tanning,0,1895-1899,none,4,3.371,2.36-3.99,0.0,0,rejects
"Dye Stuffs (Other Than Dye Woods), And Substances Used In Tanning Or Dyeing — Myrobalans",1549854,REVIEW,"Lac-Dye, Seedlac, Shellac, And Sticklac",776217,EMPTY,Cwt,anchor,dye,0,1895-1899,none,4,8.488,4.18-11.91,0.0,0,rejects
"Dye Stuffs (Other Than Dye Woods), And Substances Used In Tanning Or Dyeing — Myrobalans",1549854,REVIEW,Meat (Except Poultry And Game) — Salted (Other Than Bacon And Hams),0,EMPTY,Cwt,anchor,than,0,1895-1899,none,4,4.088,2.97-4.55,0.0,0,rejects
"Dye Stuffs (Other Than Dye Woods), And Substances Used In Tanning Or Dyeing — Myrobalans",1549854,REVIEW,"Farinaceous Substances — Rice, Rice Meal And Flour",1688301,EMPTY,Cwt,anchor,substances,0,1895-1899,none,4,0.225,0.14-0.23,0.0,0,rejects
"Dye Stuffs (Other Than Dye Woods), And Substances Used In Tanning Or Dyeing — Myrobalans",1549854,REVIEW,"Farinaceous Substances — Sago, Sago Meal And Flour",206740,EMPTY,Cwt,anchor,substances,0,1895-1899,none,4,1.795,1.66-3.18,0.0,0,rejects
"Dye Stuffs (Other Than Dye Woods), And Substances Used In Tanning Or Dyeing — Myrobalans",1549854,REVIEW,"Milk And Cream, Fresh, Or Preserved, Other Than Condensed Milk - - - - - } Gallons. Gallons. Cwts. Cwts. Cwts",0,EMPTY,Cwt,anchor,than,0,1895-1899,none,1,164.884,164.88-164.88,0.0,0,rejects
"Dye Stuffs (Other Than Dye Woods), And Substances Used In Tanning Or Dyeing — Myrobalans",1549854,REVIEW,"Iac, Seed, Shell, Stick And Dye",0,EMPTY,Cwt,anchor,dye,0,1895-1899,none,4,8.488,4.18-10.81,0.0,0,rejects
"Meat, Unenumerated — Meat, Unenumeratedpreserved, Otherwise Than By Salting",1549763,DUPE-FAM,"Meat, Unenumerated — Salted Or Fresh",7761677,KEEP,Cwt,anchor,meat,1,1885-1885,none,1,27.135,27.13-27.13,0.0,0,rejects
"Meat, Unenumerated — Meat, Unenumeratedpreserved, Otherwise Than By Salting",1549763,DUPE-FAM,"Preserved, Otherwise Than By Salting",23130049,KEEP,Cwt,anchor,otherwise salting than,1,1885-1885,none,1,2.0,2.0-2.0,0.0,0,rejects
"Copper, Ore Of — Myrobalans",1535309,REVIEW,"Ore, Unenumerated",6472928,KEEP,Cwt,anchor,ore,0,1894-1898,none,3,27.178,23.03-41.35,0.0,0,rejects
"Copper, Ore Of — Myrobalans",1535309,REVIEW,Myrobalans,179007,EMPTY,Cwt,anchor,myrobalans,0,1894-1898,none,5,1.988,1.7-2.0,0.0,0,rejects
"Nitre, Cubic (Nitrate Of Soda) — Palm",1519701,KEEP,"Nitre, Cubic (Nitrate Of Soda)",26480631,KEEP,Cwt,anchor,cubic nitrate nitre soda,1,1880-1880,none,1,2.082,2.08-2.08,0.0,0,rejects
"Skins, Furs, And Pelts — Goat And Kid, Undressed",1486079,KEEP,"Skins, Furs, And Pelts — Seal",63340335,KEEP,Number,anchor,furs pelts skins,8,1872-1879,none,8,2.834,2.66-3.4,0.0,0,rejects
"Skins, Furs, And Pelts — Goat And Kid, Undressed",1486079,KEEP,Skins And Furs — Skins : Sheep And Lamb,460216,EMPTY,Number,anchor,furs skins,0,1872-1879,none,8,0.116,0.08-0.17,0.0,0,rejects
"Skins, Furs, And Pelts — Goat And Kid, Undressed",1486079,KEEP,Goat,0,EMPTY,Number,anchor,goat,0,1872-1879,none,8,0.199,0.14-0.23,0.0,0,rejects
"Skins, Furs, And Pelts — Goat And Kid, Undressed",1486079,KEEP,"Skins — Sheep And Lamb, Undressed",7696671,KEEP,Number,anchor,skins undressed,8,1872-1879,none,2,1.317,1.21-1.32,0.0,0,rejects
Gum,1468450,FOLD?,Gum — Arabic,4926901,KEEP,Cwt,anchor,gum,2,1876-1887,none,2,2.85,0.7-2.85,0.0,0,rejects
Gum,1468450,FOLD?,Gum — Of Other Sorts,327263,EMPTY,Cwt,anchor,gum,0,1876-1887,none,2,1.674,0.06-1.67,0.0,0,rejects
Beef — Applicable To Manufacturing Purposes,1455497,REVIEW,"Rags, Woollen, Applicable To Other Uses Than Manure, Torn Up Or Not",10544268,KEEP,Ton,anchor,applicable,12,1872-1899,none,18,1.179,0.12-1.4,0.0,0,partial
Beef — Applicable To Manufacturing Purposes,1455497,REVIEW,"Bones, Applicable To Manufacturing Purposes",68566,EMPTY,Ton,anchor,applicable manufacturing purposes,0,1872-1899,none,7,0.987,0.83-1.14,0.57,0,partial
Beef — Applicable To Manufacturing Purposes,1455497,REVIEW,"Rugs, Woollen, Applicable To Other Uses Than Manure",0,EMPTY,Ton,anchor,applicable,0,1872-1899,none,3,0.261,0.15-0.4,0.0,0,rejects
Linen And Jute Manufactures — Thread For Sewing,1430177,KEEP,Linen Yarn,15966406,KEEP,Lb,anchor,linen,6,1874-1881,none,6,1.615,1.1-3.06,0.17,0,rejects
"Perfumery, And Articles Used In The Manufacture Thereof",1414281,KEEP,"Cocoa Or Chocolate, In The Manufacture Of Which Spirit Has Been Used",5160404,KEEP,Lb,origins,manufacture used,0,1880-1891,1893-1897,5,0.08,0.05-0.59,0.0,5,rejects
"Perfumery, And Articles Used In The Manufacture Thereof",1414281,KEEP,"Confectionery, In The Manufacture Of Which Spirit Has Been Used",133988,KEEP,Lb,origins,manufacture used,0,1880-1891,1893-1897,5,0.167,0.12-0.2,0.0,5,rejects
"Perfumery, And Articles Used In The Manufacture Thereof",1414281,KEEP,"Confectionery, In The Manufacture Of Which Spirit Has Been Used — Confectionery, Containing Not More Than 50 % Chocolate",22586,KEEP,Lb,origins,manufacture used,0,1880-1891,1893-1897,3,0.013,0.0-0.02,0.0,0,rejects
"Perfumery, And Articles Used In The Manufacture Thereof",1414281,KEEP,Fruit — Transparent In The Manufacture Of Which Spirit Has Been Used,3446,REVIEW,Lb,origins,manufacture used,0,1880-1891,1893-1897,4,0.013,0.01-0.01,0.0,0,rejects
"Perfumery, And Articles Used In The Manufacture Thereof",1414281,KEEP,"Cards, Playing — Transparent In The Manufacture Of Which Spirit Has Been Used",3421,DUPE-FAM,Lb,origins,manufacture used,0,1880-1891,1893-1897,3,0.013,0.01-0.01,0.0,0,rejects
"Perfumery, And Articles Used In The Manufacture Thereof",1414281,KEEP,"Soap, Transparent, In The Manufacture Of Which Spirit Has Been Used",30546,KEEP,Lb,origins,manufacture used,10,1880-1891,1893-1897,3,0.009,0.01-0.01,0.0,3,rejects
"Stationery, Other Than Paper — Rough, Hewn Or Manufactured: (Other Than Works Of Art)",1359042,DUPE-FAM,Rags And Other Materials For Making Paper — Linen And Cotton,6627064,KEEP,Ton,anchor,paper,1,1889-1893,none,1,10.404,10.4-10.4,0.0,0,rejects
"Stationery, Other Than Paper — Rough, Hewn Or Manufactured: (Other Than Works Of Art)",1359042,DUPE-FAM,"Paper-Making Materials — Esparto, And Other Vegetable Fibres",30357824,KEEP,Ton,anchor,paper,2,1889-1893,none,1,3.948,3.95-3.95,0.0,0,rejects
"Stationery, Other Than Paper — Rough, Hewn Or Manufactured: (Other Than Works Of Art)",1359042,DUPE-FAM,"Rags, Woollen, Applicable To Other Uses Than Manure, Torn Up Or Not",10544268,KEEP,Ton,anchor,than,1,1889-1893,none,2,17.574,12.74-17.57,0.0,0,rejects
"Stationery, Other Than Paper — Rough, Hewn Or Manufactured: (Other Than Works Of Art)",1359042,DUPE-FAM,Paper-Making Materials — Pulp Of Wood,12021749,KEEP,Ton,anchor,paper,2,1889-1893,none,1,3.532,3.53-3.53,0.0,0,rejects
"Stationery, Other Than Paper — Rough, Hewn Or Manufactured: (Other Than Works Of Art)",1359042,DUPE-FAM,Paper-Making Materials — Linen And Cotton Rags,809585,KEEP,Ton,anchor,paper,1,1889-1893,none,2,27.316,9.4-27.32,0.0,0,rejects
"Stationery, Other Than Paper — Rough, Hewn Or Manufactured: (Other Than Works Of Art)",1359042,DUPE-FAM,"Old, Fit Only To Be Re-Manufactured",1232617,REVIEW,Ton,anchor,manufactured,2,1889-1893,none,1,284.982,284.98-284.98,0.0,0,rejects
"Stationery, Other Than Paper — Rough, Hewn Or Manufactured: (Other Than Works Of Art)",1359042,DUPE-FAM,Wrought Or Manufactured,301953,EMPTY,Ton,anchor,manufactured,0,1889-1893,none,1,230.586,230.59-230.59,0.0,0,rejects
"Stationery, Other Than Paper — Rough, Hewn Or Manufactured: (Other Than Works Of Art)",1359042,DUPE-FAM,"Rugs, Woollen, Applicable To Other Uses Than Manure",0,EMPTY,Ton,anchor,than,0,1889-1893,none,2,16.574,12.74-16.57,0.0,0,rejects
"Hemp — Unenumerated Vegetable Substances, Applicable To The Same Uses As Flax Or Hemp",1355538,REVIEW,"Rags, Woollen, Applicable To Other Uses Than Manure, Torn Up Or Not",10544268,KEEP,Cwt,anchor,applicable uses,0,1882-1892,none,1,3.426,3.43-3.43,0.0,0,rejects
"Hemp — Unenumerated Vegetable Substances, Applicable To The Same Uses As Flax Or Hemp",1355538,REVIEW,"Flax, Dressed And Undressed, And Tow",307865,DUPE-FAM,Cwt,anchor,flax,0,1882-1892,none,9,0.038,0.03-1.0,0.11,0,rejects
"Hemp — Unenumerated Vegetable Substances, Applicable To The Same Uses As Flax Or Hemp",1355538,REVIEW,"Hemp, Dressed And Undressed, And Tow",2210760,EMPTY,Cwt,anchor,hemp,0,1882-1892,none,6,0.047,0.03-0.08,0.0,0,rejects
"Hemp — Unenumerated Vegetable Substances, Applicable To The Same Uses As Flax Or Hemp",1355538,REVIEW,"Other Farinaceous Substances, Unenumerated - Value £",0,EMPTY,Cwt,anchor,substances,0,1882-1892,none,1,0.074,0.07-0.07,0.0,0,rejects
Manures — Bones For Manure (Whether Burnt Or Not),1355296,DUPE-FAM,Manures — Guano,18126315,KEEP,Ton,anchor,manures,5,1895-1899,none,5,3.693,2.64-4.54,0.0,0,rejects
Manures — Bones For Manure (Whether Burnt Or Not),1355296,DUPE-FAM,Manures — Phosphate Of Lime And Rock,10753601,KEEP,Ton,anchor,manures,5,1895-1899,none,3,1.187,1.15-1.37,0.0,0,partial
Manures — Bones For Manure (Whether Burnt Or Not),1355296,DUPE-FAM,"Rags, Woollen, Applicable To Other Uses Than Manure, Torn Up Or Not",10544268,KEEP,Ton,anchor,manure,1,1895-1899,none,5,2.022,1.78-2.8,0.0,0,rejects
Manures — Bones For Manure (Whether Burnt Or Not),1355296,DUPE-FAM,Manures — Bones For Manure,6117896,KEEP,Ton,anchor,bones manure manures,1,1895-1899,none,2,2.001,1.03-2.0,0.5,0,rejects
Manures — Bones For Manure (Whether Burnt Or Not),1355296,DUPE-FAM,Bones For Manufacturing Purposes,77478,EMPTY,Ton,anchor,bones,0,1895-1899,none,1,6.451,6.45-6.45,0.0,0,rejects
Manures — Bones For Manure (Whether Burnt Or Not),1355296,DUPE-FAM,"Bones, Applicable To Manufacturing Purposes",68566,EMPTY,Ton,anchor,bones,0,1895-1899,none,5,9.405,6.45-17.28,0.0,0,rejects
