flow,measure,group,article,year,values
reexport,value,,"""Cured"" or Salted: Sardines . . . . . """,1900,"85,119"
reexport,value,,'' '' Other Goats' Wool or Hair - - - -,1899,"7,040"
reexport,value,,",, Cotton - - - - - - -",1893,"74,394"
reexport,value,,",, Manufactures, including Manufactures of Linen mixed with Cotton",1900,"39,952"
reexport,value,,"9,037 - - - - -",1894,"9,037"
reexport,value,,"9,037 - - - - -",1895,"11,912"
reexport,value,,"9,037 - - - - -",1896,"16,268"
reexport,value,,"9,037 - - - - -",1897,"9,815"
reexport,value,,"9,037 - - - - -",1898,"8,790"
reexport,value,,Aberdeen - - - - -,1899,"176,827"
reexport,value,,Aberdeen . . . . .,1893,"170,098"
reexport,value,,Aberystwith -,1874,775
reexport,value,,Aberystwith -,1875,210
reexport,value,,Aberystwith -,1876,"290,500"
reexport,value,,Aberystwith -,1877,632
reexport,value,,Aberystwith -,1878,"242,321"
reexport,value,,All other Sorts - - - - -,1877,"452,225"
reexport,value,,All other Sorts - - - - -,1878,"221,944"
reexport,value,,Alloa - - - - -,1899,"109,517"
reexport,value,,Alloa . . . . .,1893,"114,775"
reexport,value,,Animal . . . . . Cts.,1893,"27,722"
reexport,value,,Animal . . . . . Cts.,1894,"23,986"
reexport,value,,Animal . . . . . Cts.,1895,"8,809"
reexport,value,,Animal . . . . . Cts.,1896,"15,063"
reexport,value,,Animal . . . . . Cts.,1897,"8,143"
reexport,value,,"Apples, Raw - - - - -",1893,"2,694"
reexport,value,,Arabic - - - - -,1896,"89,159"
reexport,value,,Arbroath - - - - -,1899,"3,420"
reexport,value,,Arbroath . . . . .,1893,"4,430"
reexport,value,,Ardrossan - - - - -,1899,"218,170"
reexport,value,,Ayr - - - - - -,1899,"23,440"
reexport,value,,Ayr . . . . .,1893,"15,700"
reexport,value,,Bacon and Hams . . . . . Cuts.,1886,"294,406"
reexport,value,,Bacon and Hams . . . . . Cuts.,1887,"188,717"
reexport,value,,Bacon and Hams . . . . . Cuts.,1888,"166,479"
reexport,value,,Bacon and Hams . . . . . Cuts.,1889,"277,255"
reexport,value,,Bacon and Hams . . . . . Cuts.,1890,"466,747"
reexport,value,,Banff - - - - - -,1899,"46,294"
reexport,value,,Banff . . . . .,1893,"39,065"
reexport,value,,"Bar, Angle, Bolt, and Rod - - - - -",1899,"173,936|10,102"
reexport,value,,"Bark, Peruvian - - - - -",1869,"162,827|152,827"
reexport,value,,Barnstaple -,1874,"188,030"
reexport,value,,Barnstaple -,1875,8
reexport,value,,Barnstaple -,1876,"167,854"
reexport,value,,Barnstaple -,1877,"166,036"
reexport,value,,Barnstaple -,1878,"173,007"
reexport,value,,Barnstaple - - - - - -,1893,144
reexport,value,,Barnstaple - - - - - -,1896,173
reexport,value,,Barnstaple - - - - - -,1897,859
reexport,value,,Barrow - -,1893,156
reexport,value,,Barrow-in-Furness,1874,"591,944"
reexport,value,,Barrow-in-Furness,1875,"488,940"
reexport,value,,Barrow-in-Furness,1876,"531,164"
reexport,value,,Barrow-in-Furness,1877,"617,035"
reexport,value,,Barrow-in-Furness,1878,"2,815"
reexport,value,,Barrow-in-Furness - - - - -,1893,"618,010"
reexport,value,,Barrow-in-Furness - - - - - - -,1899,"483,643"
reexport,value,,"Beals, of all sorts - - - - -",1893,"59,400"
reexport,value,,"Beals, of all sorts - - - - -",1894,"45,506"
reexport,value,,"Beals, of all sorts - - - - -",1895,"53,494"
reexport,value,,"Beals, of all sorts - - - - -",1896,"61,153"
reexport,value,,"Beals, of all sorts - - - - -",1897,"65,914"
reexport,value,,"Beans (not Kidney or French) . . . . . """,1899,"13,491"
reexport,value,,Beaumaris -,1874,"14,204"
reexport,value,,Beaumaris -,1875,"12,848"
reexport,value,,Beaumaris -,1876,"11,362"
reexport,value,,Beaumaris -,1877,"10,189"
reexport,value,,Beaumaris -,1878,"8,335,808"
reexport,value,,Beaumaris - - - - - -,1893,"11,747"
reexport,value,,Beaumaris - - - - - - -,1899,"12,702"
reexport,value,,Belfast - - - - - -,1899,"231,043"
reexport,value,,Belfast . . . . .,1893,"81,042"
reexport,value,,"Bell (see Metal Unenumerated, Unwrought) - - -",1895,826
reexport,value,,"Bell (see Metal Unenumerated, Unwrought) - - -",1896,193
reexport,value,,"Bell (see Metal Unenumerated, Unwrought) - - -",1897,48
reexport,value,,"Bell (see Metal Unenumerated, Unwrought) - - -",1898,183
reexport,value,,"Bell (see Metal Unenumerated, Unwrought) - - -",1899,133
reexport,value,,Berwick -,1874,"6,646"
reexport,value,,Berwick -,1875,"4,322"
reexport,value,,Berwick -,1876,"7,567"
reexport,value,,Berwick -,1877,90
reexport,value,,Berwick -,1878,"15,851"
reexport,value,,Berwick - - - - - -,1893,"19,235"
reexport,value,,Berwick - - - - - - -,1899,"8,147"
reexport,value,,Bideford -,1874,"1,461,451"
reexport,value,,Bideford -,1875,"1,177,093"
reexport,value,,Bideford -,1876,"902,938"
reexport,value,,Bideford -,1877,"706,611"
reexport,value,,Bideford -,1878,"557,589"
reexport,value,,Bones for Manure (whether burnt or not) -,1893,"8,444"
reexport,value,,"Books, Printed, bound and unbound, including Maps and Charts . . . . . Cuts.",1896,"3,361"
reexport,value,,"Books, Printed, bound and unbound, including Maps and Charts . . . . . Cuts.",1897,"2,288"
reexport,value,,"Books, Printed, bound and unbound, including Maps and Charts . . . . . Cuts.",1898,"3,069"
reexport,value,,"Books, Printed, bound and unbound, including Maps and Charts . . . . . Cuts.",1899,"2,468"
reexport,value,,"Books, Printed, bound and unbound, including Maps and Charts . . . . . Cuts.",1900,"3,264"
reexport,value,,Boots and Shoes - - - - -,1899,"44,836"
reexport,value,,Borrowstouness . . . . .,1893,"249,742"
reexport,value,,Borrowstouness . . . . .,1894,"191,803"
reexport,value,,Borrowstouness . . . . .,1895,"206,376"
reexport,value,,Borrowstouness . . . . .,1896,"212,403"
reexport,value,,Borrowstouness . . . . .,1897,"174,671"
reexport,value,,Borrowstowness - - - - -,1899,"249,736"
reexport,value,,Boston -,1874,"1,900"
reexport,value,,Boston -,1875,"6,796"
reexport,value,,Boston -,1876,"14,641"
reexport,value,,Boston -,1877,"6,036"
reexport,value,,Boston -,1878,"781,852"
reexport,value,,Boston - - - - - -,1893,"260,156"
reexport,value,,Boston - - - - - - -,1899,"260,755"
reexport,value,,Brandy - - - - -,1877,"147,536"
reexport,value,,Brandy - - - - -,1878,"107,270"
reexport,value,,Brandy . . . . .,1899,"37,688"
reexport,value,,Brandy . . . . . Proof Gallons,1895,"85,449"
reexport,value,,Brandy . . . . . Proof Gallons,1896,"76,391"
reexport,value,,Brandy . . . . . Proof Gallons,1897,"53,647"
reexport,value,,Brandy . . . . . Proof Gallons,1898,"53,672"
reexport,value,,Brandy . . . . . Proof Gallons,1899,"54,631"
reexport,value,,Brandy Proof Gallons,1879,"214,970"
reexport,value,,Brandy Proof Gallons,1880,"225,941"
reexport,value,,Brandy Proof Gallons,1881,"196,258"
reexport,value,,Brandy Proof Gallons,1882,"189,858"
reexport,value,,Brandy Proof Gallons,1883,"167,202"
reexport,value,,"Brass, Bronze, and Metal Bronzed or Lacquered, Manufactures of - - - - -",1893,"4,979"
reexport,value,,"Brass, Bronze, and Metal Bronzed or Lacquered, Manufacturesof - - - - -",1893,"4,979"
reexport,value,,Bridgewater -,1874,"4,025"
reexport,value,,Bridgewater -,1875,"5,288"
reexport,value,,Bridgewater -,1876,"4,597"
reexport,value,,Bridgewater -,1877,"3,420"
reexport,value,,Bridgewater -,1878,"6,502"
reexport,value,,Bridgwater - - - - - -,1893,"4,342"
reexport,value,,Bridgwater - - - - - - -,1899,"3,916"
reexport,value,,Bridport -,1874,"10,021"
reexport,value,,Bridport -,1875,"11,308"
reexport,value,,Bridport -,1876,"12,418"
reexport,value,,Bridport -,1877,"12,455"
reexport,value,,Bridport -,1878,"19,454"
reexport,value,,Bristol -,1874,"499,743"
reexport,value,,Bristol -,1875,"408,099"
reexport,value,,Bristol -,1876,"462,387"
reexport,value,,Bristol -,1877,"403,371"
reexport,value,,Bristol -,1878,"12,196"
reexport,value,,Bristol - - - - - -,1893,"1,228,558"
reexport,value,,Bristol - - - - - - -,1899,"1,355,498"
reexport,value,,"British and Foreign, mixed in Bond . . . . .",1895,"14,177"
reexport,value,,"British and Foreign, mixed in Bond . . . . .",1896,"10,824"
reexport,value,,"British and Foreign, mixed in Bond . . . . .",1897,"9,868"
reexport,value,,"British and Foreign, mixed in Bond . . . . .",1898,"11,074"
reexport,value,,"British and Foreign, mixed in Bond . . . . .",1899,"16,683"
reexport,value,,Butter . . . . . Cuts.,1886,"62,916"
reexport,value,,Butter . . . . . Cuts.,1887,"67,966"
reexport,value,,Butter . . . . . Cuts.,1888,"64,522"
reexport,value,,Butter . . . . . Cuts.,1889,"70,475"
reexport,value,,Butter . . . . . Cuts.,1890,"75,108"
reexport,value,,Butter . . . . . Cuts.,1896,"58,368"
reexport,value,,Butter . . . . . Cuts.,1897,"70,828"
reexport,value,,Butter . . . . . Cuts.,1898,"63,491"
reexport,value,,Butter . . . . . Cuts.,1899,"50,453"
reexport,value,,Butter . . . . . Cuts.,1900,"51,586"
reexport,value,,Butter and Butterine - - - - -,1879,"200,244|200,214"
reexport,value,,Caernarvon -,1874,"246,694"
reexport,value,,Caernarvon -,1875,"266,680"
reexport,value,,Caernarvon -,1876,"248,855"
reexport,value,,Caernarvon -,1877,"163,913"
reexport,value,,Caernarvon -,1878,"166,520"
reexport,value,,Candles of all sorts . . . . . Cuts.,1896,"22,758"
reexport,value,,Candles of all sorts . . . . . Cuts.,1897,"14,114"
reexport,value,,Candles of all sorts . . . . . Cuts.,1898,"7,431"
reexport,value,,Candles of all sorts . . . . . Cuts.,1899,"5,629"
reexport,value,,Candles of all sorts . . . . . Cuts.,1900,"8,216"
reexport,value,,Canliff - - - - - -,1893,"6,016,064"
reexport,value,,Canliff - - - - - -,1894,"6,964,107"
reexport,value,,Canliff - - - - - -,1895,"6,194,691"
reexport,value,,Canliff - - - - - -,1896,"6,165,726"
reexport,value,,Canliff - - - - - -,1897,"6,499,730"
reexport,value,,Caoutchouc - - - - -,1868,"235,384"
reexport,value,,Cardiff -,1874,"2,837,747"
reexport,value,,Cardiff -,1875,"2,775,456"
reexport,value,,Cardiff -,1876,"2,793,577"
reexport,value,,Cardiff -,1877,"3,093,467"
reexport,value,,Cardiff -,1878,"81,671"
reexport,value,,Cardiff - -,1893,"15,879"
reexport,value,,Cardiff - - - - - - -,1899,"8,662,147"
reexport,value,,Cardigan -,1874,"33,073"
reexport,value,,Cardigan -,1875,"15,230"
reexport,value,,Cardigan -,1876,"28,961"
reexport,value,,Cardigan -,1877,"52,519"
reexport,value,,Cardigan -,1878,"83,754"
reexport,value,,Carlisle -,1874,772
reexport,value,,Carlisle -,1875,232
reexport,value,,Carlisle -,1876,454
reexport,value,,Carlisle -,1877,692
reexport,value,,Carlisle -,1878,"1,234"
reexport,value,,Carlisle - - - - - -,1893,316
reexport,value,,Carnarvon - - - - - -,1893,"176,647"
reexport,value,,Carnarvon - - - - - - -,1899,"154,740"
reexport,value,,"Castor . . . . . """,1893,"12,420"
reexport,value,,Chester -,1874,"7,593"
reexport,value,,Chester -,1875,"7,426"
reexport,value,,Chester -,1876,"8,103"
reexport,value,,Chester -,1877,"17,659"
reexport,value,,Chester -,1878,"87,270"
reexport,value,,Chester - - - - - -,1893,"1,481"
reexport,value,,Chester - - - - - - -,1899,"17,789"
reexport,value,,Chicory : Raw or Kiln-dried Roasted or Ground,1895,"10,859,126,868"
reexport,value,,Chicory : Raw or Kiln-dried Roasted or Ground,1896,"20,624,609,458"
reexport,value,,Choutchouc,1870,"532,739"
reexport,value,,Choutchouc,1871,"597,741"
reexport,value,,Choutchouc,1872,"674,505"
reexport,value,,Choutchouc,1873,"564,750"
reexport,value,,Choutchouc,1874,"536,391"
reexport,value,,Cinnamon,1900,"38,920"
reexport,value,,"Clocks, complete ) } „ parts thereof ||",1895,"23,937"
reexport,value,,"Clocks, complete ) } „ parts thereof ||",1896,"56,419"
reexport,value,,"Clocks, complete ) } „ parts thereof ||",1897,"25,887"
reexport,value,,"Clocks, complete ) } „ parts thereof ||",1898,"26,825"
reexport,value,,"Clocks, complete } - - - - -",1895,"23,937"
reexport,value,,"Clocks, complete } - - - - -",1896,"56,419"
reexport,value,,"Clocks, complete } - - - - -",1897,"25,887"
reexport,value,,"Clocks, complete } - - - - -",1898,"26,825"
reexport,value,,Cloths and Stuff,1877,"1,520"
reexport,value,,Cloths and Stuff,1878,"3,240"
reexport,value,,Cloths and Stuff,1879,"1,000"
reexport,value,,Cloths and Stuff,1880,"26,084"
reexport,value,,"Coals, Cuka, and Cinders - - - - -",1893,"2,197"
reexport,value,,"Coals, Cuka, and Cinders - - - - -",1894,"17,885"
reexport,value,,"Coals, Cuka, and Cinders - - - - -",1895,"8,803"
reexport,value,,"Coals, Cuka, and Cinders - - - - -",1896,"2,435"
reexport,value,,"Coals, Cuka, and Cinders - - - - -",1897,"4,438"
reexport,value,,"Coals, Culm, and Cinders . . . . .",1893,"2,197"
reexport,value,,"Cochineal, Granilla, and Dust",1874,"292,269"
reexport,value,,"Coco Nut . . . . . """,1895,"58,898"
reexport,value,,"Coco Nut . . . . . """,1896,"48,933"
reexport,value,,"Coco Nut . . . . . """,1897,"71,356"
reexport,value,,Cocoa Butter - - - - -,1897,"4,503"
reexport,value,,Coffee - - - - -,1868,"3,740,373"
reexport,value,,Coffee . . . . . Cuts.,1886,"786,709"
reexport,value,,Coffee . . . . . Cuts.,1887,"692,525"
reexport,value,,Coffee . . . . . Cuts.,1888,"815,272"
reexport,value,,Coffee . . . . . Cuts.,1889,"676,716"
reexport,value,,Coffee . . . . . Cuts.,1890,"669,002"
reexport,value,,Colchester -,1874,"2,313"
reexport,value,,Colchester -,1875,"6,703"
reexport,value,,Colchester -,1876,"3,615"
reexport,value,,Colchester -,1877,"8,022"
reexport,value,,Colchester -,1878,"21,146"
reexport,value,,Colchester - - - - - -,1893,"3,600"
reexport,value,,Colchester - - - - - - -,1899,"1,035"
reexport,value,,Collodion - - - - -,1899,355|365
reexport,value,,"Confectionery, in the manufacture of which Spirit has been used - - - - -",1893,39
reexport,value,,"Confectionery, in the manufacture of which Spirit has been } - - - - -",1895,309
reexport,value,,"Confectionery, in the manufacture of which Spirit has been } - - - - -",1896,218
reexport,value,,"Confectionery, in the manufacture of which Spirit has been } - - - - -",1897,160
reexport,value,,"Confectionery, in the manufacture of which Spirit has been } - - - - -",1898,184
reexport,value,,"Confectionery, in the manufacture of which Spirit has been } - - - - -",1899,38
reexport,value,,"Confectionery, in the manufacture of which Spirit has beenused - - - - -",1894,139
reexport,value,,"Confectionery, in the manufacture of which Spirit has beenused - - - - -",1895,349
reexport,value,,"Confectionery, in the manufacture of which Spirit has beenused - - - - -",1896,218
reexport,value,,"Confectionery, in the manufacture of which Spirit has beenused - - - - -",1897,160
reexport,value,,"Confectionery, in the manufacture of which Spirit has beenused - - - - -",1898,184
reexport,value,,"Conlage, Twine, and Cable Yarn . . . . .",1893,"88,382"
reexport,value,,"Conlage, Twine, and Cable Yarn . . . . .",1894,"94,401"
reexport,value,,"Conlage, Twine, and Cable Yarn . . . . .",1895,"99,051"
reexport,value,,"Conlage, Twine, and Cable Yarn . . . . .",1896,99
reexport,value,,"Conlage, Twine, and Cable Yarn . . . . .",1897,"128,840"
