check,metric,commodity,gbp
NOVALUE,0,"Silk Manufactures — Plush, Used For Making Hats",0
NOVALUE,0,Silk Manufactures — Other Kinds,0
NOVALUE,0,"Silk Manufactures — Manufactures Of Silk, Or Of Silk Mixed With Other Materials, Unenumerated",0
NOVALUE,0,"Silk Manufactures — Manufactures Of Silk, Ex Of Silk Mixed With Other Materials, Unenumerated",0
NOVALUE,0,Silk Manufactures — In Value Is Silver,0
NOVALUE,0,"Silk Manufactures — Handkerchiefs, Scarfs, And Shawls",0
NOVALUE,0,Scotland,0
NOVALUE,0,Saddlery And Harness,0
NOVALUE,0,"Provisions, Unenumerated",0
NOVALUE,0,"Prints, Engravings, Drawings, &C",0
NOVALUE,0,"Potatoes — Poultry And Game (Alive Or Dead),Including Rabbits",0
NOVALUE,0,Plated And Gilt Wares,0
NOVALUE,0,Plated And Gift Wares,0
NOVALUE,0,Pilchards — Unenumerated,0
NOVALUE,0,"Pictures, Drawings, And Photographs",0
NOVALUE,0,"Pickles, Vinegar, Sauces, Condiments, Preserved Fruits, And Confectionery",0
NOVALUE,0,"Pickles, Vinegar, And Sauces",0
NOVALUE,0,Petroleum — Pickles And Vegetables Preserved In Salt,0
NOVALUE,0,Paper — To United States Of America,0
NOVALUE,0,"Paper — Brown Or Waste, Or Any Other Sort Un- Enumerated",0
NOVALUE,0,Paper — Brown And Waste Or Any Other Sorts Un-Enumerated,0
NOVALUE,0,Painters' Colours And Materials — Unenumerated,0
NOVALUE,0,"Nuts And Kernels — Other Sorts, Unenumerated (Notfruit)",0
NOVALUE,0,"Medicines — Musical Instruments, And Parts Thereof",0
NOVALUE,0,"Medicines — Metals, And Manufactures Thereof: Unenumerated",0
NOVALUE,0,Medicines,0
NOVALUE,0,"Machinery And Mills Work — Steam Engines Or Parts Of Steam Engines,Other Descriptions",0
NOVALUE,0,"Machinery And Mills Work — Steam Engines Or Parts Of Steam Engines,Locomotive",0
NOVALUE,0,Machinery And Mills Work — Not Being Steam Engines ; Agricultural,0
NOVALUE,0,Machinery And Mill Work — Steam Engines Or Parts Of Steam Engines: Agricultural,0
NOVALUE,0,"Machinery And Mill Work — Steam Engines Or Parts Of Steam Engines, Other Descriptions",0
NOVALUE,0,"Machinery And Mill Work — Steam Engines Or Parts Of Steam Engines, Locomotive",0
NOVALUE,0,Machinery And Mill Work — Not Being Steam Engines: Agricultural,0
NOVALUE,0,Machinery And Mill Work — Not Being Steam Engines ; Other Descriptions,0
NOVALUE,0,Machinery And Mill Work — Agricultural,0
NOVALUE,0,Lucifer And Vesta Matches,0
NOVALUE,0,Linen Manufactures — To Australasia,0
NOVALUE,0,"Linen Manufactures — Steam Engines Or Parts Of Steam Engines,Locomotive",0
NOVALUE,0,Linen Manufactures — Lucifers And Vesta Matches,0
NOVALUE,0,Linen And Jute Manufactures — Luoifer And Vesta Matches,0
NOVALUE,0,Lace — Pillow Lace,0
NOVALUE,0,Lace — Machine Or Imitation Lace,0
NOVALUE,0,Jute — Pillow Lace,0
NOVALUE,0,"Jute — Machine Or Imitation Lace, Not Made By Hand",0
NOVALUE,0,Jute — Lace And Articles Thereof,0
NOVALUE,0,Isle Of Man,0
NOVALUE,0,Ireland,0
NOVALUE,0,Ink,0
NOVALUE,0,Implements And Tools — Unenumerated,0
NOVALUE,0,"Implements And Tools — Instruments And Apparatus ;Surgical, Anatomical, And Scientific",0
NOVALUE,0,Implements And Tools — Agricultural,0
NOVALUE,0,Implements And Tools,0
NOVALUE,0,Hair — Unenumerated,0
NOVALUE,0,Hail — Unenumerated,0
NOVALUE,0,"Glass — Haberdashery And Millinery, Including Embroidery And Needlework",0
NOVALUE,0,Glass — Brodery And Needlework,0
NOVALUE,0,General Exports,0
NOVALUE,0,"Furniture, (Household) Cabinet,And Upholstery Wares",0
NOVALUE,0,"Furniture And Hardwoods — House Frames, Fittings, And Joiners' Work",0
NOVALUE,0,"Fruit — Nuts, Principally Used As Fruit",0
NOVALUE,0,"Fish, Fresh And Cured — Unenumerated",0
NOVALUE,0,"Fish, Fresh And Cured",0
NOVALUE,0,Extracts — Of Bark And Other Vegetable Substances Used In Tanning Or Dyeing,0
NOVALUE,0,"Extracts — Farinaceous Substances, And Manufacturesthereof, Unenumerated",0
NOVALUE,0,Extracts — Farinaceous Substances And Manufactures Thereof,0
NOVALUE,0,"Extracts — Factures Thereof, Unenumerated",0
NOVALUE,0,England And Wales,0
NOVALUE,0,"Embroidery And Needlework — Farinaceous Substances And Manufactures Thereof, Unenumerated",0
NOVALUE,0,"Embroidery And Needlework — Extracts, Of Other Sorts Than Dye-Stuffs, Unenumerated",0
NOVALUE,0,"Embroidery And Needlework — Extracts Of Other Sorts, Unenumerated",0
NOVALUE,0,Earthen And China Ware — United States,0
NOVALUE,0,Earthen And China Ware — Red Pottery And Brown Stone Ware,0
NOVALUE,0,"Earthen And China Ware — Earthenware, Chinaware, Parian, And Porcelain",0
NOVALUE,0,"Earthen And China Ware — Earthenware, Chinaware, &C. (Contd)",0
NOVALUE,0,Dye Stuffs — Products Of Coal Tar,0
NOVALUE,0,Dye Stuffs — Other Sorts: Unenumerated,0
NOVALUE,0,Dye Stuffs — Extracts,0
NOVALUE,0,Dye Stuffs — Dyes Obtained From Coal Tar (Aniline),0
NOVALUE,0,"Cutch — Envoys, Unenumerated",0
NOVALUE,0,"Cotton — Drugs, Unenumerated:(Including Medicinal Preparations)",0
NOVALUE,0,Cotton Manufactures — Red Pottery And Brown Stone Ware,0
NOVALUE,0,Cotton Manufactures — Lace And Patent Net,0
NOVALUE,0,Cotton Manufactures — Hosiery Of All Sorts,0
NOVALUE,0,Cotton Manufactures — Hosiery,0
NOVALUE,0,"Cotton Manufactures — Earthenware, Chinaware, Parian, And Porcelain",0
NOVALUE,0,"Cordage, Twine, And Cable Yarn — From British East Indies",0
NOVALUE,0,"Copper — Manufactures Of, Unenumerated, Including Copper Coin",0
NOVALUE,0,"Coals, Cinders, &C — Products Of Coal, Peat, Or Shale, Includingnaphtha, Paraffine, And Oil Thereof, Andpetroleum, Pitch, And Tar",0
NOVALUE,0,"Coals, Cinders, &C — Products Of Coal, Peat, Or Shale, Including Naphtha, Paraffine, Paraffine Oil, Petroleum, Pitch, And Tar",0
NOVALUE,0,"Cheese — Chemical Products Or Preparations, Not Speciallyenumerated",0
NOVALUE,0,"Cheese — Chemical Manufactures And Products, Unenumerated",0
NOVALUE,0,"Cement — Chemical Products Or Preparations, Not Speciallyenumerated",0
NOVALUE,0,"Carriages, &C — Railway Waggons, Trucks, &C. And Parts Thereof For Ballast, Minerals, Or Merchandise",0
NOVALUE,0,"Carriages, &C — Railway Carriages For Passengers And Parts Thereof",0
NOVALUE,0,Calcitrhous Manufactures,0
NOVALUE,0,"Butter — Buttons And Strws, Not Of Metal",0
NOVALUE,0,"Butter — Buttons And Straps, Not Of Metal",0
NOVALUE,0,"Butter — Buttons And Srungs, Not Of Metal",0
NOVALUE,0,"Butter — Buttons And Snaps, Not Of Metal",0
NOVALUE,0,"Bark — Extracts Of Bark, Or Of Other Substances To Be Usedin Tanning Or Dyeing, Unenumerated",0
NOVALUE,0,Bark — Extracts Of Bark Or Other Vegetable Substancesto Be Used In Tanning Or Dyeing,0
NOVALUE,0,Bark — Extracts Of Bark Or Other Substances To Be Used In Tanning Or Dyeing,0
NOVALUE,0,Bank — Extract Of Bank Or Other Vegetable Substancesto Be Used In Tanning Or Dyeing,0
NOVALUE,0,At Certain Ports,0
NOVALUE,0,Articles Subject To Duty — Customs Duty,0
NOVALUE,0,Articles Subject To Duty,0
NOVALUE,0,"Arms, And Ammunition — Rockets And Other Combustibles For Purposesof War, Explosives, Percussion Caps, Andammunition, Unenumerated",0
NOVALUE,0,"Arms, And Ammunition — Rockets And Other Combustibles For Purposesof War And Ammunition, Unenumerated",0
NOVALUE,0,"Arms, And Ammunition — Art, Works Or, Other Than Pictures",0
NOVALUE,0,"Arms, Ammunition, And Military Stores — Parts Of Fire-Arms",0
NOVALUE,0,"Arms, Ammunition, And Military Stores — Other Fire-Arms And Parts Of Fire-Arms",0
NOVALUE,0,"Arms, Ammunition, And Military Stores — Ordnance Stores, Not Otherwise Described",0
NOVALUE,0,"Arms, Ammunition, And Military Stores — Ordnance Stores, Explosives, And Ammunition, Unenumerated",0
NOVALUE,0,"Arms, Ammunition, And Military Stores — Ordnance Stores And Ammunition, Unenumerated",0
NOVALUE,0,"Arms, Ammunition, And Military Stores — Art, Works Of, Other Than Pictures",0
NOVALUE,0,"Arms, Ammunition, And Military Stores — Ammunition, Unenumerated",0
NOVALUE,0,"Arms And Ammunition — Rockets, And Other Combustibles For Purposes Of War, Explosives, Percussion Caps, And Ammunition, Unenumerated",0
NOVALUE,0,"Arms And Ammunition — Rockets And Other Combustiblesfor The Purposes Of War, Ex-Plosives, Percussion Caps, Andammunition, Unenumerated",0
NOVALUE,0,"Arms And Ammunition — Rockets And Other Combustibles Of War, Andammunition, Unenumerated",0
NOVALUE,0,"Arms And Ammunition — Rockets And Other Combustibles Of War, &C., And Ammunition, Unenumerated",0
NOVALUE,0,Apparel And Stores,0
NOVALUE,0,Apparel And Slops,0
RESID,597485071,Wine — Total Of All Kinds,597485071
RESID,80928139,Oil,80928139
RESID,36413395,Silk — Skins,36413395
RESID,35336875,Wine — Provisions,35336875
RESID,10281377,Dye Stuffs,10281377
RESID,8581342,Tobacco — Wood,8581342
RESID,5991391,Copper,5991391
RESID,3841219,Leather Manufactures,3841219
RESID,2310410,Woollen,2310410
RESID,1704488,Oil — West Coast Of Africa (Foreign),1704488
RESID,962654,Iron — Leather Manufacturers,962654
RESID,591849,Whalefins,591849
RESID,210411,Ivory — West Africa,210411
RESID,193540,"Fish, Fresh And Cured — Oysters",193540
RESID,104638,Flax — Dressed And Endressed,104638
RESID,86489,"Arms And Ammunition — Muskets, Rifles, Carbines, Fowling-Pieces,Or Guns Of Any Other Sort, Not Enumerated,And Pistols",86489
RESID,75937,Ivory — West Coast Of Africa,75937
RESID,69191,"Fish, Fresh And Cured — Pilchards",69191
RESID,65005,"Wine — White, In Bottles : Sparkling : Saumur",65005
RESID,63721,Metals And Ores — Puddled,63721
RESID,62817,Corn And Grain — Rye Meal,62817
RESID,61025,"Tobacco — Manufactured, In Bond",61025
RESID,54558,"Woollen And Worsted Manufactures — Coatings, Duffels, &C., All Wool (Contd)",54558
RESID,52026,Beads — Unenumerated,52026
RESID,19070,"Cannon And Mortars, Mounted Or Accompanied With Carriages — Shot Of Iron",19070
RESID,18643,Flax & Hemp — Dressed And Undressed,18643
RESID,15324,Perfumery — Refined,15324
RESID,14491,Sawn — Unenumerated,14491
RESID,14379,"Glass — Plate, Rough Or Silvered (Contd)",14379
RESID,12733,Turpentine (Rough),12733
RESID,12335,Hemp — British Dressed,12335
RESID,11414,"Cannon And Mortars, Mounted Or Accompanied With Carriages — Percussion Caps",11414
RESID,11291,Wine,11291
RESID,9031,Cotton Manufactures — Cotton Predominating,9031
RESID,6911,Plumbago — From British East Indies,6911
RESID,6294,"Umbrellas And Parasols — Wine, British Made",6294
RESID,6181,Copper — Piece Goods Of Other Countries,6181
RESID,6074,Jute — From British East Indies,6074
RESID,5419,"Varnish, Containing Alcohol",5419
RESID,5334,Cotton Manufactures — To United States,5334
RESID,4651,Iron — Puddled And Puddled Bars,4651
RESID,3892,Unions,3892
RESID,3677,Tea — For The Manufacture Of Caffeine,3677
RESID,3621,Woollen And Worsted Manufactures — To British East Indies,3621
RESID,3533,Linen Waste,3533
RESID,3445,Gutta Percha — Raw · Manufactures Of,3445
RESID,3334,Metals,3334
RESID,3295,"Cannon And Mortars, Mounted Or Accompanied With Carriages — Shot Of Lead",3295
RESID,3033,Bark — Unenumerated,3033
RESID,2981,Corn And Grain — Barley Meal,2981
RESID,2376,Butyric,2376
RESID,2081,Oil — Turpentine (Rough),2081
RESID,1882,"Coffee — Coffee And Chicory, Roasted Orground, Mixed In Bond",1882
RESID,1861,Tobacco — Stalks,1861
RESID,1833,"Coffee — Coffee And Chicory, Roasted Orground, Mixed",1833
RESID,1827,"Arms, Ammunition, And Military Stores — Swords, Cutlasses, And Bayonets, And Armsof Other Sorts",1827
RESID,1447,Spirits — Manufactured : Snuff,1447
RESID,1419,"Coffee — Kiln-Dried, Roasted, Or Ground, In Bond",1419
RESID,1188,Corn And Grain — Pea Meal,1188
RESID,1146,Mafs And Charts,1146
RESID,1060,"Cards, Playing — Pickles Preserved In Vinegar",1060
RESID,951,Corn And Grain — Bean Meal,951
RESID,789,"Arms, And Ammunition — Shot Of Iron",789
RESID,770,"Arms, Ammunition, And Military Stores — Shot Of Iron",770
RESID,606,"Cheese — Chicory: Other Vegetable Matter,Applicable To The Uses Of Chicoryor Coffee",606
RESID,593,Corn And Grain — Bean Meal And Pea Meal,593
RESID,562,"Tobacco — Manufactured, Snuff",562
RESID,547,"Chicory, Raw Or Kiln-Dried — Pickles Preserved In Vinegar",547
RESID,456,"Arms, And Ammunition — Shot Of Lead",456
RESID,440,Coffee — Collodien,440
RESID,428,Corn And Grain — Bear Or Bigg,428
RESID,416,Coffee — Pickles Preserved In Vinegar,416
RESID,386,Drugs — From British Possessions In Southafrica,386
RESID,378,"Tobacco — Varnish, Containing Alcohol",378
RESID,295,"Naphtha Or Methylic Alcohol, Purified",295
RESID,265,"Arms, Ammunition, And Military Stores — Shot Of Lead",265
RESID,148,"Cheese — Imitation (Including Lard,Cheese, And All Kinds Ofartificial Cheese)",148
ANCHOR-under,0.485,"Varnished, Japanned Or Enamelled",4207314
ANCHOR-under,0.445,"Hides, Raw, And Pieces Thereof — Dry",21450168
ANCHOR-under,0.437,Butterine,2962264
ANCHOR-under,0.347,Bacon,123647765
ANCHOR-under,0.32,"Seeds — Unenumerated, For Expressing Oil Therefrom",4823286
ANCHOR-under,0.253,Wheatmeal And Flour,19235606
ANCHOR-under,0.162,"Skins, Furs, And Pelts — Sheep, Undressed",19828875
ANCHOR-under,0.115,Oil — Palm,25929457
ANCHOR-under,0.08,"Ivory — Teeth, Elephants', Sea Cow, And Sea Horse",364764
ANCHOR-under,0.06,Woollen Yarn,162387
ANCHOR-under,0.048,Furniture And Hardwoods — Unenumerated,720592
ANCHOR-under,0.031,Hides — Raw,917765
ANCHOR-under,0.002,"Flax, Dressed Or Undressed",57400776
ANCHOR-over,4.946,Wool — Other Goats' Wool Or Hair,10979859
ANCHOR-over,2.587,Saltpetre (Nitrate Of Potash),8851660
ANCHOR-over,2.408,Collodium,4517460
ANCHOR-over,1.868,"Kiln-Dried, Roasted, Or Ground",12855
ANCHOR-over,1.683,Wine — White,77056561
ANCHOR-over,1.286,"Sauces Or Condiments, Unenumerated",1324910
ANCHOR-over,1.199,"Skins, Furs, And Pelts — Goat, Undressed",11334935
ANCHOR-over,1.199,"Cured Or Salted, Unenumerated",42271072
MONO,36631940,Diamonds,36631940
MONO,10281377,Dye Stuffs,10281377
MONO,1907256,Nuts And Kernels — Turpentine,1907256
MONO,1567972,"Animals, Living — British North America",1567972
MONO,518420,Flax And Hemp — To United States Of America,518420
MONO,374660,"Fish, Fresh And Cured — Salmon",374660
MONO,244954,Rags And Other Materials For Making Paper — Sago And Sago Flour,244954
MONO,242986,Corn And Grain — Maize Or Indian Corn Meal (Including Maizena),242986
MONO,207939,Icr,207939
MONO,200776,Figs And Fig Cake,200776
MONO,193540,"Fish, Fresh And Cured — Oysters",193540
MONO,184749,Spirits — To British East Indies,184749
MONO,124262,"Ore, Unenumerated — Eastern Coast Of Africa",124262
MONO,105908,"Fish, Fresh And Cured — Dressed And Undressed",105908
MONO,104638,Flax — Dressed And Endressed,104638
MONO,84422,Fruit — Snuff : Cavendish Or Negrohead,84422
MONO,63721,Metals And Ores — Puddled,63721
MONO,62817,Corn And Grain — Rye Meal,62817
MONO,54558,"Woollen And Worsted Manufactures — Coatings, Duffels, &C., All Wool (Contd)",54558
MONO,34660,Sugar — Complete,34660
MONO,28198,Cocoa — Paste Or Chocolate,28198
MONO,27440,"Quicksilver, (Metallic) — In The Husk",27440
MONO,21789,Rags And Other Materials For Making Paper — Safflower,21789
MONO,20870,Beer And Ale — Bones (Except Whalefins) Applicable To Manufacturing Purposes,20870
MONO,15855,Hops — To United States Of America,15855
MONO,15471,Cotton Manufactures — Maize Or Indian Corn Meal (Including Maizena),15471
MONO,15324,Perfumery — Refined,15324
MONO,15027,Gold : „ Leaves Of — Ore Of. Or Ore Of Which The Greater Part In Value Is Gold,15027
MONO,14805,Manures — From British East Indies,14805
MONO,14793,"Dye Woods — Earthenware, Not Being Porcelain Or Chinaware",14793
MONO,14683,"Slates — Refined, Or Rendered By Any Process Equal Thereto : In Lumps And Loaves",14683
MONO,14491,Sawn — Unenumerated,14491
MONO,12335,Hemp — British Dressed,12335
MONO,12202,"Skins, Furs, And Pelts — Seal, Undressed",12202
MONO,11541,"Arms, Ammunition, And Military Stores — To British India",11541
MONO,10533,Cement — To United States Of America,10533
MONO,10365,"Onions — One, Unenumerated",10365
MONO,9913,Pi-Umbago,9913
MONO,8641,"Cordage, Cables, Ropes, And Twine Of Hemp, Or Like Material — To British East Indies",8641
MONO,8147,Dye Stuffs — Myrobalans,8147
MONO,7067,Petroleum — Pickles,7067
MONO,6911,Plumbago — From British East Indies,6911
MONO,6181,Copper — Piece Goods Of Other Countries,6181
MONO,5259,Linen Manufactures — To United States Of America,5259
MONO,4848,Drugs — Safflower,4848
MONO,4572,"Copper, Ore Of — Safflower",4572
MONO,3549,Beads Of All Sorts — Salted,3549
MONO,2794,Glass — To United States Of America,2794
MONO,2591,Cotton Manufactures — Piece Goods Of Mixed Materials : Cotton Predominating : To United States Of America,2591
MONO,2517,"Tobacco — Red, In Bottles : Sparkling : Other Sorts",2517
MONO,1064,Chicory — Champagne : Burgundy,1064
MONO,1056,Silk Manufactures — To Australasia,1056
MONO,476,Cork — Manufactured,476
