shipped_as_read,total_may_be_the_error,score,column,engine,volume,year,group,article,country,unit,reads,should_be,q_read,v_read,q_fixed,v_fixed,delta,digit,n_members,printed_total,other_engine_agrees,price_improves,price_before,price_after,block_rate,candidates_in_block,unique,strong
False,False,5,q,infinity,as_1898,1898,HATS OR BONNETS,TOW,Germany,Tons,1408,1498,1408,26062,1498,26062,90,0->9,5,4733,True,False,18.51,17.4,18.88,2,False,False
False,False,5,v,infinity,as_1898,1898,TOBACCO,Other Sorts,British East Indies : Burmah,Lbs,306,396,700,306,700,396,90,0->9,9,3507,True,False,0.44,0.57,0.21,3,False,False
False,False,5,v,infinity,as_1899,1896,CHEESE,Part Wrought,Norway,Tons,702,792,0,702,0,792,90,0->9,9,247805,True,False,0,0,0,3,False,False
False,True,5,v,infinity,as_1899,1898,CHEESE,Oats,Roumania,Cwts,51599,51509,190200,51599,190200,51509,-90,9->0,14,3672903,True,False,0.27,0.27,0.28,2,False,False
False,False,5,v,infinity,as_1899,1898,CHEESE,"Meal, not otherwise enumerated or described",Canada,Cwts,1109,1199,4600,1109,4600,1199,90,0->9,3,2353,True,False,0.24,0.26,0.21,2,False,False
False,False,5,q,infinity,as_1899,1899,HONEY,,British West India Islands,Cwts,3503,3593,3503,4971,3593,4971,90,0->9,8,6175,True,False,1.42,1.38,1.82,4,False,False
False,False,5,q,infinity,as_1899,1897,IRON,Vegetable,Germany,Cwts,8208,8298,8208,3804,8298,3804,90,0->9,4,14172,True,False,0.46,0.46,0.46,2,False,False
False,False,5,q,chandra,as_1883,1883,"MEAT, Unenumerated",Salted or Fresh,Belgium,Cwts,192,122,192,244,122,244,-70,9->2,9,36353,True,True,1.27,2.0,2.33,4,False,False
False,False,5,q,chandra,as_1890,1890,SUGAR,Unrefined: Total of,Austrian Territories,,43370,43300,43370,28910,43300,28910,-70,7->0,22,13382938,True,True,0.67,0.67,0.7,6,False,False
False,True,5,q,infinity,as_1878,1878,"ARMS, AMMUNITION, AND MILITARY STORES","Swords, Cutlasses, Bayonets, and Arms of other Sorts, Unenumerated",Norway,Cwts,2292,2222,2292,6187,2222,6187,-70,9->2,4,8823,True,True,2.7,2.78,2.91,2,False,False
False,True,5,v,infinity,as_1894,1894,WOOLLEN MANUFACTURES,Cloths,France,Yards,12294,12224,63124,12294,63124,12224,-70,9->2,5,466516,True,True,0.19,0.19,0.17,2,False,False
False,False,5,q,chandra,as_1877,1877,RAGS and other Materials for making Paper,Linen and Cotton Rags,Russia,Tons,2406,2466,2406,35956,2466,35956,60,0->6,7,17130,True,False,14.94,14.58,14.94,2,False,False
False,True,5,q,chandra,as_1888,1888,"FLAX, Dressed or Undressed",Tow or Codilla of,Holland,Cwts,3290,3230,3290,4927,3230,4927,-60,9->3,6,241428,True,False,1.5,1.53,1.34,2,False,False
False,True,5,v,chandra,as_1888,1888,LEATHER MANUFACTURES,Unenumerated,United States of America,,7297,7237,0,7297,0,7237,-60,9->3,6,286012,True,False,0,0,0,4,False,False
False,True,5,q,chandra,as_1893,1893,"ONIONS, Raw",,Germany,Bushels,173298,173238,173298,35140,173238,35140,-60,9->3,9,4658000,True,False,0.2,0.2,0.18,6,False,False
False,False,5,v,chandra,as_1895,1895,"PICKLES and VEGETABLES, preserved in Salt or Vinegar",,Holland,Gallons,40367,40307,997210,40367,997210,40307,-60,6->0,5,110467,True,False,0.04,0.04,0.05,2,False,False
False,True,5,q,chandra,as_1897,1893,SPIRITS,Perfumed,Holland,Gallons,21202,21262,21202,37198,21262,37198,60,0->6,6,46671,True,False,1.75,1.75,1.75,2,False,False
False,False,5,q,chandra,as_1899,1897,CORDAGE,Maize or Indian Corn,Other Foreign Countries,Cwts,10860,10800,10860,2322,10800,2322,-60,6->0,10,49534780,True,False,0.21,0.21,0.19,2,False,False
False,False,5,v,chandra,as_1899,1897,HONEY,,Germany,Cwts,107,167,80,107,80,167,60,0->6,10,17420,True,False,1.34,2.09,1.5,2,False,False
False,False,5,q,chandra,as_1899,1895,NUTS AND KERNELS,Coco-nut,British East Indies : Bengal,Cwts,3630,3690,3630,3972,3690,3972,60,3->9,5,252109,True,False,1.09,1.08,1.1,4,False,False
False,True,5,v,chandra,as_1899,1896,SUGAR,"Unrefined, Beetroot",Russia,Cwts,131109,131169,247135,131109,247135,131169,60,0->6,7,4168484,True,False,0.53,0.53,0.51,3,False,False
False,False,5,v,infinity,as_1876,1876,MANURES,Unenumerated,Portugal,Tons,53093,53033,13914,53093,13914,53033,-60,9->3,9,543165,True,False,3.82,3.81,3.82,6,False,False
False,True,5,v,infinity,as_1882,1882,"ANIMALS, LIVING",Calves,Other Countries,Number,593,533,124,593,124,533,-60,9->3,4,161207,True,False,4.78,4.3,4.76,3,False,False
False,True,5,v,infinity,as_1882,1882,HATS OR BONNETS,Tow or Codilla of Hemp,Italy,Cwts,20908,20968,16825,20908,16825,20968,60,0->6,4,99366,True,False,1.24,1.25,0.99,2,False,False
False,False,5,v,infinity,as_1886,1886,DYE WOODS,Unenumerated,Siam,Tons,1930,1990,230,1930,230,1990,60,3->9,10,103413,True,False,8.39,8.65,6.1,5,False,False
False,True,5,v,infinity,as_1886,1886,SEEDS,"Unenumerated, other sorts",Other British Possessions,Cwts,693,633,698,693,698,633,-60,9->3,3,21023,True,False,0.99,0.91,0.99,2,False,False
False,True,5,v,infinity,as_1888,1888,EGGS,,France,Great Hundreds,1053603,1053663,2692872,1053603,2692872,1053663,60,0->6,10,3078186,True,False,0.39,0.39,0.32,3,False,False
False,False,5,v,infinity,as_1888,1888,PLATED and GILT WARE,,Holland,,6403,6463,0,6403,0,6463,60,0->6,4,19549,True,False,0,0,0,3,False,False
False,False,5,v,infinity,as_1888,1888,SEEDS,Clover and Grass,Germany,Cwts,276603,276663,128006,276603,128006,276663,60,0->6,6,596052,True,False,2.16,2.16,1.98,2,False,False
False,False,5,q,infinity,as_1891,1891,NOTTON. FRESH,,Holland,Cwts,56608,56668,56608,127726,56668,127726,60,0->6,8,588756,True,False,2.26,2.25,2.3,4,False,False
False,False,5,v,infinity,as_1892,1892,"RAGS, and other MATERIALS for MAKING PAPER",Pulp of Wood,Holland,Tons,55602,55662,5163,55602,5163,55662,60,0->6,8,980940,True,False,10.77,10.78,9.31,4,False,False
False,False,5,v,infinity,as_1896,1896,SKINS and FURS,"Furs, Rabbit Skins",Other British Possessions,Number,293,233,96870,293,96870,233,-60,9->3,6,162992,True,False,0.0,0.0,0.01,2,False,False
False,False,5,v,infinity,as_1897,1893,"CHINA, OR PORCELAIN, AND EARTHENWARE",,British East Indies,Tons,1200,1260,105,1200,105,1260,60,0->6,8,196614,True,False,11.43,12.0,10.85,3,False,False
False,True,5,q,infinity,as_1897,1895,FLAX,TOW,Belgium,Tons,3608,3668,3608,45640,3668,45640,60,0->6,6,14778,True,False,12.65,12.44,13.51,3,False,False
False,True,5,v,infinity,as_1897,1894,WOOLLEN YARN,"Manufactures of, unenumerated",France,Cwts,6103,6163,3191,6103,3191,6163,60,0->6,5,374371,True,False,1.91,1.93,1.03,2,False,False
False,False,5,q,infinity,as_1897,1894,"CARDS, PLAYING",,Other Foreign Countries,Dozen Packs,9501,9561,9501,453,9561,453,60,0->6,4,131737,True,False,0.05,0.05,0.09,2,False,False
False,True,5,v,infinity,as_1898,1897,"BEADS, of all Sorts",,Other Foreign Countries,Lbs,165,105,3690,165,3690,105,-60,6->0,6,79014,True,False,0.04,0.03,0.04,4,False,False
False,False,5,q,infinity,as_1898,1897,"CHINA, OR PORCELAIN, AND EARTHENWARE",,Holland,Cwts,603,663,603,50,663,50,60,0->6,4,500335,True,False,0.08,0.08,0.08,2,False,False
False,True,5,v,infinity,as_1898,1895,IRON,"Steel, Unwrought",France,Tons,1063,1003,116,1063,116,1003,-60,6->0,8,94711,True,False,9.16,8.65,13.26,2,False,False
False,False,5,v,infinity,as_1898,1897,Beef,Mutton,Canada,Cwts,1600,1660,1016,1600,1016,1660,60,0->6,7,148736,True,False,1.57,1.63,1.58,3,False,False
False,True,5,v,infinity,as_1899,1897,Bark,Sumach,Italy,Tons,132303,132363,13802,132303,13802,132363,60,0->6,5,136182,True,False,9.59,9.59,9.59,3,False,False
False,False,5,v,infinity,as_1899,1897,FRUIT,"Grapes, Raw",Belgium,Bushels,25607,25667,16704,25607,16704,25667,60,0->6,7,398843,True,False,1.53,1.54,0.54,3,False,False
False,False,5,q,infinity,as_1899,1898,GUM,Arabic,Holland,,300,360,300,401,360,401,60,0->6,10,36759,True,False,1.34,1.11,2.26,4,False,False
False,True,5,q,infinity,as_1899,1897,HATS OR BONNETS,Of Other Materials,Chile,Number,3300,3360,3300,11603,3360,11603,60,0->6,12,115268,True,False,3.52,3.45,3.52,8,False,False
False,False,5,q,infinity,as_1899,1899,METAL,"Leaf, not Gold",Belgium,Packets,6604,6664,6604,342,6664,342,60,0->6,3,117749,True,False,0.05,0.05,0.17,2,False,False
False,False,5,v,infinity,as_1899,1899,NUTS AND KERNELS,Commonly used for expressing Oil therefrom,Western Coast of Africa : Philippine and Ladrone Islands,Tons,25502,25562,1740,25502,1740,25562,60,0->6,18,162006,True,False,14.66,14.69,12.16,6,False,False
False,False,5,v,infinity,as_1899,1898,SEEDS,Clover and Grass,United States of America,Cwts,302506,302566,155458,302506,155458,302566,60,0->6,9,582047,True,False,1.95,1.95,1.95,6,False,False
False,False,5,v,infinity,as_1899,1895,Cotton,,Peru,Tons,15504,15564,3318,15504,3318,15564,60,0->6,11,1738150,True,False,4.67,4.69,4.64,6,False,False
False,True,5,q,infinity,as_1899,1895,Cotton,"Garden, unenumerated",Other Foreign Countries,Lbs,38306,38366,38306,492,38366,492,60,0->6,9,4337076,True,False,0.01,0.01,0.04,5,False,False
False,False,5,q,infinity,as_1899,1898,ZINC,"Crude, in cakes",Australasia : New South Wales,Tons,804,864,804,10189,864,10189,60,0->6,6,1246,True,False,12.67,11.79,13.27,3,False,False
False,True,5,q,infinity,as_1899,1896,"CARDS, PLAYING","Kiln Dried, Roasted, or Ground",Holland,Lbs,1707,1767,1707,83,1767,83,60,0->6,6,13482,True,False,0.05,0.05,0.06,5,False,False
False,False,5,v,infinity,as_1899,1895,TOBACCO,"in Bottles, Still",Channel Islands,Gallons,3108,3168,5134,3108,5134,3168,60,0->6,4,7924,True,False,0.61,0.62,0.48,2,False,False
False,True,5,v,chandra,as_1876,1876,"POULTRY and GAME (alive or dead), including Rabbits",,Holland,,25385,25335,0,25385,0,25335,-50,8->3,6,297018,True,False,0,0,0,2,False,False
False,True,5,v,chandra,as_1885,1885,"POULTRY and GAME (alive or dead), including Rabbits",,Holland,,52531,52581,0,52531,0,52581,50,3->8,10,654965,True,False,0,0,0,2,False,False
False,False,5,v,chandra,as_1886,1886,FRUIT,"Nuts, used as Fruit",Other British Possessions,,833,883,0,833,0,883,50,3->8,3,83440,True,False,0,0,0,2,False,False
False,True,5,q,chandra,as_1886,1886,SEEDS,"Unenumerated, other sorts",Belgium,,5482,5432,5482,5252,5432,5252,-50,8->3,13,523520,True,False,0.96,0.97,0.61,5,False,False
False,True,5,v,chandra,as_1887,1887,IRON,Unenumerated,British East Indies,Cwts,687,637,512,687,512,637,-50,8->3,7,13609,True,False,1.34,1.24,1.44,6,False,False
False,True,5,q,chandra,as_1887,1887,OIL,Olive,Tunis,Tuns,936,986,936,33598,986,33598,50,3->8,9,20771,True,False,35.9,34.08,36.26,4,False,False
False,True,5,q,chandra,as_1887,1887,OIL,Seed,Holland,Tons,1232,1282,1232,29825,1282,29825,50,3->8,7,15461,True,False,24.21,23.26,23.93,4,False,False
False,True,5,v,chandra,as_1888,1888,FRUIT,"Nuts, used as Fruit",Other Foreign Countries,,2735,2785,0,2735,0,2785,50,3->8,12,416469,True,False,0,0,0,5,False,False
False,True,5,v,chandra,as_1888,1888,NUTS AND KERNELS,"Other Sorts, unenumerated (not Fruit)",France,,984,934,0,984,0,934,-50,8->3,4,5849,True,False,0,0,0,2,False,False
False,False,5,v,chandra,as_1889,1889,ARMS AND AMMUNITION,Gunpowder,Holland,Cwts,42733,42783,8720,42733,8720,42783,50,3->8,4,51821,True,False,4.9,4.91,4.9,3,False,False
False,False,5,v,chandra,as_1890,1890,NUTS AND KERNELS,Commonly used for expressing oil therefrom,British Possessions in South Africa,Tons,633,683,51,633,51,683,50,3->8,6,404446,True,False,12.41,13.39,12.41,3,False,False
False,True,5,v,chandra,as_1894,1894,"HIDES, Raw, and Pieces thereof",Dry,Belgium,Owts,16133,16183,5787,16133,5787,16183,50,3->8,20,303585,True,False,2.79,2.8,2.47,9,False,False
False,True,5,v,chandra,as_1894,1894,ZINC,ARTICLES Imported by PARCEL POST,Gibraltar,Number of Packets,10786,10736,5141,10786,5141,10736,-50,8->3,14,414723,True,False,2.1,2.09,2.2,9,False,False
False,True,5,q,chandra,as_1897,1896,DRUGS,Opium,British East Indies : Bombay,Lbs,10730,10780,10730,5261,10780,5261,50,3->8,4,33260,True,False,0.49,0.49,0.57,2,False,False
False,True,5,q,chandra,as_1898,1897,AMMUNITION,Geldings,Canada,Number,7039,7089,7039,175784,7089,175784,50,3->8,4,7168,True,False,24.97,24.8,58.44,3,False,False
False,False,5,v,chandra,as_1898,1895,FISH (including Turtle),"Plums, Raw",United States of America,,12032,12082,10061,12032,10061,12082,50,3->8,5,165606,True,False,1.2,1.2,0.3,2,False,False
False,True,5,q,chandra,as_1898,1895,GLASS,"Plate, Fluted, Rolled, or Rough",France,Cwts,738,788,738,568,788,568,50,3->8,4,48990,True,False,0.77,0.72,1.33,2,False,False
False,True,5,v,chandra,as_1898,1894,"HORNS, tips and pieces of Horns and Hoofs",Eastern Coast of Africa,British East Indies : Ceylon,,6037,6087,97,6037,97,6087,50,3->8,16,100280,True,False,62.24,62.75,34.47,13,False,False
False,False,5,q,chandra,as_1898,1894,LEAD,Pig and Sheet,Spain,Tons,76233,76283,76233,712862,76283,712862,50,3->8,15,112241,True,False,9.35,9.34,9.64,10,False,False
False,False,5,q,chandra,as_1898,1895,METAL,"Leaf, not Gold",Belgium,Packets,8330,8380,8330,420,8380,420,50,3->8,4,186727,True,False,0.05,0.05,0.12,3,False,False
False,False,5,v,chandra,as_1898,1895,LATES,"Manufactures of, unenumerated",Germany,,13536,13586,0,13536,0,13586,50,3->8,5,16114,True,False,0,0,0,2,False,False
False,True,5,q,chandra,as_1898,1895,WOOD AND TIMBER,Mahogany,Republic of Colombia,,2331,2381,2331,13645,2381,13645,50,3->8,11,21595,True,False,5.85,5.73,7.56,8,False,False
False,False,5,q,chandra,as_1898,1895,TOBACCO,Other Sorts,Holland,Lbs,6333,6383,6333,792,6383,792,50,3->8,12,521423,True,False,0.13,0.12,0.22,7,False,False
False,False,5,v,chandra,as_1899,1896,"COPPER, ORE OF","Old, fit only to be re-manu- factured",Sweden,Tons,2736,2786,84,2736,84,2786,50,3->8,15,111421,True,False,32.57,33.17,32.36,6,False,False
False,True,5,q,chandra,as_1899,1896,DRUGS,Opium,British East Indies : Bombay,Lbs,10730,10780,10730,5261,10780,5261,50,3->8,4,33260,True,False,0.49,0.49,0.57,2,False,False
False,False,5,v,chandra,as_1899,1896,DRUGS,Opium,Australasia,Lbs,1230,1280,1720,1230,1720,1280,50,3->8,4,18127,True,False,0.72,0.74,0.57,2,False,False
False,False,5,q,chandra,as_1899,1896,FRUIT,"Unenumerated, Raw",Other British Possessions,Bushels,1036,1086,1036,802,1086,802,50,3->8,4,16421,True,False,0.77,0.74,0.77,3,False,False
False,False,5,q,chandra,as_1899,1895,FRUIT,"Unenumerated, Dried",Egypt,Cwts,4337,4387,4337,5826,4387,5826,50,3->8,10,315415,True,False,1.34,1.33,1.5,6,False,False
False,False,5,v,chandra,as_1899,1899,GLASS,Bottles,Italy,Gross,730,780,1416,730,1416,780,50,3->8,8,527534,True,False,0.52,0.55,0.45,5,False,False
False,False,5,v,chandra,as_1899,1896,GLASS,"Manufactures, unenumerated",United States of America,Cwts,10537,10587,5174,10537,5174,10587,50,3->8,10,1362305,True,False,2.04,2.05,1.93,4,False,False
False,False,5,q,chandra,as_1899,1897,GUM,Arabic,Holland,,234,284,234,744,284,744,50,3->8,10,19408,True,False,3.18,2.62,2.96,6,False,False
False,False,5,q,chandra,as_1899,1898,WOOD AND TIMBER,"Hewn, Fir",Portugal,Loads,26635,26685,26635,21009,26685,21009,50,3->8,11,1967920,True,False,0.79,0.79,1.43,8,False,False
False,False,5,q,infinity,as_1877,1877,SUGAR,Molasses,United States of America,Cwts,104883,104833,104883,64006,104833,64006,-50,8->3,8,298261,True,False,0.61,0.61,0.47,3,False,False
False,True,5,v,infinity,as_1877,1877,WOOLLEN YARN,For Weaving,Belgium,Lbs,983989,983939,8259883,983989,8259883,983939,-50,8->3,4,1540239,True,False,0.12,0.12,0.12,2,False,False
False,True,5,q,infinity,as_1884,1884,CORK,Unmanufactured,Algeria,Tons,587,537,587,9722,537,9722,-50,8->3,6,11406,True,False,16.56,18.1,16.56,4,False,False
False,True,5,v,infinity,as_1884,1884,FEATHERS,Tow or Codilla of,Belgium,Cwts,104287,104237,108086,104287,108086,104237,-50,8->3,5,302030,True,False,0.96,0.96,0.96,3,False,False
False,False,5,v,infinity,as_1884,1884,PRECIOUS STONES (Unset),,United States of America,,2284,2234,0,2284,0,2234,-50,8->3,6,42568,True,False,0,0,0,3,False,False
False,False,5,q,infinity,as_1885,1885,PAPER,For Printing or Writing,Austrian Territories,Cwts,7181,7131,7181,16293,7131,16293,-50,8->3,9,260780,True,False,2.27,2.28,1.44,7,False,False
False,False,5,v,infinity,as_1887,1887,FEATHERS,Ornamental,Tripoli,Lbs,2382,2332,2897,2382,2897,2332,-50,8->3,8,433767,True,False,0.82,0.8,1.06,4,False,False
False,False,5,v,infinity,as_1887,1887,SILK,Raw,Other Foreign Countries,Lbs,284,234,362,284,362,234,-50,8->3,8,1284668,True,False,0.78,0.65,0.78,7,False,False
False,False,5,v,infinity,as_1888,1888,"EXTRACTS, of other Sorts, unenumerated",,Denmark,,2383,2333,0,2383,0,2333,-50,8->3,5,7371,True,False,0,0,0,4,False,False
False,False,5,q,infinity,as_1888,1888,FEATHERS,Fresh (not of British taking),Belgium,Cwts,1983,1933,1983,4021,1933,4021,-50,8->3,9,1079591,True,False,2.03,2.08,1.25,8,False,False
False,True,5,q,infinity,as_1888,1888,FRUIT,Unenumerated : Raw,Madeira,Bushels,20383,20333,20383,12519,20333,12519,-50,8->3,12,2976126,True,False,0.61,0.62,0.43,6,False,False
False,True,5,q,infinity,as_1888,1888,GUM,Unenumerated,France,Cwts,3181,3131,3181,21803,3131,21803,-50,8->3,14,48335,True,False,6.85,6.96,3.65,7,False,False
False,True,5,q,infinity,as_1888,1888,"MEAT, unenumerated","Preserved, otherwise than by Salting",France,,3084,3034,3084,14934,3034,14934,-50,8->3,10,347811,True,False,4.84,4.92,3.1,5,False,False
False,True,5,v,infinity,as_1888,1888,OIL SEED CAKE,,Other Foreign Countries,,1083,1033,373,1083,373,1033,-50,8->3,15,1579132,True,False,2.9,2.77,6.44,9,False,False
False,True,5,v,infinity,as_1888,1888,"ONIONS, Raw",,Other Foreign Countries,,587,537,2381,587,2381,537,-50,8->3,12,626127,True,False,0.25,0.23,0.24,7,False,False
False,True,5,q,infinity,as_1888,1888,"RAGS, and other MATERIALS for MAKING PAPER",Linen and Cotton,Denmark,Tons,286,236,286,3362,236,3362,-50,8->3,13,40832,True,False,11.76,14.25,10.06,6,False,False
False,False,5,q,infinity,as_1888,1888,SILK,"Thrown, Dyed or not Dyed",France,Lbs,351187,351137,351187,291828,351137,291828,-50,8->3,4,559289,True,False,0.83,0.83,0.83,2,False,False
False,False,5,v,infinity,as_1889,1889,CAOUTCHOUC,Manufactures of,Germany,Lbs,165185,165135,1943997,165185,1943997,165135,-50,8->3,6,318289,True,False,0.08,0.08,0.12,5,False,False
False,False,5,v,infinity,as_1889,1889,GUM,Arabic,Turkey,Cwts,3782,3732,880,3782,880,3732,-50,8->3,12,89598,True,False,4.3,4.24,5.02,6,False,False
False,False,5,v,infinity,as_1889,1889,SPICES,Ginger,West Africa Settlements,Cwts,2281,2231,2519,2281,2519,2231,-50,8->3,4,96452,True,False,0.91,0.89,1.45,2,False,False
False,True,5,q,infinity,as_1890,1890,Corn and Grain,Oats,Holland,Cwts,173284,173234,173284,59435,173234,59435,-50,8->3,9,12419302,True,False,0.34,0.34,0.3,5,False,False
False,False,5,q,infinity,as_1890,1890,Corn and Grain,Wheat Meal or Flour,Holland,Cwts,22884,22834,22884,14745,22834,14745,-50,8->3,13,14708372,True,False,0.64,0.65,0.58,8,False,False
False,True,5,v,infinity,as_1890,1890,DRUGS,Unenumerated,British Possessions in South Africa,Cwts,4386,4336,1704,4386,1704,4336,-50,8->3,4,9940,True,False,2.57,2.54,2.57,3,False,False
False,False,5,q,infinity,as_1890,1890,"HIDES, Raw, and Pieces thereof",Wet,Sweden,,1584,1534,1584,3746,1534,3746,-50,8->3,16,505277,True,False,2.36,2.44,2.36,6,False,False
False,True,5,q,infinity,as_1891,1891,SILK,"Thrown, Dyed or not Dyed",Belgium,,101633,101683,101633,83121,101683,83121,50,3->8,5,581867,True,False,0.82,0.82,0.82,3,False,False
False,True,5,q,infinity,as_1892,1892,HEMP,Dressed or Undressed,China,Cwts,3936,3986,3936,4344,3986,4344,50,3->8,13,1474453,True,False,1.1,1.09,1.29,7,False,False
False,True,5,q,infinity,as_1893,1893,LEAD,Ore of,Chile,Tons,631,681,631,3405,681,3405,50,3->8,10,6289,True,False,5.4,5.0,5.53,5,False,False
False,True,5,v,infinity,as_1896,1896,SUGAR,"Unrefined: Cane, and Other Sorts",Mauritius,,16781,16731,34657,16781,34657,16731,-50,8->3,8,1685102,True,False,0.48,0.48,0.6,5,False,False
False,False,5,v,infinity,as_1897,1893,HATS OR BONNETS,TOW,Italy,Tons,5937,5987,273,5937,273,5987,50,3->8,5,57239,True,False,21.75,21.93,17.79,3,False,False
False,True,5,v,infinity,as_1897,1897,TIN,"Sawn or Split, planed or dressed, Fir",Norway,Loads,55587,55537,24128,55587,24128,55537,-50,8->3,10,557701,True,False,2.3,2.3,5.62,7,False,False
False,True,5,q,infinity,as_1898,1895,"ORE, unenumerated","Of Silver, gilt or ungilt",France,Ozs. troy,12336,12386,12336,4465,12386,4465,50,3->8,6,59877,True,False,0.36,0.36,0.36,2,False,False
False,True,5,v,infinity,as_1898,1897,Cotton,"Manufactures, Broad Stuffs, Velvet, plain or figured, wholly of Silk",France,,183,133,0,183,0,133,-50,8->3,4,600240,True,False,0,0,0,2,False,False
