volume,article_group,article,seq_start,seq_end,obs_source,target_sig,selected,admitted,drop_null_qty,drop_subtotal,drop_bad_subentry,drop_no_sig,drop_consensus_holds_triple,drop_already_added
as_1880,COTTON MANUFACTURES,"Piece Goods, Printed",806,807,inf,cotton+good+manufacture+piece+printed,2,2,0,0,0,0,0,0
as_1880,COTTON MANUFACTURES,"Piece Goods, Printed",810,821,inf,cotton+good+manufacture+piece+printed,12,12,0,0,0,0,0,0
as_1880,PAPER,"Unenumerated, and Articles of Paper (except Papier Maché)",2063,2076,ch,article+paper,14,13,0,1,0,0,0,0
as_1880,PAPER,"Writing or Printing, and Envelopes",2035,2045,ch,envelope+paper+printing+writing,11,10,0,1,0,0,0,0
as_1881,"ARMS, AMMUNITION, and MILITARY STORES",Cannon and Mortars,139,144,ch,ammunition+arms+cannon+military+mortar+store,6,5,0,1,0,0,0,0
as_1881,WOOLLEN and WORSTED MANUFACTURES,"Carpets, not being Rugs",2551,2573,inf,carpet+manufacture+rugs+woollen+worsted,23,22,0,1,0,0,0,0
as_1881,WOOLLEN and WORSTED MANUFACTURES,Flannels,2540,2550,inf,flannel+manufacture+woollen+worsted,11,10,0,1,0,0,0,0
as_1881,"SKINS, FURS, AND PELTS","Goat and Kid, Undressed",0,0,ch,furs+goat+kid+pelt+skin+undressed,0,0,0,0,0,0,0,0
as_1881,"ARMS, AMMUNITION, and MILITARY STORES",Gunpowder,89,106,ch,ammunition+arms+gunpowder+military+store,18,17,0,1,0,0,0,0
as_1881,"ARMS, AND AMMUNITION",Gunpowder,0,0,ch,ammunition+arms+gunpowder,0,0,0,0,0,0,0,0
as_1881,HIDES,"Not Tanned, &c., Wet",0,0,ch,c+hide+tanned+wet,0,0,0,0,0,0,0,0
as_1881,COTTON MANUFACTURES,"Piece Goods of Mixed Materials, Cotton predominating",744,769,ch,cotton+good+manufacture+material+mixed+piece+predominating,26,25,0,1,0,0,0,0
as_1881,WOOLLEN and WORSTED MANUFACTURES,"Rugs, Coverlets, or Wrappers",2811,2823,ch,coverlet+manufacture+rugs+woollen+worsted+wrapper,13,12,0,1,0,0,0,0
as_1881,WOOLLEN and WORSTED MANUFACTURES,Shawls,2797,2810,ch,manufacture+shawl+woollen+worsted,14,13,0,1,0,0,0,0
as_1882,"SKINS, FURS, AND PELTS","Goat, Undressed",0,0,ch,furs+goat+pelt+skin+undressed,0,0,0,0,0,0,0,0
as_1883,BISCUIT and BREAD,,225,239,ch,biscuit+bread,15,14,0,1,0,0,0,0
as_1885,LINEN MANUFACTURES,Sail Cloth and Sails,2277,2291,ch,cloth+linen+manufacture+sail,15,12,0,3,0,0,0,0
as_1887,CEMENT,,527,561,ch,cement,35,32,0,3,0,0,0,0
as_1887,"HIDES, RAW",,1723,1732,ch,hide+raw,10,8,0,2,0,0,0,0
as_1887,PAPER,"Writing or Printing, and En- velopes",3080,3114,ch,envelope+paper+printing+writing,35,32,0,3,0,0,0,0
as_1887,PAPER,"Writing or Printing, and En-velopes",0,0,ch,en+paper+printing+velope+writing,0,0,0,0,0,0,0,0
as_1888,"BAGS and SACKS, Empty",,288,326,ch,bags+empty+sack,39,35,0,3,0,0,0,1
as_1888,"ARMS, AMMUNITION, AND MILITARY STORES","BAGS and SACKS, Empty",0,0,ch,ammunition+arms+bags+empty+military+sack+store,0,0,0,0,0,0,0,0
as_1888,WOOLLEN AND WORSTED MANUFACTURES,Shawls,4537,4558,ch,manufacture+shawl+woollen+worsted,22,19,0,3,0,0,0,0
as_1888,SILK,"Thrown, Twist or Yarn",3732,3741,ch,silk+thrown+twist+yarn,10,8,0,2,0,0,0,0
as_1873,COTTON YARN and TWIST,,637,659,ch,cotton+twist+yarn,23,22,0,1,0,0,0,0
as_1874,LINEN and JUTE MANUFACTURES,Thread for Sewing,1604,1615,ch,jute+linen+manufacture+sewing+thread,12,12,0,0,0,0,0,0
as_1876,LEATHER,"Tanned, Unwrought",1268,1275,ch,leather+tanned+unwrought,8,8,0,0,0,0,0,0
as_1877,PAINTERS' COLOURS and MATERIALS,"Writing or Printing, and Envelopes",1595,1605,ch,colour+envelope+material+painter+printing+writing,11,10,0,1,0,0,0,0
as_1878,SEEDS,"Unenumerated, other Sorts",1479,1487,ch,seed,9,8,0,1,0,0,0,0
as_1878,OIL,Seed,0,0,ch,oil+seed,0,0,0,0,0,0,0,0
as_1878,PICTURES,,1823,1830,ch,picture,8,7,0,1,0,0,0,0
as_1878,WOOL,"Other Sorts, including Foreign, dressed in the United Kingdom, and Flocks and Ragwool",2277,2282,ch,dressed+flock+foreign+including+kingdom+ragwool+united+wool,6,5,0,1,0,0,0,0
as_1878,WOOLLEN and WORSTED YARN,Worsted Yarn (Combed),2288,2296,ch,woollen+worsted+yarn,9,8,0,1,0,0,0,0
as_1878,WOOLLEN and WORSTED MANUFACTURES,"Broad Cloths, Coatings, Duffels, &c., Plain, all Wool",0,0,ch,broad+c+cloth+coating+duffel+manufacture+plain+wool+woollen+worsted,0,0,0,0,0,0,0,0
as_1879,"COALS, CINDERS, &c.",Coals,419,437,ch,c+cinder+coal,19,18,0,1,0,0,0,0
as_1879,"COALS, CINDERS, &c.",Coke and Cinders,438,445,ch,c+cinder+coal+coke,8,7,0,1,0,0,0,0
as_1879,IRON,"Old, for Re-manufacture",1070,1080,ch,iron+manufacture+old+re,11,10,0,1,0,0,0,0
as_1881,"ARMS, AMMUNITION, and MILITARY STORES",Fowling Pieces,155,165,ch,ammunition+arms+fowling+military+piece+store,11,10,0,1,0,0,0,0
as_1882,LEATHER,"Tanned, Unwrought",0,0,ch,leather+tanned+unwrought,0,0,0,0,0,0,0,0
as_1882,WOOLLEN and WORSTED MANUFACTURES,Shawls,2766,2777,ch,manufacture+shawl+woollen+worsted,12,11,0,1,0,0,0,0
as_1883,Meal and Flour,COTTON TWIST and YARN,553,583,ch,cotton+twist+yarn,31,30,0,1,0,0,0,0
as_1883,COTTON TWIST AND YARN,,0,0,ch,cotton+twist+yarn,0,0,0,0,0,0,0,0
as_1884,PAPER,"Writing or Printing, and Envelopes",2243,2258,ch,envelope+paper+printing+writing,16,15,0,1,0,0,0,0
as_1885,SILK MANUFACTURES,Broad Stuffs,3057,3070,ch,broad+manufacture+silk+stuff,14,11,0,3,0,0,0,0
as_1875,COTTON MANUFACTURES,"Piece Goods, Printed",585,606,ch,cotton+good+manufacture+piece+printed,22,22,0,0,0,0,0,0
as_1875,COTTON MANUFACTURES,"Piece Goods, Printed",608,632,ch,cotton+good+manufacture+piece+printed,24,24,0,0,0,0,0,0
as_1875,COTTON MANUFACTURES,"Piece Goods, Printed",632,632,ch,cotton+good+manufacture+piece+printed,1,0,0,0,0,0,0,1
as_1875,COTTON MANUFACTURES,"Piece Goods, Printed (Contd)",0,0,ch,cotton+good+manufacture+piece+printed,0,0,0,0,0,0,0,0
as_1897,CORDAGE,"Cables (not of Iron), Twine, and Cable Yarn",3218,3283,ch,cork+unmanufactured,66,25,0,15,0,0,26,0
as_1899,CORDAGE,"Cables (not of Iron), Twine, and Cable Yarn",3167,3168,ch,cork+unmanufactured,2,2,0,0,0,0,0,0
as_1899,CORDAGE,"Cables (not of Iron), Twine, and Cable Yarn",3172,3173,ch,cork+unmanufactured,2,2,0,0,0,0,0,0
as_1899,CORDAGE,"Cables (not of Iron), Twine, and Cable Yarn",3177,3178,ch,cork+unmanufactured,2,2,0,0,0,0,0,0
as_1899,CORDAGE,"Cables (not of Iron), Twine, and Cable Yarn",3182,3183,ch,cork+unmanufactured,2,2,0,0,0,0,0,0
as_1899,CORDAGE,"Cables (not of Iron), Twine, and Cable Yarn",3187,3188,ch,cork+unmanufactured,2,2,0,0,0,0,0,0
as_1899,CORDAGE,"Cables (not of Iron), Twine, and Cable Yarn",3192,3193,ch,cork+unmanufactured,2,2,0,0,0,0,0,0
as_1899,CORDAGE,"Cables (not of Iron), Twine, and Cable Yarn",3197,3198,ch,cork+unmanufactured,2,2,0,0,0,0,0,0
as_1899,CORDAGE,"Cables (not of Iron), Twine, and Cable Yarn",3202,3203,ch,cork+unmanufactured,2,2,0,0,0,0,0,0
as_1899,CORDAGE,"Cables (not of Iron), Twine, and Cable Yarn",3207,3208,ch,cork+unmanufactured,2,2,0,0,0,0,0,0
as_1899,CORDAGE,"Cables (not of Iron), Twine, and Cable Yarn",3217,3218,ch,cork+unmanufactured,2,2,0,0,0,0,0,0
as_1899,CORDAGE,"Cables (not of Iron), Twine, and Cable Yarn",3219,3220,ch,cork+unmanufactured,2,2,0,0,0,0,0,0
as_1898,"COPPER, ORE OF","Cables (not of Iron), Twine, and Cable Yarn",0,0,ch,cable+copper+ore+twine+yarn,0,0,0,0,0,0,0,0
as_1897,"CHINA, OR PORCELAIN, AND EARTHENWARE","Cables (not of Iron), Twine, and Cable Yarn",0,0,ch,cable+china+earthenware+porcelain+twine+yarn,0,0,0,0,0,0,0,0
as_1898,"CHINA, OR PORCELAIN, AND EARTHENWARE","Cables (not of Iron), Twine, and Cable Yarn",0,0,ch,cable+china+earthenware+porcelain+twine+yarn,0,0,0,0,0,0,0,0
as_1899,CHEESE,"Cables (not of Iron), Twine, and Cable Yarn",0,0,ch,cable+cheese+twine+yarn,0,0,0,0,0,0,0,0
as_1898,"CORDAGE CABLES (not of iron), Twine, and Cable Yarn",,0,0,ch,cable+cordage+twine+yarn,0,0,0,0,0,0,0,0
as_1895,CORDAGE. CABLES (not of Iron). TWINE. and CABLE YARN,,0,0,ch,cable+cordage+twine+yarn,0,0,0,0,0,0,0,0
as_1893,WOOD and TIMBER,"Hewn, Unenumerated",3837,3849,ch,hewn+timber+wood,13,10,0,3,0,0,0,0
as_1893,WOOD and TIMBER,"Hewn, Unenumerated",3850,3853,ch,fir+sawn+timber+wood,4,4,0,0,0,0,0,0
as_1893,WOOD and TIMBER,"Hewn, Unenumerated",3855,3861,ch,fir+sawn+timber+wood,7,4,0,3,0,0,0,0
as_1897,TIN,"Hewn, Unenumerated",0,0,ch,hewn+tin,0,0,0,0,0,0,0,0
as_1886,Malt,"Piece Goods, Printed",974,1040,inf,cotton+good+manufacture+piece+printed,67,64,0,3,0,0,0,0
as_1886,COTTON MANUFACTURES,"Piece Goods, Printed (Contd)",0,0,ch,cotton+good+manufacture+piece+printed,0,0,0,0,0,0,0,0
as_1885,LINEN YARN,"Plain, Unbleached or Bleached",2087,2128,inf,bleached+linen+manufacture+plain+unbleached,42,39,0,3,0,0,0,0
as_1885,LINEN MANUFACTURES,"Plain, Unbleached or Bleached",0,0,ch,bleached+linen+manufacture+plain+unbleached,0,0,0,0,0,0,0,0
as_1874,IRON,Pig,1283,1302,inf,iron+pig,20,19,0,1,0,0,0,0
as_1874,IRON,"Old, for Re-manufacture",1273,1282,inf,iron+manufacture+old+re,10,9,0,1,0,0,0,0
as_1875,SKINS and FURS,SOAP,1843,1857,inf,soap,15,14,0,1,0,0,0,0
as_1875,SOAP,,0,0,ch,soap,0,0,0,0,0,0,0,0
as_1873,COTTON YARN and TWIST,,577,600,inf,cotton+twist+yarn,24,3,0,1,0,0,0,20
as_1882,WOOLLEN and WORSTED MANUFACTURES,"Carpets, not being Rugs",2508,2529,inf,carpet+manufacture+rugs+woollen+worsted,22,21,0,1,0,0,0,0
as_1882,WOOLLEN and WORSTED MANUFACTURES,Shawls,2546,2557,inf,manufacture+shawl+woollen+worsted,12,0,0,1,0,0,0,11
as_1882,WOOLLEN and WORSTED MANUFACTURES,"Rugs, Coverlets, or Wrappers",2558,2570,inf,coverlet+manufacture+rugs+woollen+worsted+wrapper,13,12,0,1,0,0,0,0
as_1884,BLEACHING MATERIALS,,247,259,inf,bleaching+material,13,12,0,1,0,0,0,0
as_1884,BISCUIT and BREAD,,231,244,ch,biscuit+bread,14,14,0,0,0,0,0,0
as_1881,COTTON MANUFACTURES,"Piece Goods, Printed",711,724,ch,cotton+good+manufacture+piece+printed,14,14,0,0,0,0,0,0
as_1881,COTTON MANUFACTURES,"Piece Goods, Printed",726,740,ch,cotton+good+manufacture+piece+printed,15,15,0,0,0,0,0,0
as_1881,COTTON MANUFACTURES,"Piece Goods, Printed",741,741,ch,cotton+good+manufacture+piece+printed,1,1,0,0,0,0,0,0
as_1881,COTTON MANUFACTURES,"Piece Goods, Printed",742,742,ch,cotton+good+manufacture+piece+printed,1,1,0,0,0,0,0,0
as_1881,COTTON MANUFACTURES,"Piece Goods, Printed (Contd)",0,0,ch,cotton+good+manufacture+piece+printed,0,0,0,0,0,0,0,0
as_1881,"ARMS, AMMUNITION, and MILITARY STORES",Percussion Caps,107,109,ch,ammunition+arms+caps+military+percussion+store,3,3,0,0,0,0,0,0
as_1881,"ARMS, AMMUNITION, and MILITARY STORES",Percussion Caps,111,119,ch,ammunition+arms+caps+military+percussion+store,9,9,0,0,0,0,0,0
as_1881,"ARMS, AND AMMUNITION",Percussion Caps,0,0,ch,ammunition+arms+caps+percussion,0,0,0,0,0,0,0,0
as_1879,"COALS, CINDERS, &c.","Fuel, Manufactured",446,450,ch,c+cinder+coal+fuel+manufactured,5,5,0,0,0,0,0,0
as_1879,"COALS, CINDERS, &c.","Fuel, Manufactured",451,451,ch,c+cinder+coal+fuel+manufactured,1,1,0,0,0,0,0,0
as_1876,COTTON MANUFACTURES,"Piece Goods of Mixed Materials, Cotton predominating",686,702,inf,cotton+good+manufacture+material+mixed+piece+predominating,17,17,0,0,0,0,0,0
as_1876,COTTON MANUFACTURES,"Piece Goods of Mixed Materials, Cotton predominating",703,703,inf,cotton+good+manufacture+material+mixed+piece+predominating,1,1,0,0,0,0,0,0
as_1877,PICTURES,,1584,1590,inf,picture,7,7,0,0,0,0,0,0
as_1877,PICTURES,,1591,1591,inf,picture,1,1,0,0,0,0,0,0
as_1882,LINEN MANUFACTURES,Sail Cloth and Sails,1746,1759,ch,cloth+linen+manufacture+sail,14,13,0,1,0,0,0,0
as_1884,COTTON MANUFACTURES,"Piece Goods, Printed",736,738,inf,cotton+good+manufacture+piece+printed,3,3,0,0,0,0,0,0
as_1884,COTTON MANUFACTURES,"Piece Goods, Printed",740,755,inf,cotton+good+manufacture+piece+printed,16,16,0,0,0,0,0,0
as_1884,COTTON MANUFACTURES,"Piece Goods, Printed",757,765,inf,cotton+good+manufacture+piece+printed,9,9,0,0,0,0,0,0
as_1884,COTTON MANUFACTURES,"Piece Goods, Printed",767,783,inf,cotton+good+manufacture+piece+printed,17,17,0,0,0,0,0,0
as_1884,COTTON MANUFACTURES,"Piece Goods, Printed",785,788,inf,cotton+good+manufacture+piece+printed,4,4,0,0,0,0,0,0
as_1884,COTTON MANUFACTURES,"Piece Goods, Printed",790,791,inf,cotton+good+manufacture+piece+printed,2,2,0,0,0,0,0,0
as_1887,COTTON MANUFACTURES,"Piece Goods, Printed",948,966,inf,cotton+good+manufacture+piece+printed,19,19,0,0,0,0,0,0
as_1887,COTTON MANUFACTURES,"Piece Goods, Printed",967,968,inf,cotton+good+manufacture+piece+printed,2,2,0,0,0,0,0,0
as_1887,COTTON MANUFACTURES,"Piece Goods, Printed",969,969,inf,cotton+good+manufacture+piece+printed,1,1,0,0,0,0,0,0
as_1887,COTTON MANUFACTURES,"Piece Goods, Printed",970,970,inf,cotton+good+manufacture+piece+printed,1,1,0,0,0,0,0,0
as_1887,COTTON MANUFACTURES,"Piece Goods, Printed",971,971,inf,cotton+good+manufacture+piece+printed,1,1,0,0,0,0,0,0
as_1887,COTTON MANUFACTURES,"Piece Goods, Printed",972,972,inf,cotton+good+manufacture+piece+printed,1,1,0,0,0,0,0,0
as_1887,COTTON MANUFACTURES,"Piece Goods, Printed",973,976,inf,cotton+good+manufacture+piece+printed,4,4,0,0,0,0,0,0
as_1887,COTTON MANUFACTURES,"Piece Goods, Printed",977,977,inf,cotton+good+manufacture+piece+printed,1,1,0,0,0,0,0,0
as_1887,COTTON MANUFACTURES,"Piece Goods, Printed",978,988,inf,cotton+good+manufacture+piece+printed,11,11,0,0,0,0,0,0
as_1887,COTTON MANUFACTURES,"Piece Goods, Printed",990,995,inf,cotton+good+manufacture+piece+printed,6,6,0,0,0,0,0,0
as_1887,COTTON MANUFACTURES,"Piece Goods, Printed",997,997,inf,cotton+good+manufacture+piece+printed,1,1,0,0,0,0,0,0
as_1887,COTTON MANUFACTURES,"Piece Goods, Printed",999,999,inf,cotton+good+manufacture+piece+printed,1,1,0,0,0,0,0,0
as_1887,COTTON MANUFACTURES,"Piece Goods, Printed",1000,1000,inf,cotton+good+manufacture+piece+printed,1,1,0,0,0,0,0,0
as_1887,COTTON MANUFACTURES,"Piece Goods, Printed",1001,1007,inf,cotton+good+manufacture+piece+printed,7,7,0,0,0,0,0,0
as_1887,COTTON MANUFACTURES,"Piece Goods, Printed",1009,1011,inf,cotton+good+manufacture+piece+printed,3,3,0,0,0,0,0,0
as_1882,COTTON MANUFACTURES,"Piece Goods, Printed",500,502,inf,cotton+good+manufacture+piece+printed,3,3,0,0,0,0,0,0
as_1882,COTTON MANUFACTURES,"Piece Goods, Printed",504,504,inf,cotton+good+manufacture+piece+printed,1,1,0,0,0,0,0,0
as_1882,COTTON MANUFACTURES,"Piece Goods, Printed",507,508,inf,cotton+good+manufacture+piece+printed,2,2,0,0,0,0,0,0
as_1882,COTTON MANUFACTURES,"Piece Goods, Printed",510,511,inf,cotton+good+manufacture+piece+printed,2,2,0,0,0,0,0,0
as_1882,COTTON MANUFACTURES,"Piece Goods, Printed",513,513,inf,cotton+good+manufacture+piece+printed,1,1,0,0,0,0,0,0
as_1882,COTTON MANUFACTURES,"Piece Goods, Printed",515,517,inf,cotton+good+manufacture+piece+printed,3,3,0,0,0,0,0,0
as_1882,COTTON MANUFACTURES,"Piece Goods, Printed",519,520,inf,cotton+good+manufacture+piece+printed,2,2,0,0,0,0,0,0
as_1882,COTTON MANUFACTURES,"Piece Goods, Printed",523,524,inf,cotton+good+manufacture+piece+printed,2,2,0,0,0,0,0,0
as_1882,COTTON MANUFACTURES,"Piece Goods, Printed",526,526,inf,cotton+good+manufacture+piece+printed,1,1,0,0,0,0,0,0
as_1882,COTTON MANUFACTURES,"Piece Goods, Printed",528,533,inf,cotton+good+manufacture+piece+printed,6,6,0,0,0,0,0,0
as_1882,COTTON MANUFACTURES,"Piece Goods, Printed",535,538,inf,cotton+good+manufacture+piece+printed,4,4,0,0,0,0,0,0
as_1882,COTTON MANUFACTURES,"Piece Goods, Printed",541,544,inf,cotton+good+manufacture+piece+printed,4,4,0,0,0,0,0,0
as_1882,COTTON MANUFACTURES,"Piece Goods, Printed",547,547,inf,cotton+good+manufacture+piece+printed,1,1,0,0,0,0,0,0
as_1882,COTTON MANUFACTURES,"Piece Goods, Printed",549,553,inf,cotton+good+manufacture+piece+printed,5,5,0,0,0,0,0,0
as_1883,COTTON MANUFACTURES,"Piece Goods, Printed",725,743,inf,cotton+good+manufacture+piece+printed,19,19,0,0,0,0,0,0
as_1883,COTTON MANUFACTURES,"Piece Goods, Printed",744,745,inf,cotton+good+manufacture+piece+printed,2,2,0,0,0,0,0,0
as_1883,COTTON MANUFACTURES,"Piece Goods, Printed",746,746,inf,cotton+good+manufacture+piece+printed,1,1,0,0,0,0,0,0
as_1883,COTTON MANUFACTURES,"Piece Goods, Printed",748,748,inf,cotton+good+manufacture+piece+printed,1,1,0,0,0,0,0,0
as_1883,COTTON MANUFACTURES,"Piece Goods, Printed",750,751,inf,cotton+good+manufacture+piece+printed,2,2,0,0,0,0,0,0
as_1885,COTTON MANUFACTURES,"Piece Goods, Printed",875,878,inf,cotton+good+manufacture+piece+printed,4,4,0,0,0,0,0,0
as_1885,COTTON MANUFACTURES,"Piece Goods, Printed",880,882,inf,cotton+good+manufacture+piece+printed,3,3,0,0,0,0,0,0
as_1885,COTTON MANUFACTURES,"Piece Goods, Printed",884,893,inf,cotton+good+manufacture+piece+printed,10,10,0,0,0,0,0,0
as_1885,COTTON MANUFACTURES,"Piece Goods, Printed",894,902,inf,cotton+good+manufacture+piece+printed,8,8,0,0,0,0,0,0
as_1885,COTTON MANUFACTURES,"Piece Goods, Printed",902,903,inf,cotton+good+manufacture+piece+printed,1,1,0,0,0,0,0,0
as_1885,COTTON MANUFACTURES,"Piece Goods, Printed",903,906,inf,cotton+good+manufacture+piece+printed,3,3,0,0,0,0,0,0
as_1885,COTTON MANUFACTURES,"Piece Goods, Printed",907,910,inf,cotton+good+manufacture+piece+printed,3,3,0,0,0,0,0,0
as_1885,COTTON MANUFACTURES,"Piece Goods, Printed",911,912,inf,cotton+good+manufacture+piece+printed,1,1,0,0,0,0,0,0
as_1885,COTTON MANUFACTURES,"Piece Goods, Printed",914,915,inf,cotton+good+manufacture+piece+printed,1,1,0,0,0,0,0,0
as_1885,COTTON MANUFACTURES,"Piece Goods, Printed",917,924,inf,cotton+good+manufacture+piece+printed,8,8,0,0,0,0,0,0
as_1885,COTTON MANUFACTURES,"Piece Goods, Printed",925,925,inf,cotton+good+manufacture+piece+printed,1,1,0,0,0,0,0,0
as_1885,COTTON MANUFACTURES,"Piece Goods, Printed",926,926,inf,cotton+good+manufacture+piece+printed,1,1,0,0,0,0,0,0
as_1885,COTTON MANUFACTURES,"Piece Goods, Printed",927,927,inf,cotton+good+manufacture+piece+printed,1,1,0,0,0,0,0,0
as_1885,COTTON MANUFACTURES,"Piece Goods, Printed",928,937,inf,cotton+good+manufacture+piece+printed,10,10,0,0,0,0,0,0
as_1885,COTTON MANUFACTURES,"Piece Goods, Printed (Contd)",0,0,ch,cotton+good+manufacture+piece+printed,0,0,0,0,0,0,0,0
as_1883,BLEACHING MATERIALS,,240,249,ch,bleaching+material,10,10,0,0,0,0,0,0
as_1883,"CORDAGE, CABLES, ROPES, and TWINE of HEMP or like MATERIAL",,513,516,ch,cable+cordage+hemp+like+material+rope+twine,4,4,0,0,0,0,0,0
as_1883,"CORDAGE, CABLES, ROPES, and TWINE of HEMP or like MATERIAL",,518,529,ch,cable+cordage+hemp+like+material+rope+twine,12,12,0,0,0,0,0,0
as_1883,PICTURES,,2212,2218,ch,picture,7,7,0,0,0,0,0,0
as_1894,LINEN YARN,,3734,3750,ch,linen+yarn,17,12,0,0,0,0,5,0
as_1894,LINEN YARN,,3752,3754,ch,linen+yarn,3,3,0,0,0,0,0,0
as_1879,"ARMS, AMMUNITION, and MILITARY STORES",Cannon and Mortars,127,132,ch,ammunition+arms+cannon+military+mortar+store,6,6,0,0,0,0,0,0
as_1881,"ARMS, AMMUNITION, and MILITARY STORES",Muskets,145,149,ch,ammunition+arms+military+musket+store,5,5,0,0,0,0,0,0
as_1876,WOOD and TIMBER,Oak,1888,1893,ch,oak+timber+wood,6,6,0,0,0,0,0,0
as_1887,SALT (Rock and White),,3363,3373,ch,salt,11,11,0,0,0,0,0,0
as_1887,SALT (Rock and White),,3375,3381,ch,salt,7,7,0,0,0,0,0,0
as_1887,SADDLERY AND HARNESS,SALT (Rock and White),0,0,ch,harnes+saddlery+salt,0,0,0,0,0,0,0,0
as_1888,LEATHER,"Tanned, Unwrought",2710,2719,ch,leather+tanned+unwrought,10,10,0,0,0,0,0,0
as_1888,LEATHER,"Tanned, Unwrought",2721,2729,ch,leather+tanned+unwrought,9,9,0,0,0,0,0,0
as_1888,"ARMS, AMMUNITION, and MILITARY STORES",Cannon and Mortars,231,235,ch,ammunition+arms+cannon+military+mortar+store,5,5,0,0,0,0,0,0
as_1888,"ARMS, AMMUNITION, AND MILITARY STORES",Cannon and Mortars,238,242,ch,ammunition+arms+cannon+military+mortar+store,5,5,0,0,0,0,0,0
as_1888,"ARMS, AMMUNITION, AND MILITARYSTORES",Cannon and Mortars (Contd),0,0,ch,ammunition+arms+cannon+militarystore+mortar,0,0,0,0,0,0,0,0
as_1876,LEATHER,"Wrought, other Articles, Unenumerated",1286,1295,ch,article+leather+wrought,10,10,0,0,0,0,0,0
as_1879,"ARMS, AMMUNITION, and MILITARY STORES",Rifles,0,0,ch,ammunition+arms+military+rifle+store,0,0,0,0,0,0,0,0
as_1879,COTTON MANUFACTURES,"Piece Goods, Printed",589,619,ch,cotton+good+manufacture+piece+printed,31,31,0,0,0,0,0,0
as_1879,COTTON MANUFACTURES,"Piece Goods, Printed (Contd)",0,0,ch,cotton+good+manufacture+piece+printed,0,0,0,0,0,0,0,0
as_1880,"ARMS, AMMUNITION, and MILITARY STORES",Rifles,0,0,ch,ammunition+arms+military+rifle+store,0,0,0,0,0,0,0,0
as_1881,"ARMS, AMMUNITION, and MILITARY STORES",Rifles,0,0,ch,ammunition+arms+military+rifle+store,0,0,0,0,0,0,0,0
as_1882,WOOLLEN AND WORSTED MANUFACTURES,"YARN, ALPACA, MOHAIR, and other Sorts Un-enumerated",0,0,ch,alpaca+enumerated+manufacture+mohair+un+woollen+worsted+yarn,0,0,0,0,0,0,0,0
as_1874,"HIDES, RAW",,0,0,ch,hide+raw,0,0,0,0,0,0,0,0
as_1898,METAL,"MILK, condensed",0,0,ch,condensed+metal+milk,0,0,0,0,0,0,0,0
as_1897,"CHINA, OR PORCELAIN, AND EARTHENWARE",Maize or Indian Corn,0,0,ch,china+corn+earthenware+indian+maize+porcelain,0,0,0,0,0,0,0,0
as_1897,NUTS AND KERNELS,Palm,15025,15025,ch,oil+palm,1,1,0,0,0,0,0,0
as_1897,NUTS AND KERNELS,Palm,15035,15035,ch,oil+palm,1,1,0,0,0,0,0,0
as_1897,NUTS AND KERNELS,Palm,15040,15040,ch,oil+palm,1,1,0,0,0,0,0,0
as_1897,NUTS AND KERNELS,Palm,15045,15045,ch,oil+palm,1,1,0,0,0,0,0,0
as_1897,NUTS AND KERNELS,Palm,15053,15053,ch,oil+palm,1,1,0,0,0,0,0,0
as_1897,NUTS AND KERNELS,Palm,15059,15059,ch,oil+palm,1,1,0,0,0,0,0,0
as_1897,NUTS AND KERNELS,Palm,15064,15064,ch,oil+palm,1,1,0,0,0,0,0,0
as_1897,NUTS AND KERNELS,Palm,15067,15067,ch,oil+palm,1,1,0,0,0,0,0,0
as_1897,NUTS AND KERNELS,Palm,15077,15077,ch,oil+palm,1,1,0,0,0,0,0,0
as_1897,NUTS AND KERNELS,Palm,15082,15082,ch,oil+palm,1,1,0,0,0,0,0,0
as_1897,NUTS AND KERNELS,Palm,15092,15092,ch,oil+palm,1,1,0,0,0,0,0,0
as_1897,NUTS AND KERNELS,Palm,15097,15097,ch,oil+palm,1,1,0,0,0,0,0,0
as_1897,NUTS AND KERNELS,Palm,15031,15031,ch,oil+palm,1,1,0,0,0,0,0,0
as_1897,NUTS AND KERNELS,Palm,15036,15036,ch,oil+palm,1,1,0,0,0,0,0,0
as_1897,NUTS AND KERNELS,Palm,15041,15041,ch,oil+palm,1,1,0,0,0,0,0,0
as_1897,NUTS AND KERNELS,Palm,15046,15046,ch,oil+palm,1,1,0,0,0,0,0,0
as_1897,NUTS AND KERNELS,Palm,15054,15054,ch,oil+palm,1,1,0,0,0,0,0,0
as_1897,NUTS AND KERNELS,Palm,15060,15060,ch,oil+palm,1,1,0,0,0,0,0,0
as_1897,NUTS AND KERNELS,Palm,15065,15065,ch,oil+palm,1,1,0,0,0,0,0,0
as_1897,NUTS AND KERNELS,Palm,15068,15068,ch,oil+palm,1,1,0,0,0,0,0,0
as_1897,NUTS AND KERNELS,Palm,15078,15078,ch,oil+palm,1,1,0,0,0,0,0,0
as_1897,NUTS AND KERNELS,Palm,15083,15083,ch,oil+palm,1,1,0,0,0,0,0,0
as_1897,NUTS AND KERNELS,Palm,15088,15088,ch,oil+palm,1,1,0,0,0,0,0,0
as_1897,NUTS AND KERNELS,Palm,15098,15098,ch,oil+palm,1,1,0,0,0,0,0,0
as_1897,NUTS AND KERNELS,Palm,15027,15027,ch,oil+palm,1,1,0,0,0,0,0,0
