kind,commodity,country,unit,year,value,series_median,ratio_to_median,gbp
hole,"Ore, Unenumerated",France,Ton,1873,,2531,,579324
hole,"Ore, Unenumerated",France,Ton,1874,,2531,,579324
hole,"Ore, Unenumerated",France,Ton,1875,,2531,,579324
hole,"Ore, Unenumerated",France,Ton,1877,,2531,,579324
hole,"Ore, Unenumerated",France,Ton,1879,,2531,,579324
hole,"Ore, Unenumerated",France,Ton,1882,,2531,,579324
hole,"Ore, Unenumerated",France,Ton,1885,,2531,,579324
dip,"Ore, Unenumerated",France,Ton,1884,565,2531,0.223,579324
dip,"Ore, Unenumerated",France,Ton,1886,248,2531,0.098,579324
hole,Feathers — For Beds,Germany,Cwt,1874,,8823,,577619
dip,Feathers — For Beds,Germany,Cwt,1882,1711,8823,0.194,577619
hole,Horse,Belgium,Cwt,1882,,1755,,572549
spike,Horse,Belgium,Cwt,1874,69180,1755,39.419,572549
spike,Horse,Belgium,Cwt,1876,46543,1755,26.52,572549
dip,Lead — Ore Of,New South Wales,Ton,1893,441,6721,0.066,570414
dip,"Cards, Playing",Germany,Dozen Packs,1893,549,4557,0.12,567601
hole,Gunpowder,Germany,Cwt,1887,,2466,,566479
hole,Gunpowder,Germany,Cwt,1896,,2466,,566479
spike,Gunpowder,Germany,Cwt,1885,12304,2466,4.99,566479
dip,Gunpowder,Germany,Cwt,1895,59,2466,0.024,566479
hole,"Animals, Living — Swine",Holland,Number,1881,,9682,,564437
dip,"Ore, Unenumerated",Turkey,Ton,1887,205,2236,0.092,564278
hole,"Fruit — Dried, Not Otherwise Described",Turkey,Bushel,1873,,171676,,564219
hole,"Fruit — Dried, Not Otherwise Described",Turkey,Bushel,1875,,171676,,564219
hole,Wax,Japan,Cwt,1891,,3852,,559973
spike,Wax,Japan,Cwt,1873,17062,3852,4.429,559973
spike,Wax,Japan,Cwt,1877,16316,3852,4.236,559973
dip,Wax,Japan,Cwt,1896,835,3852,0.217,559973
dip,"Sauces Or Condiments, Unenumerated",China,Lb,1892,75702,525561,0.144,557541
hole,"Metal — Unenumerated, Unwrought",Other Countries,Ton,1873,,318,,556718
spike,"Metal — Unenumerated, Unwrought",Other Countries,Ton,1880,5563,318,17.521,556718
hole,"Varnished, Japanned Or Enamelled",France,Lb,1875,,65520,,555043
hole,"Varnished, Japanned Or Enamelled",France,Lb,1876,,65520,,555043
hole,"Varnished, Japanned Or Enamelled",France,Lb,1877,,65520,,555043
hole,"Varnished, Japanned Or Enamelled",France,Lb,1878,,65520,,555043
hole,"Varnished, Japanned Or Enamelled",France,Lb,1879,,65520,,555043
hole,"Varnished, Japanned Or Enamelled",France,Lb,1880,,65520,,555043
dip,"Varnished, Japanned Or Enamelled",France,Lb,1874,10037,65520,0.153,555043
hole,"Hemp — Tow, Or Codilla Of",Germany,Cwt,1874,,36651,,549094
hole,"Hemp — Tow, Or Codilla Of",Germany,Cwt,1882,,36651,,549094
hole,"Hemp — Tow, Or Codilla Of",Germany,Cwt,1883,,36651,,549094
hole,"Hemp — Tow, Or Codilla Of",Germany,Cwt,1884,,36651,,549094
hole,"Hemp — Tow, Or Codilla Of",Germany,Cwt,1885,,36651,,549094
hole,"Hemp — Tow, Or Codilla Of",Germany,Cwt,1886,,36651,,549094
hole,Paper — Unenumerated,Russia,Cwt,1890,,38427,,541121
hole,Paper — Millboard And Pasteboard,Belgium,Cwt,1889,,36940,,540853
hole,"Seeds — Unenumerated, Other Sorts",Holland,Cwt,1880,,48296,,540440
hole,"Seeds — Unenumerated, Other Sorts",Holland,Cwt,1881,,48296,,540440
hole,"Seeds — Unenumerated, Other Sorts",Holland,Cwt,1882,,48296,,540440
hole,"Seeds — Unenumerated, Other Sorts",Holland,Cwt,1883,,48296,,540440
hole,Rye,Roumania,Cwt,1883,,82969,,540076
hole,Rye,Roumania,Cwt,1884,,82969,,540076
hole,Rye,Roumania,Cwt,1891,,82969,,540076
hole,Rye,Roumania,Cwt,1893,,82969,,540076
hole,"Spirits, British And Irish",British North America,?,1876,,436765,,539012
hole,"Spirits, British And Irish",British North America,?,1877,,436765,,539012
hole,"Spirits, British And Irish",British North America,?,1879,,436765,,539012
dip,Wood And Timber — Unenumerated,Norway,Load,1875,951,5874,0.162,538636
spike,Wood And Timber — Unenumerated,Norway,Load,1884,35886,5874,6.109,538636
dip,Metals And Ores — Pig,United States Of America,?,1877,2898,20642,0.14,536894
hole,"Manganese, Ore Of",Spain,Ton,1879,,4674,,536669
hole,"Manganese, Ore Of",Spain,Ton,1889,,4674,,536669
hole,"Manganese, Ore Of",Spain,Ton,1895,,4674,,536669
spike,"Manganese, Ore Of",Spain,Ton,1872,19502,4674,4.172,536669
spike,"Metal — Unenumerated, Wrought Or Manufactured",France,Ton,1880,20514,151,135.854,534092
hole,Caoutchouc — Manufactures Of,Australia,?,1874,,20280,,532103
hole,Caoutchouc — Manufactures Of,Australia,?,1877,,20280,,532103
hole,Dye Woods — Unenumerated,Central America,Ton,1881,,3472,,531399
hole,Saumur,France,Gallon,1895,,152420,,525403
dip,Wood And Timber — Oak,United States Of America,Load,1879,820,5532,0.148,519395
hole,Sugar — Refined And Candy,British North America,?,1876,,75129,,518666
hole,Sugar — Refined And Candy,British North America,?,1879,,75129,,518666
hole,Sugar — Refined And Candy,British North America,?,1882,,75129,,518666
hole,Castor,Belgium,Cwt,1886,,15402,,518248
hole,Castor,Belgium,Cwt,1890,,15402,,518248
hole,Castor,Belgium,Cwt,1891,,15402,,518248
hole,Manures — Phosphate Of Lime And Rock,Canada,Ton,1886,,12423,,518027
hole,Manures — Phosphate Of Lime And Rock,Canada,Ton,1887,,12423,,518027
hole,Manures — Phosphate Of Lime And Rock,Canada,Ton,1893,,12423,,518027
dip,"Chicory, Raw Or Kiln-Dried",Belgium,Cwt,1887,881,106171,0.008,517962
spike,Manures — Unenumerated,Portugal,Ton,1880,57073,12898,4.425,517318
dip,Manures — Unenumerated,Portugal,Ton,1883,731,12898,0.057,517318
dip,Horse,Other Countries,Cwt,1883,22,1083,0.02,516596
hole,Gunpowder,Holland,Cwt,1891,,3610,,516202
dip,Gunpowder,Holland,Cwt,1878,210,3610,0.058,516202
spike,Gunpowder,Holland,Cwt,1885,25185,3610,6.977,516202
hole,"Cards, Playing",Brazil,Dozen Packs,1898,,2655121,,513960
dip,Peas,Bengal,Cwt,1897,51990,299519,0.174,512867
spike,Glass,Brazil,Cwt,1898,12929,2630,4.915,508700
dip,"Skins, Furs, And Pelts — Sheep And Lamb, Tanned, Tawed, Or Dressed",Australia,Number,1872,257506,1069636,0.241,508308
hole,Wax,Other Countries,Cwt,1875,,4018,,507807
hole,Wax,Other Countries,Cwt,1878,,4018,,507807
dip,Wax,Other Countries,Cwt,1883,66,4018,0.016,507807
hole,Iron — Pig And Puddled,Holland,Ton,1878,,2959,,505080
hole,Iron — Pig And Puddled,Holland,Ton,1880,,2959,,505080
hole,Iron — Pig And Puddled,Holland,Ton,1881,,2959,,505080
hole,Iron — Pig And Puddled,Holland,Ton,1893,,2959,,505080
hole,Iron — Pig And Puddled,Holland,Ton,1898,,2959,,505080
dip,Iron — Pig And Puddled,Holland,Ton,1897,708,2959,0.239,505080
hole,Dye Woods — Unenumerated,British East Indies,Ton,1881,,2506,,504212
hole,Dye Woods — Unenumerated,British East Indies,Ton,1890,,2506,,504212
hole,Dye Woods — Unenumerated,British East Indies,Ton,1891,,2506,,504212
dip,Dye Woods — Unenumerated,British East Indies,Ton,1887,396,2506,0.158,504212
hole,Cork — Unmanufactured,Russia,Ton,1886,,1776,,503924
hole,Cork — Unmanufactured,Russia,Ton,1892,,1776,,503924
dip,Cork — Unmanufactured,Russia,Ton,1883,132,1776,0.074,503924
hole,Sugar — Glucose,Germany,Cwt,1895,,102520,,503129
hole,Caoutchouc — Manufactures Of,Spain And Canaries,?,1874,,27857,,502429
hole,Caoutchouc — Manufactures Of,Spain And Canaries,?,1877,,27857,,502429
dip,Lead — Ore Of,Victoria,Ton,1894,467,7414,0.063,498862
dip,Gum — Arabic,Other Countries,Cwt,1883,333,4934,0.067,498462
hole,Pictures,France,?,1879,,1220,,496732
hole,Pictures,France,?,1880,,1220,,496732
hole,Pictures,France,?,1881,,1220,,496732
spike,"Skins, Furs, And Pelts — Goat, Undressed",France,Number,1892,891979,205266,4.345,494653
spike,"Skins, Furs, And Pelts — Goat, Undressed",France,Number,1895,1424354,205266,6.939,494653
hole,"Wood And Timber — Hewn, Fir : Oak",Austrian Territories,Load,1885,,3270,,493298
hole,"Wood And Timber — Hewn, Fir : Oak",Austrian Territories,Load,1886,,3270,,493298
hole,"Wood And Timber — Hewn, Fir : Oak",Austrian Territories,Load,1888,,3270,,493298
hole,"Skins, Furs, And Pelts — Goat, Undressed",Morocco,Number,1885,,373688,,491299
dip,"Skins, Furs, And Pelts — Goat, Undressed",Morocco,Number,1886,63613,373688,0.17,491299
dip,Geldings,Russia,Number,1893,371,2620,0.142,490772
hole,Woollen Yarn — For Fancy Purposes,Holland,Lb,1895,,125702,,489589
hole,"Skins, Furs, And Pelts — Goat, Undressed",Aden,Number,1892,,292191,,488112
spike,"Skins, Furs, And Pelts — Goat, Undressed",Aden,Number,1890,1208765,292191,4.137,488112
hole,"Books, Bound Or Unbound, Including Maps And Charts",France,Cwt,1888,,4589,,488020
hole,"Books, Bound Or Unbound, Including Maps And Charts",France,Cwt,1889,,4589,,488020
hole,"Books, Bound Or Unbound, Including Maps And Charts",France,Cwt,1891,,4589,,488020
hole,"Books, Bound Or Unbound, Including Maps And Charts",France,Cwt,1893,,4589,,488020
hole,"Books, Bound Or Unbound, Including Maps And Charts",France,Cwt,1894,,4589,,488020
hole,"Wood And Timber — Sawn, Unenumerated",Canada,Load,1892,,31568,,487787
hole,"Wood And Timber — Sawn, Unenumerated",Canada,Load,1895,,31568,,487787
hole,"Wool — Alpaca, Vicuña, And Llama",Chile,Lb,1892,,485256,,485877
dip,"Wool — Alpaca, Vicuña, And Llama",Chile,Lb,1883,94151,485256,0.194,485877
dip,"Wool — Alpaca, Vicuña, And Llama",Chile,Lb,1886,51759,485256,0.107,485877
hole,Alkali,France,Cwt,1875,,13745,,483037
hole,Alkali,France,Cwt,1876,,13745,,483037
hole,Alkali,France,Cwt,1877,,13745,,483037
hole,Alkali,France,Cwt,1878,,13745,,483037
hole,Alkali,France,Cwt,1879,,13745,,483037
hole,Alkali,France,Cwt,1880,,13745,,483037
hole,Alkali,France,Cwt,1881,,13745,,483037
dip,Alkali,France,Cwt,1874,1557,13745,0.113,483037
hole,Horse,Uruguay,Cwt,1874,,1296,,478098
hole,Horse,Uruguay,Cwt,1875,,1296,,478098
dip,Horse,Uruguay,Cwt,1894,287,1296,0.221,478098
dip,Horse,Uruguay,Cwt,1896,106,1296,0.082,478098
hole,"Metal — Leaf, Not Gold",Belgium,Packets,1886,,9870,,476983
hole,"Metal — Leaf, Not Gold",Belgium,Packets,1888,,9870,,476983
hole,"Metal — Leaf, Not Gold",Belgium,Packets,1889,,9870,,476983
dip,"Metal — Leaf, Not Gold",Belgium,Packets,1891,32,9870,0.003,476983
spike,"Metal — Leaf, Not Gold",Belgium,Packets,1897,45815,9870,4.642,476983
dip,Beef — Applicable To Manufacturing Purposes,France,?,1897,34,302,0.112,472588
hole,"Nuts And Kernels — Unenumerated, Commonly Used For Expressing Oil Therefrom",Madras,Quarter,1879,,20057,,472502
dip,Meal And Flour — Oatmeal,Canada,Cwt,1876,53,36004,0.001,472472
dip,Meal And Flour — Oatmeal,Canada,Cwt,1878,3451,36004,0.096,472472
hole,Feathers — For Beds,France,Cwt,1874,,6202,,471710
hole,Woollen Manufactures — Unenumerated,Holland,?,1874,,1007058,,468390
hole,Woollen Manufactures — Unenumerated,Holland,?,1876,,1007058,,468390
hole,Animals — Swine,Holland,Number,1876,,21702,,467088
hole,Animals — Swine,Holland,Number,1878,,21702,,467088
dip,Saltpetre (Nitrate Of Potash),Madras,Cwt,1892,1502,163682,0.009,464069
dip,"Metal — Unenumerated, Unwrought",France,Ton,1896,36,296,0.122,463392
hole,Rags And Other Materials For Making Paper — Linen And Cotton,Egypt,Ton,1873,,1951,,452980
hole,Rags And Other Materials For Making Paper — Linen And Cotton,Egypt,Ton,1874,,1951,,452980
hole,Rags And Other Materials For Making Paper — Linen And Cotton,Egypt,Ton,1875,,1951,,452980
hole,Rags And Other Materials For Making Paper — Linen And Cotton,Egypt,Ton,1884,,1951,,452980
hole,Manures — Phosphate Of Lime And Rock,Portugal,Ton,1890,,11295,,451622
hole,Manures — Phosphate Of Lime And Rock,Portugal,Ton,1891,,11295,,451622
spike,Manures — Phosphate Of Lime And Rock,Portugal,Ton,1883,48212,11295,4.268,451622
dip,Cotton — Tares And Lentils,Bombay,Bushel,1897,18900,92339,0.205,450907
hole,Clocks,Belgium,Number,1881,,40937,,447868
spike,Clocks,Belgium,Number,1886,385792,40937,9.424,447868
hole,Fruit — Prunes,France,Cwt,1878,,16471,,447694
hole,Fruit — Prunes,France,Cwt,1880,,16471,,447694
hole,Fruit — Prunes,France,Cwt,1881,,16471,,447694
hole,Fruit — Prunes,France,Cwt,1882,,16471,,447694
hole,Fruit — Prunes,France,Cwt,1885,,16471,,447694
dip,Meat — Beef,Argentine Republic,Cwt,1894,1232,12199,0.101,445095
hole,Soap,British Possessions In South Africa,?,1876,,66563,,442806
hole,Soap,British Possessions In South Africa,?,1877,,66563,,442806
hole,Soap,British Possessions In South Africa,?,1879,,66563,,442806
hole,"Varnished, Japanned Or Enamelled",Russia,Lb,1878,,62009,,441641
hole,"Varnished, Japanned Or Enamelled",Russia,Lb,1879,,62009,,441641
hole,"Varnished, Japanned Or Enamelled",Russia,Lb,1880,,62009,,441641
dip,"Varnished, Japanned Or Enamelled",Russia,Lb,1883,11088,62009,0.179,441641
hole,Oil — Train Or Blubber,United States Of America,Tun,1874,,1442,,441338
hole,Oil — Train Or Blubber,United States Of America,Tun,1878,,1442,,441338
hole,Gum — Unenumerated,Java,Cwt,1892,,5890,,441312
hole,Gum — Unenumerated,Java,Cwt,1893,,5890,,441312
hole,Rags And Other Materials For Making Paper — Linen And Cotton,Turkey,Ton,1873,,2251,,439988
hole,Rags And Other Materials For Making Paper — Linen And Cotton,Turkey,Ton,1874,,2251,,439988
hole,Rags And Other Materials For Making Paper — Linen And Cotton,Turkey,Ton,1875,,2251,,439988
hole,"Telegraphic Wires And Apparatus — Tin, Unwrought",United States Of America,?,1878,,14240,,434947
hole,"Telegraphic Wires And Apparatus — Tin, Unwrought",United States Of America,?,1879,,14240,,434947
hole,"Telegraphic Wires And Apparatus — Tin, Unwrought",United States Of America,?,1882,,14240,,434947
dip,"Telegraphic Wires And Apparatus — Tin, Unwrought",United States Of America,?,1884,3527,14240,0.248,434947
hole,Pitch,Russia,Cwt,1878,,43304,,434081
hole,Pitch,Russia,Cwt,1883,,43304,,434081
hole,Pitch,Russia,Cwt,1885,,43304,,434081
hole,Woollen Yarn — For Fancy Purposes,France,Lb,1876,,84466,,433615
dip,Woollen Yarn — For Fancy Purposes,France,Lb,1890,7578,84466,0.09,433615
hole,"Garden, Unenumerated",France,Lb,1886,,293640,,430113
hole,"Garden, Unenumerated",France,Lb,1887,,293640,,430113
hole,"Garden, Unenumerated",France,Lb,1888,,293640,,430113
hole,"Garden, Unenumerated",France,Lb,1889,,293640,,430113
hole,"Garden, Unenumerated",France,Lb,1890,,293640,,430113
hole,Horns And Hoofs,United States Of America,Ton,1879,,727,,426260
hole,"Metal — Unenumerated, Wrought Or Manufactured",Other Countries,Ton,1881,,100,,426241
hole,"Metal — Unenumerated, Wrought Or Manufactured",Other Countries,Ton,1882,,100,,426241
spike,"Metal — Unenumerated, Wrought Or Manufactured",Other Countries,Ton,1880,939,100,9.437,426241
dip,Calves,Denmark,Number,1875,880,4072,0.216,423881
dip,Calves,Denmark,Number,1877,772,4072,0.19,423881
dip,Calves,Denmark,Number,1879,504,4072,0.124,423881
spike,Calves,Denmark,Number,1890,22021,4072,5.409,423881
dip,Calves,Denmark,Number,1892,260,4072,0.064,423881
hole,Meal And Flour — Oatmeal And Groats,Canada,Cwt,1892,,80067,,422342
hole,Meal And Flour — Oatmeal And Groats,Canada,Cwt,1893,,80067,,422342
dip,Meal And Flour — Oatmeal And Groats,Canada,Cwt,1888,14921,80067,0.186,422342
hole,Saltpetre (Nitrate Of Potash),Holland,Cwt,1878,,25852,,421185
hole,Saltpetre (Nitrate Of Potash),Holland,Cwt,1879,,25852,,421185
dip,"Horns, Tips And Pieces Of Horns And Hoofs",Germany,Ton,1893,49,217,0.226,420627
hole,Whalebone (Whalefins),Norway,Cwt,1884,,1113,,419585
hole,Cotton Manufactures — Unenumerated,Germany,?,1876,,90692,,419447
dip,Gum — Unenumerated,France,Cwt,1889,1020,4418,0.231,418690
hole,Spices — Unenumerated,Germany,Lb,1873,,297010,,418320
hole,Spices — Unenumerated,Germany,Lb,1877,,297010,,418320
hole,Spices — Unenumerated,Germany,Lb,1878,,297010,,418320
hole,Spices — Unenumerated,Germany,Lb,1879,,297010,,418320
hole,Spices — Unenumerated,Germany,Lb,1881,,297010,,418320
hole,Spices — Unenumerated,Germany,Lb,1882,,297010,,418320
hole,Spices — Unenumerated,Germany,Lb,1884,,297010,,418320
spike,Spices — Unenumerated,Germany,Lb,1893,2836019,297010,9.549,418320
