table,volume,article_group,article,n_rows,seq_min,seq_max,boundary_seq,boundary_years,n_t1_totals,rows_after,qty_after,first_after,matched
country_obs,as_1892,SEEDS,,79,3203,3281,3233,1892,4,48,13188681,Rape : From Russia,Flax and Linseed - - - - -;Flax or Linseed
country_obs_inf,as_1884,"CHEMICAL MANUFACTURES AND PRODUCTS, Unenumerated",,63,228,290,242,1884,2,48,2348905,Norway,"China Porcelain, and Earthenware"
country_obs,as_1880,COFFEE,,77,29,109,60,1880,7,47,396608030,TOTAL,Currants;Fruit|Currants;Fruit|Currents
country_obs,as_1876,WINE,Total of all Kinds,63,253,315,269,1876,1,46,245901499,"Animals, Living:—Oxen, Bulls, and Cows Number",Wine
country_obs,as_1877,WINE,Total of all Kinds,63,226,288,242,1877,1,46,260227450,"Animals, Living:—Oxen, Bulls, and Cows Number",Wine
country_obs,as_1881,WINE,Total of all Kinds,63,178,240,194,1881,1,46,311348878,"Animals, Living:—Oxen, Bulls, and Cows Number",Wine
country_obs_inf,as_1898,HATS OR BONNETS,Wet,401,9925,10325,10281,1894;1895;1896;1898,11,44,838824,TOTAL,own
country_obs,as_1899,WOOL,Cloths,88,24191,24383,24235,1895;1896;1897;1899,10,43,1200654916,Germany,own
country_obs_inf,as_1897,HATS OR BONNETS,Wet,403,8186,8588,8545,1893;1894;1895;1896;1897,10,43,594064,TOTAL,own
country_obs_inf,as_1886,"HIDES, Raw, or Pieces thereof",Wet,98,1304,1401,1359,1886,4,42,916308,Germany,"Iron, Ore"
country_obs,as_1882,SPIRITS,"Unenumerated, not Sweetened or Mixed",49,32,80,39,1882,2,41,487693376,Germany,"Spirits|Unenumerated, not sweetened"
country_obs,as_1892,HAIR,"Cow, Ox, Bull, or Elk",55,1504,1633,1517,1892,3,41,636832,Russia,own
country_obs,as_1872,SPIRITS,Brandy,44,102,145,106,1872,3,39,3511043,Holland,own
country_obs,as_1873,SPIRITS,Brandy,44,116,159,120,1873,3,39,3468910,Holland,own
country_obs,as_1899,FARINACEOUS SUBSTANCES AND MANUFACTURES THEREOF,,117,6266,6382,6343,1895;1896;1898;1899,4,39,3291175,Germany,"Feathers and Down, for Beds;Feathers, for Beds;For Beds"
country_obs_inf,as_1897,Bark,"For Beds, in Beds or otherwise",123,4327,4449,4411,1893;1894;1895;1896;1897,5,38,2553487,Germany,own
country_obs,as_1872,"CHICORY, Raw or Kiln-dried",Roasted or Ground,55,18,76,35,1872,4,37,358401102,Husks and Shells: From France,Cocoa
country_obs_inf,as_1872,"CARDS, PLAYING",Roasted or Ground,55,8,66,25,1872,4,37,358401078,France,Cocoa
country_obs_inf,as_1879,BEEF,BRIMSTONE,44,151,198,158,1879,3,36,4468276,Sweden,Bristles
country_obs,as_1899,ETHER,,52,26077,26128,26093,1895;1896;1897;1898;1899,13,35,32277,Denmark,"Ether, Acetic"
country_obs_inf,as_1889,CHICORY,"Cocoa or Chocolate, ground, prepared or in any way manufactured",71,49,121,84,1889,2,35,4911773,Belgium,Coffee
country_obs,as_1889,SPIRITS,"Unenumerated, not Sweetened or Mixed",47,214,261,226,1889,1,34,385370,Denmark,"Spirits|Unenumerated, not sweetened"
country_obs,as_1897,LEAD,Bones for Manure (whether     burnt or not),255,12889,13144,13111,1893;1894;1895;1896;1897,15,33,1619740,Germany,own
country_obs_inf,as_1885,"FLOWERS, ARTIFICIAL","Unenumerated, Raw",50,1102,1151,1118,1885,1,33,73813502,France,own
country_obs_inf,as_1898,"SKINS, AND FURS","Furs, Rabbit Skins",356,19662,20093,19984,1894;1895;1896;1897;1898,17,33,530599366,TOTAL,own
country_obs,as_1894,CHICORY,Roasted or Ground,38,26,63,32,1894,5,31,117352788,Germany,own
country_obs,as_1894,CHICORY,"Cocoa or Chocolate, in the manufacture of which Spirit has been used",35,74,108,78,1894,2,30,2192693,Germany,own
country_obs_inf,as_1872,Cotton,Tares and Lentils,32,1296,1328,1297,1872,1,30,409618,Germany,own
country_obs,as_1895,CHLOROFORM,"Cocoa or Chocolate, in the manufacture of which Spirit has been used",36,78,113,84,1895,2,29,2322759,Germany,own
country_obs,as_1896,FRUIT,"Unenumerated, Sweetened or Mixed (Tested)",42,238,279,250,1896,3,29,78263484,Germany,"Sweetened or Mixed, Tested"
country_obs_inf,as_1894,"CARDS, PLAYING","Cocoa or Chocolate, in the manufacture of which Spirit has been used",34,42,75,46,1894,2,29,2174919,Germany,own
country_obs_inf,as_1894,"CARDS, PLAYING","Rum, Imitation",34,144,177,148,1894,4,29,16994095,Germany,own
country_obs,as_1892,HAIR,Horse,42,1518,1609,1531,1892,3,28,141564,Russia,own
country_obs,as_1892,HATS OR BONNETS,Horse,42,1645,1730,1658,1892,3,28,141564,Russia,own
country_obs,as_1893,Hops,,40,1723,1762,1734,1893,2,28,14557,Germany,own
country_obs_inf,as_1893,HOPS,,40,1716,1755,1727,1893,2,28,14557,Germany,own
country_obs_inf,as_1873,Cotton,Tares and Lentils,29,1281,1309,1282,1873,1,27,494554,Germany,own
country_obs_inf,as_1883,Corn and Grain,"Meal, not otherwise enumerated",53,494,546,519,1883,1,27,35577164,Germany,Cotton|Raw;Raw
country_obs,as_1885,FRUIT,Currants,32,42,73,47,1885,2,26,452923,Portugal,own
country_obs,as_1873,TOBACCO,Unmanufactured,43,313,357,330,1873,1,25,7781341,TOBACCOManufactured: Snuff: From all Countries,Tobacco|Raw
country_obs,as_1885,Furniture and Hardwoods,,36,3283,3318,3294,1885,2,24,167649,Unenumerated,Furniture and Hardwoods|Mahogany
country_obs,as_1892,HATS OR BONNETS,Of Straw,32,1637,1752,1644,1892,4,24,3535893,Holland,own
country_obs,as_1894,TOBACCO,Cigars,42,292,333,309,1894,3,24,4158544,United States of America,"Manufactured, Cigars"
country_obs_inf,as_1878,WOOLLEN YARN,For Fancy purposes,28,1703,1730,1706,1878,2,24,790948416,Russia: Northern Ports,"Wool|Alpaca, Vicuña, and Llama"
country_obs,as_1886,FRUIT,Currants,32,4,35,12,1886,2,23,439009,Portugal,own
country_obs_inf,as_1889,Corn and Grain,Wheat,49,485,535,510,1889,1,23,3088257215,TOTAL,own
country_obs_inf,as_1874,"QUICKSILVER, (Metallic)",Linen and Cotton Rags,33,1195,1227,1205,1874,2,22,302666,Esparto and other Vegetable Fibres,own
country_obs,as_1888,WHALEBONE (Whalefins),Whale Fisheries,29,3608,3636,3615,1888,1,21,5429755,Hewn : Fir,Whalebone (Whalefin);Whalebone (Whalefins)
country_obs,as_1897,TOBACCO,"White, in Bottles, Still : Burgundy",45,28253,28297,28276,1893;1895;1896,3,21,115699,TOTAL,"Sparkling, Red: Burgundy "" "" "" """
country_obs,as_1898,LATES,Pepper,134,20811,20944,20923,1894;1895;1896;1897,4,21,38399068,TOTAL,own
country_obs_inf,as_1893,COTTON,,45,743,787,766,1893,2,21,60821958,Holland,Cotton: Raw;Cotton|Raw
country_obs_inf,as_1898,GUM,GUTTA PERCHA,105,8623,8728,8706,1895;1896;1897;1898,7,21,3562,Germany,own
country_obs_inf,as_1890,BACON AND HAMS,Hams,33,191,230,205,1890,3,20,11557866359,"BEEF:   „ Salted:   From United States of America - 263,052   „ Other Foreign Countries - 951","Bands, of all Sorts;Beads, of all Sorts;Rends. of all Sorts"
country_obs_inf,as_1892,"EXTRACTS, of other Sorts, unenumerated",,22,997,1024,998,1892,2,20,5170209257,British East Indies,"Feathers, for Beds;Feathers|For Beds"
country_obs_inf,as_1888,BACON AND HAMS,Hams,32,201,232,213,1888,2,19,2293192,TOTAL,"Bands, of all Sorts;Beads, of all Sorts;Rends. of all Sorts"
country_obs_inf,as_1892,IRON and STEEL,"Girders, Beams and Pillars",23,1669,1691,1672,1892,2,19,8422728,Russia,"Girders, Beams and Pillars } Tons;— Girders, Beamsand Pillar"
country_obs,as_1899,BUTTER,,134,1490,25767,1605,1895;1896;1897;1898;1899,5,18,6281178,Germany,own
country_obs_inf,as_1887,FEATHERS,Cured or Salted,34,894,934,910,1887,3,18,48530912,TOTAL,Fruit|Oranges and Lemons
country_obs,as_1878,COFFEE,,50,24,75,58,1878,3,17,1110418,"Figs : From Turkey, Asiatic",Currants;Fruit|Currants;Fruit|Currents
country_obs,as_1891,DYE WOODS,Logwood,27,1051,1077,1060,1891,2,17,47643,Germany,own
country_obs_inf,as_1897,"CARDS, PLAYING",COLLODION,132,24150,24281,24264,1893;1894;1895;1896;1897,22,17,33311,TOTAL,own
country_obs_inf,as_1893,Corn and Grain,Oatmeal and Groats,21,722,742,726,1893,2,16,890043,United States of America,own
country_obs_inf,as_1897,"CARDS, PLAYING","White, in Bottles, Still",90,25944,26033,26017,1896,1,16,31182717,TOTAL,„ Imported in Bottles|Still
country_obs,as_1876,FRUIT,Raisins,42,105,146,131,1876,4,15,21127727,Brandy: From Germany,Spirits|Rum
country_obs_inf,as_1888,COTTON,Yarn,24,583,612,591,1888,3,15,107925710,TOTAL,own
country_obs_inf,as_1894,"CARDS, PLAYING",Raw or Kiln dried,19,9,31,12,1894,6,15,79340219,TOTAL,"Chicory, Raw or Kiln-dried"
country_obs_inf,as_1896,MALT,Bones for Manure,37,2063,2099,2084,1896,2,15,60642,Sweden,own
country_obs,as_1875,Horns,Tips and Pieces of Horn and Hoofs,21,763,783,769,1875,2,14,11936,France,Hops
country_obs,as_1883,FRUIT,Oranges and Lemons,23,1116,1138,1124,1883,2,14,5320950,Germany,own
country_obs_inf,as_1876,WOOD AND TIMBER,Furniture Hardwood and Veneers : Unenumerated,42,1781,1824,1809,1876,2,14,80366,France,Furniture and Hardwoods|Unenumerated
country_obs_inf,as_1885,GUM,Wet,37,1288,1330,1312,1885,4,14,6257839,TOTAL,Hops
country_obs_inf,as_1894,MANURES,Unenumerated,21,2102,2122,2108,1894,1,14,229044,Russia,"Matches;Meat, Unenumerated ; Salted or Fresh"
country_obs_inf,as_1895,WOOL,Sheep or Lambs',54,3692,3749,3731,1895,6,14,200212922,TOTAL,own
country_obs,as_1885,CAOUTCHouc,Manufactures of,22,332,353,340,1885,2,13,5501496,Russia,own
country_obs,as_1889,SPICES,East Coast of Africa,24,3167,3193,3177,1889,2,13,38104555,Native States,Spices|Pepper
country_obs,as_1895,GUM,Unenumerated,26,1422,1447,1434,1895,2,13,295163,Sierra Leone,"Knobs or Husks of Silk, and Waste;Knubs or Husks of Silk, an"
country_obs,as_1898,BUTTER,,128,1510,25802,1624,1896;1897;1898,3,13,5158332,Germany,own
country_obs,as_1899,GUM,Dutch Possessions in the Indian Seas,53,8754,8806,8793,1895,1,13,278246,TOTAL,"Knobs or Husks of Silk, and Waste;Knubs or Husks of Silk, an"
country_obs_inf,as_1881,WOOD AND TIMBER,Mahogany,21,1178,1198,1185,1881,2,13,102832,Russia,own
country_obs_inf,as_1882,"MEAT, Unenumerated",,18,1012,1030,1016,1882,2,13,1879960,"Preserved, otherwise than by Salting","Meat: Unenumerated, Salted or Fresh"
country_obs_inf,as_1889,SPICES,East Coast of Africa,24,2907,2933,2917,1889,2,13,38203655,Native States,Spices|Pepper
country_obs_inf,as_1893,COTTON MANUFACTURES,Piece Goods,17,788,804,791,1893,1,13,112956950,Germany,"Manufactures, Piece Goods, Muslins"
country_obs_inf,as_1895,GUM,Unenumerated,26,1416,1441,1428,1895,2,13,295163,Sierra Leone,"Knobs or Husks of Silk, and Waste;Knubs or Husks of Silk, an"
country_obs_inf,as_1899,GUM,Dutch Possessions in the Indian Seas,53,8869,8921,8908,1895,1,13,278237,TOTAL,"Knobs or Husks of Silk, and Waste;Knubs or Husks of Silk, an"
country_obs,as_1873,Cotton,,18,1494,1511,1499,1873,2,12,2891876,Russia : Northern Ports,own
country_obs,as_1880,COFFEE,"Rum Shrub, Liqueurs and Cordials, of and from       British Possessions",38,110,147,135,1880,2,12,119107913,Germany,Tea
country_obs,as_1890,SPICES,East Coast of Africa,23,3273,3301,3283,1890,2,12,54216363,Native States,Spices|Pepper
country_obs,as_1898,GLASS,Dutch Possessions in the Indian Seas,53,8728,8780,8768,1895,1,12,207252,TOTAL,"Knobs or Husks of Silk, and Waste;Knubs or Husks of Silk, an"
country_obs_inf,as_1874,WOOD,for Beds,18,575,595,580,1874,2,12,627539,Belgium,own
country_obs_inf,as_1889,LEATHER MANUFACTURES,Boots and Shoes,23,1728,1761,1738,1889,5,12,23136098,TOTAL,own
country_obs_inf,as_1894,"SKINS, FURS, and PELTS",,14,3127,3147,3128,1894,5,12,44755774,TOTAL,".. Seal Skins;Furs, Seal;Seal"
country_obs_inf,as_1898,GUM,Dutch Possessions in the Indian Seas,53,8465,8517,8505,1895,1,12,206245,TOTAL,"Knobs or Husks of Silk, and Waste;Knubs or Husks of Silk, an"
country_obs_inf,as_1899,TOBACCO,Other Sorts,168,27601,28094,28082,1895;1897;1898,3,12,22273457,TOTAL,own
country_obs,as_1875,Cotton,,17,1279,1295,1284,1875,2,11,3923974,Russia : Northern Ports,own
country_obs,as_1887,IVORY,East Africa,25,1679,1703,1692,1887,1,11,295641,Germany,"Ivory : Teeth, Elephants', Sea Cow, and Sea Horse - """
country_obs,as_1888,Ivory,"Teeth, Elephants', &c.",22,1792,1813,1802,1888,1,11,207381,Germany,"Ivory : Teeth, Elephants', Sea Cow, and Sea Horse"
country_obs,as_1897,GLASS,Dutch Possessions in the Indian Seas,52,8707,8758,8747,1895,1,11,154186,TOTAL,"Knobs or Husks of Silk, and Waste;Knubs or Husks of Silk, an"
country_obs,as_1897,"HORNS, tips and pieces of Horns and Hoofs",Eastern Coast of Africa,148,10563,10712,10701,1893;1894;1895;1896;1897,8,11,4265726,Norway,"Horns and Hoofs;Horns, Tips, and pieces of Horn, and Hoofs"
country_obs,as_1898,"HORNS, tips and pieces of Horns and Hoofs",Eastern Coast of Africa,145,10588,10734,10723,1894;1895;1896;1897;1898,10,11,4360394,Norway,"Horns, Tips, and pieces of Horn, and Hoofs"
country_obs_inf,as_1874,Cotton,,17,1275,1291,1280,1874,1,11,3373463,Russia: Northern Ports,own
country_obs_inf,as_1875,Cotton,,17,1249,1265,1254,1875,2,11,3923974,Russia: Northern Ports,own
country_obs_inf,as_1881,GUM,"Lac, Seed, Shell, Stick, and Dye",14,442,455,444,1881,1,11,235940,Holland,own
country_obs_inf,as_1887,IVORY,East Africa,25,1339,1363,1352,1887,1,11,295641,Germany,"Ivory : Teeth, Elephants', Sea Cow, and Sea Horse - """
country_obs_inf,as_1890,DRUGS,Opium,23,796,826,807,1890,4,11,1143585748,TOTAL,own
country_obs_inf,as_1896,GUM,Arabic,21,1429,1449,1438,1896,2,11,167758,Niger Protectorate,own
country_obs_inf,as_1897,FLAX,Dutch Possessions in the Indian Seas,52,6721,6772,6761,1895,1,11,163591,TOTAL,"Knobs or Husks of Silk, and Waste;Knubs or Husks of Silk, an"
country_obs,as_1888,TALLOW and STEARINE,,28,3457,3484,3474,1888,2,10,365752,Russia,own
country_obs,as_1892,PORK,Salted (not Hams),21,2981,3001,2991,1892,1,10,396192,Denmark,own
country_obs,as_1894,SPIRITS,Perfumed,21,235,255,245,1894,1,10,87670734,Germany,own
country_obs_inf,as_1872,"CARDS, PLAYING",Raisins,17,67,83,73,1872,1,10,172252,all Countries,own
country_obs_inf,as_1872,EMBROIDERY and NEEDLEWORK,,11,566,585,566,1872,5,10,11199024,TOTAL,Feathers|For Beds
country_obs_inf,as_1877,ANIMALS,Horses,21,32,52,42,1877,2,10,1748110,Sheep and Lambs :  From Sweden,own
country_obs_inf,as_1888,"SUGAR, Unrefined",TALLOW and STEARINE,27,3090,3116,3106,1888,2,10,365652,Russia,own
country_obs_inf,as_1891,CAOUTCHOUC,West Africa,34,321,358,344,1891,3,10,21852713839,TOTAL,Caoutchouc
country_obs_inf,as_1891,SPICES,Cinnamon,16,3036,3051,3041,1891,1,10,52308,Germany,own
country_obs_inf,as_1892,PORK,Salted (not Hams),21,2478,2498,2488,1892,1,10,396192,Denmark,own
country_obs_inf,as_1894,"CARDS, PLAYING",TEA,55,210,265,254,1894,1,10,4317112,Germany,Tobacco: Unmanufactured;Unmanufactured
country_obs_inf,as_1878,IRON,,16,874,889,880,1878,2,9,261086,Sweden,"Iron, Ore"
country_obs_inf,as_1881,MANURES,Guano,16,665,680,671,1881,1,9,524218,Germany,own
country_obs,as_1879,ONIONS,OPIUM,12,1188,1199,1191,1879,1,8,13140,Norway,own
country_obs,as_1896,IRON,Pig and Puddled,17,1783,1799,1791,1896,2,8,213109,Sweden,own
country_obs,as_1897,BUTTER,,121,1531,26170,1643,1893;1894;1895;1896;1897,5,8,3679563,Germany,own
country_obs,as_1897,"BUTTONS AND STUDS, not of Metal",,41,1692,1732,1724,1894;1895,4,8,23146382,TOTAL,own
country_obs,as_1897,SHELLS of all kinds,"Thrown, Dyed, or not Dyed",31,19352,19382,19374,1893;1895;1896;1897,8,8,2152727,British East Indies : Bombay,own
country_obs,as_1898,"HORNS, tips and pieces of Horns and Hoofs",Tyres and axles,37,11189,11225,11217,1896;1897,4,8,261203,TOTAL,own
country_obs_inf,as_1879,OIL,OPIUM,12,902,913,905,1879,1,8,13140,Norway,own
country_obs_inf,as_1896,IRON,Pig and Puddled,17,1778,1794,1786,1896,2,8,213109,Sweden,own
country_obs_inf,as_1897,Cotton,"Thrown, Dyed, or not Dyed",31,16912,16942,16934,1895;1897,4,8,2186717,British East Indies : Bombay,own
country_obs,as_1885,"Dye Stuffs, and Substances used in Tanning","Madder, Madder Root, Garancine, and Munjeet",15,942,956,949,1885,1,7,2078915,Germany,own
country_obs,as_1889,COCOA,"Cocoa or Chocolate, ground, prepared or in any way manufactured",43,59,102,94,1889,1,7,855126,Belgium,Coffee
country_obs,as_1895,IRON,Pig and Puddled,15,1721,1735,1728,1895,2,7,203238,Sweden,own
country_obs,as_1898,AMMUNITION,"Swords, Cutlasses, Matchets, Bayonets",41,699,739,732,1894;1895;1896,5,7,7865,TOTAL,own
country_obs,as_1898,WOOLLEN YARN,"For Fancy Purposes, including Berlin Wool and Zephyr Yarn",31,24335,24365,24358,1895;1897;1898,6,7,5808509,TOTAL,"Woollen Yarn, For Fancy purposes, including Berlin } Lbs."
country_obs_inf,as_1886,"LEATHER, Undressed",Boots and Shoes,18,1616,1637,1626,1886,4,7,2916344,TOTAL,own
country_obs_inf,as_1892,BEEF,"BUTTONS AND STUDS, NOT OF METAL",16,316,332,324,1892,2,7,114693,Germany,own
country_obs_inf,as_1894,"CARDS, PLAYING","Kiln dried, roasted or ground",10,77,86,79,1894,1,7,297155,Foreign Countries,own
country_obs_inf,as_1895,IRON,Pig and Puddled,15,1723,1737,1730,1895,2,7,203238,Sweden,own
country_obs_inf,as_1897,HATS OR BONNETS,"Manufactures of Iron or Steel: Girders, Beams, and Pillars",28,9156,9183,9176,1894;1895;1896,6,7,424164,TOTAL,"Girders, Beams and Pillars } Tons;— Girders, Beamsand Pillar"
country_obs_inf,as_1898,Bark,Sumach,42,5247,5288,5281,1894;1896,4,7,69217,TOTAL,own
country_obs_inf,as_1898,WOOLLEN YARN,"For Fancy Purposes, including Berlin Wool and Zephyr Yarn",31,23809,23839,23832,1895;1897;1898,6,7,5876252,TOTAL,"Woollen Yarn, For Fancy purposes, including Berlin } Lbs."
country_obs_inf,as_1899,"CARDS, PLAYING","Rum, Imitation",30,26695,26724,26717,1895;1897;1899,6,7,144024,TOTAL,own
country_obs_inf,as_1899,MALT,,27,12986,13012,13005,1895;1896;1897;1898,8,7,10225,TOTAL,own
country_obs,as_1882,DRUGS,"Bark, Peruvian",20,472,491,485,1882,2,6,957248,Holland,own
country_obs,as_1885,SPICES,Molasses,16,3025,3040,3034,1885,2,6,921048,Germany,own
country_obs,as_1894,WOOLLEN YARN,For Faney Purposes,13,3997,4009,4003,1894,2,6,29982988,Denmark,"Woollen Yarn, For Fancy purposes, including Berlin Wool and "
country_obs,as_1896,FRUIT,Raisins,14,171,184,178,1896,2,6,29190,Germany,own
country_obs,as_1897,COTTON MANUFACTURES,"Piece Goods, Muslins",26,4631,4656,4650,1893;1894;1895;1897,8,6,2405092,TOTAL,"Manufactures, Piece Goods, Muslins"
country_obs,as_1898,GLASS,"Other Plate, whether silvered or not",40,8192,8231,8225,1894;1895;1896;1897,8,6,1165414,TOTAL,own
country_obs,as_1899,GLASS,"Other Plate, whether silvered or not",40,8206,8245,8239,1895;1896;1897;1899,8,6,1210151,TOTAL,own
country_obs_inf,as_1873,EMBROIDERY and NEEDLEWORK,,9,477,488,480,1873,6,6,11614407,TOTAL,Other Farinaceous Substances
country_obs_inf,as_1879,"FLOWERS, ARTIFICIAL","FRUIT: „ Dried, not otherwise described",8,513,523,515,1879,1,6,3681326456,"Tons. 21,043 314",Galls;Gulls
country_obs_inf,as_1882,DRUGS,"Bark, Peruvian",20,459,478,472,1882,2,6,957218,Holland,own
country_obs_inf,as_1885,SUGAR,Molasses,16,2932,2947,2941,1885,2,6,921048,Germany,own
country_obs_inf,as_1887,OIL,Seed,16,1869,1894,1878,1887,1,6,24380,British East Indies,own
country_obs_inf,as_1894,WOOLLEN YARN,For Fancy Purposes,13,3684,3696,3690,1894,1,6,29982985,Denmark,own
country_obs_inf,as_1897,"CHINA, OR PORCELAIN, AND EARTHENWARE","Piece Goods, Muslins",26,2564,2589,2583,1893;1894;1895;1897,8,6,2404372,TOTAL,"Manufactures, Piece Goods, Muslins"
country_obs_inf,as_1897,FLAX,GUNPOWDER,28,6852,6879,6873,1896;1897,4,6,6280,TOTAL,own
country_obs_inf,as_1897,HATS OR BONNETS,Eastern Coast of Africa,330,7998,8733,8727,1893;1894;1895;1896;1897,5,6,2132863,Other Foreign Countries,"Hides, Raw, and pieces thereof, Dry"
country_obs_inf,as_1897,LEAD,Nitrate of Soda (cubic nitre),33,10861,10893,10887,1894;1897,4,6,532922,TOTAL,own
country_obs_inf,as_1898,FLAX,"Other Plate, whether silvered or not",40,7929,7968,7962,1894;1895;1896,6,6,1195464,TOTAL,own
country_obs_inf,as_1898,GUM,GUNPOWDER,27,8596,8622,8616,1896;1897;1898,6,6,4850,TOTAL,own
country_obs_inf,as_1898,LEATHER,Nitrate of Soda (cubic nitre),33,12703,12735,12729,1894;1897;1898,6,6,581972,TOTAL,own
country_obs_inf,as_1898,LEATHER,Yarn,34,12228,12261,12255,1894;1896;1898,6,6,92795236,TOTAL,"Linen, Yarn;Linens, Yarn"
country_obs_inf,as_1898,TOBACCO,Other Sorts,162,26679,27143,27137,1894;1895;1896;1897;1898,5,6,12589345,TOTAL,own
country_obs_inf,as_1898,WOOL,"Alpaca, Vicuña, and Llama",32,23379,23410,23404,1895;1897,4,6,27331576,TOTAL,own
country_obs,as_1890,CHICORY,"Cocoa or Chocolate, ground, prepared or in any way manufactured",40,26,66,60,1890,1,5,512937,Belgium,Coffee
country_obs,as_1892,COCOA,"Cocoa or Chocolate, ground, prepared or   in any way manufactured",13,56,68,63,1892,1,5,101883,Germany,"Prepared, and Chocolate"
country_obs,as_1892,"MUTTON, FRESH",,20,2530,2549,2544,1892,2,5,4782434,Germany,own
country_obs,as_1893,TEA,,27,250,276,271,1893,1,5,416196008,British East Indies,own
country_obs,as_1895,FRUIT,Raisins,13,170,182,177,1895,2,5,27684,Germany,own
country_obs,as_1897,"GUTTA PERCHA, Manufactures of",,22,8949,8971,8966,1897,1,5,1016,TOTAL,""" Iodide of;,, Iodide"
country_obs,as_1898,"BUTTONS AND STUDS, not of Metal",,40,1672,1711,1706,1894;1895;1896;1897;1898,10,5,16401131,TOTAL,own
country_obs,as_1898,WOOL,"Alpaca, Vicuña, and Llama",32,23905,23936,23931,1895;1897;1898,6,5,22478762,TOTAL,own
country_obs,as_1899,"GUTTA PERCHA, Manufactures of",,21,8990,9010,9005,1897,1,5,1401,TOTAL,""" Iodide of;,, Iodide"
country_obs_inf,as_1872,"CARDS, PLAYING",Rum,13,84,96,91,1872,2,5,7010690,Germany,own
country_obs_inf,as_1872,EMBROIDERY and NEEDLEWORK,"FRUIT: ,, Dried, not otherwise described",7,587,593,588,1872,1,5,709311,TOTAL,Galls
country_obs_inf,as_1873,EMBROIDERY and NEEDLEWORK,"FRUIT: Dried, not otherwise described",7,490,496,491,1873,1,5,829924,TOTAL,Galls
country_obs_inf,as_1875,"FLOWERS, ARTIFICIAL","FRUIT: ,, Dried, not otherwise described",7,555,561,556,1875,1,5,1006751,TOTAL,Galls;Gals
