volume,year,flow,article_group,article,country_raw,old_value,new_value,raw_cell,witnesses
as_1897,1897,export_uk,IMPLEMENTS AND TOOLS,South Africa,British East Indies : Hong Kong,763.0,,"7,63",
as_1897,1897,export_uk,IMPLEMENTS AND TOOLS,South Africa,Australasia : Victoria,153.0,,"1,53",
as_1897,1897,export_uk,IMPLEMENTS AND TOOLS,South Africa,Australasia : New South Wales,362.0,,"3,62",
as_1897,1897,export_uk,IMPLEMENTS AND TOOLS,South Africa,Australasia : New Zealand,255.0,,"2,55",
as_1897,1897,export_uk,IMPLEMENTS AND TOOLS,Possessions in Indian Seas,United States of America : On the Pacific,259.0,,"2,59",
as_1897,1897,export_uk,IMPLEMENTS AND TOOLS,Possessions in Indian Seas,Mexico,245.0,,"2,45",
as_1897,1897,export_uk,IMPLEMENTS AND TOOLS,Possessions in Indian Seas,Brazil,1495.0,,"14,95",
as_1897,1897,export_uk,IMPLEMENTS AND TOOLS,Possessions in Indian Seas,Argentine Republic,628.0,,"6,28",
as_1897,1897,export_uk,IMPLEMENTS AND TOOLS,Possessions in Indian Seas,Other Foreign Countries,598.0,,"5,98",
as_1897,1897,export_uk,IMPLEMENTS AND TOOLS,South Africa,Cape of Good Hope,5546.0,,"55,46",
as_1897,1897,export_uk,IMPLEMENTS AND TOOLS,South Africa,Natal,2199.0,,"21,99",
as_1897,1897,export_uk,IMPLEMENTS AND TOOLS,South Africa,British East Indies : Bombay,2779.0,,"27,79",
as_1897,1897,export_uk,IMPLEMENTS AND TOOLS,South Africa,British East Indies : Madras,1237.0,,"12,37",
as_1897,1897,export_uk,IMPLEMENTS AND TOOLS,South Africa,British East Indies : Bengal,5188.0,,"51,88",
as_1897,1897,export_uk,IMPLEMENTS AND TOOLS,South Africa,British East Indies : British Burmah,299.0,,"2,99",
as_1897,1897,export_uk,IMPLEMENTS AND TOOLS,South Africa,British East Indies : Straits Settlements,1116.0,,"11,16",
as_1897,1897,export_uk,IMPLEMENTS AND TOOLS,South Africa,British East Indies : Ceylon,784.0,,"7,84",
as_1897,1897,export_uk,IMPLEMENTS AND TOOLS,South Africa,British East Indies : Hong Kong,926.0,,"9,26",
as_1897,1897,export_uk,IMPLEMENTS AND TOOLS,South Africa,Germany,2392.0,,"23,92",
as_1897,1897,export_uk,IMPLEMENTS AND TOOLS,South Africa,Holland,268.0,,"2,68",
as_1897,1897,export_uk,IMPLEMENTS AND TOOLS,South Africa,Brazil,2796.0,,"27,96",
as_1897,1897,export_uk,LEAD,Pig,Denmark (including Iceland and Greenland),323.0,,"3,23",
as_1897,1897,export_uk,LEAD,Pig,"Possessions in Indian Seas : But 1, Java",171.0,,"1,71",
as_1897,1897,export_uk,LEAD,South Africa,Cape of Good Hope,2358.0,,"23,58",
as_1897,1897,export_uk,LEAD,South Africa,Natal,451.0,,"4,51",
as_1897,1897,export_uk,LEAD,South Africa,British East Indies : Bombay,1112.0,,"11,12",
as_1897,1897,export_uk,LEAD,South Africa,British East Indies : Madras,265.0,,"2,65",
as_1897,1897,export_uk,LEAD,South Africa,British East Indies : Bengal,1225.0,,"12,25",
as_1897,1897,export_uk,LEAD,South Africa,British East Indies : Hong Kong,112.0,,"1,12",
as_1897,1897,export_uk,LEAD,South Africa,Australasia : South Australia,211.0,,"2,11",
as_1897,1897,export_uk,LEAD,South Africa,Australasia : Victoria,2025.0,,"20,25",
as_1897,1897,export_uk,LEAD,South Africa,Australasia : New South Wales,1136.0,,"11,36",
as_1897,1897,export_uk,LEAD,South Africa,Australasia : New Zealand,2125.0,,"21,25",
as_1897,1897,export_uk,LEAD,South Africa,British West India Islands,1223.0,,"12,23",
as_1897,1897,export_uk,LEAD,South Africa,Guiana,159.0,,"1,59",
as_1897,1897,export_uk,LEAD,West Africa,The Gold Coast,174.0,,"1,74",
as_1897,1897,export_uk,LEAD,West Africa,Lagos,119.0,,"1,19",
as_1897,1897,export_uk,LEAD,South Africa,Austrian Territories,420.0,,"4,20",
as_1897,1897,export_uk,"MUSICAL INSTRUMENTS, AND PARTS THEREOF",South Africa,Guinea,143.0,,"1,43",
as_1897,1897,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,Australasia : South Australia,369.0,,"3,69",
as_1897,1897,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,Australasia : Victoria,2165.0,,"21,65",
as_1897,1897,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,Australasia : New South Wales,1259.0,,"12,59",
as_1897,1897,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,Australasia : New Zealand,1412.0,,"14,12",
as_1897,1897,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,Canada,122.0,,"1,22",
as_1897,1897,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,Newfoundland,315.0,,"3,15",
as_1897,1894,reexport,"CORN; Grain, Meal, and Flour",Barley,Cape of Good Hope,17.0,,"1,7",
as_1897,1897,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED","Pasteboard, Millboard, Cardboard, and Cards (including Playing Cards)",South Africa: Cape of Good Hope,424.0,,"4,24",
as_1897,1897,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED","Pasteboard, Millboard, Cardboard, and Cards (including Playing Cards)",British East India,352.0,,"3,52",
as_1897,1897,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED","Unenumerated, and Articles of Paper (except Papier Maché)",Russia,224.0,,"2,24",
as_1897,1897,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED","Unenumerated, and Articles of Paper (except Papier Maché)",Sweden,253.0,,"2,53",
as_1897,1897,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED","Unenumerated, and Articles of Paper (except Papier Maché)",Norway,125.0,,"1,25",
as_1897,1897,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED","Unenumerated, and Articles of Paper (except Papier Maché)",Holland,302.0,,"3,02",
as_1897,1897,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED","Unenumerated, and Articles of Paper (except Papier Maché)",Belgium,872.0,,"8,72",
as_1897,1897,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED","Unenumerated, and Articles of Paper (except Papier Maché)",Spain,174.0,,"1,74",
as_1897,1897,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED","Unenumerated, and Articles of Paper (except Papier Maché)",United States of America,3475.0,,"34,75",
as_1897,1897,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED","Unenumerated, and Articles of Paper (except Papier Maché)",Brazil,226.0,,"2,26",
as_1897,1897,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED","Unenumerated, and Articles of Paper (except Papier Maché)",Argentine Republic,292.0,,"2,92",
as_1897,1897,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED","Unenumerated, and Articles of Paper (except Papier Maché)",Other Foreign Countries,1454.0,,"14,54",
as_1897,1897,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED","Unenumerated, and Articles of Paper (except Papier Maché)",Channel Islands,527.0,,"5,27",
as_1897,1897,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,Cape of Good Hope,2514.0,,"25,14",
as_1897,1897,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,Natal,723.0,,"7,23",
as_1897,1897,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,Sweden,150.0,,"1,50",
as_1897,1897,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,Norway,202.0,,"2,02",
as_1897,1897,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,Denmark (including Iceland and Greenland),603.0,,"6,03",
as_1897,1897,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,Germany,1827.0,,"18,27",
as_1897,1897,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,Holland,450.0,,"4,50",
as_1897,1897,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,Belgium,759.0,,"7,59",
as_1897,1893,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,Spain,125.0,,"1,25",
as_1897,1897,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,Chile,428.0,,"4,28",
as_1897,1897,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,Argentine Republic,422.0,,"4,22",
as_1897,1897,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,Other Foreign Countries,2022.0,,"20,22",
as_1897,1897,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,Channel Islands,656.0,,"6,56",
as_1897,1897,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,Natal,1127.0,,"11,27",
as_1897,1893,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,Australia : Victoria,2122.0,,"21,22",
as_1897,1897,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,Australia : Queensland,322.0,,"3,22",
as_1897,1897,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,Australia : Tasmania,122.0,,"1,22",
as_1897,1897,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,Australia : New Zealand,2222.0,,"22,22",
as_1897,1897,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,Canada,422.0,,"4,22",
as_1897,1897,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,British West India Islands,222.0,,"2,22",
as_1897,1897,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,"Spain, Canary Islands",422.0,,"4,22",
as_1897,1897,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,Channel Islands,122.0,,"1,22",
as_1897,1897,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,Gibraltar,422.0,,"4,22",
as_1897,1897,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,Malta and Gozo,722.0,,"7,22",
as_1897,1897,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,Cape of Good Hope,6235.0,,"62,35",
as_1897,1897,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,Natal,3132.0,,"31,32",
as_1897,1897,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,East Africa : Other Territories under British Influence,457.0,,"4,57",
as_1897,1897,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,Mauritius and Dependencies,332.0,,"3,32",
as_1897,1897,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,British East Indies : British Burma,740.0,,"7,40",
as_1897,1897,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,British East Indies : Straits Settlements,395.0,,"3,95",
as_1897,1897,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,British East Indies : Hong Kong,263.0,,"2,63",
as_1897,1897,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,Australia : West Australia,1180.0,,"11,80",
as_1897,1897,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,Australia : South Australia,1855.0,,"18,55",
as_1897,1897,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,Australia : Victoria,2383.0,,"23,83",
as_1897,1897,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,Australia : New South Wales,2486.0,,"24,86",
as_1897,1897,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,Australia : Queensland,1125.0,,"11,25",
as_1897,1897,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,Australia : New Zealand,2325.0,,"23,25",
as_1897,1897,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,Canada,1400.0,,"14,00",
as_1897,1897,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,Newfoundland,242.0,,"2,42",
as_1897,1897,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,Bermudas,172.0,,"1,72",
as_1897,1897,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,British West India Islands,1622.0,,"16,22",
as_1897,1897,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,Honduras,173.0,,"1,73",
as_1897,1897,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,Guiana,429.0,,"4,29",
as_1897,1897,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,Falkland Islands,122.0,,"1,22",
as_1897,1897,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,Holland,1242.0,,"12,42",
as_1897,1897,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,Belgium,1192.0,,"11,92",
as_1897,1897,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,France,3732.0,,"37,32",
as_1897,1897,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,United States of America,4658.0,,"46,58",
as_1897,1897,export_uk,"PAINTERS' COLOURS AND MATERIALS, UNENUMERATED",South Africa,Other Foreign Countries,825.0,,"8,25",
as_1897,1897,export_uk,"SILK MANUFACTURES, WHOLLY OF SILK",Bread Stuffs,Canada,1559.0,,"15,59",
as_1897,1894,export_uk,WOOLLEN AND WORSTED MANUFACTURES,"Woollen Tissues, Light, Broad, mixed with other Materials",Mexico,251.0,,"2,51",
as_1897,1897,export_uk,Woollen and Worsted Manufactures,,"Flannels and Carpets . . . . . "" """,500.0,,"5,00",
as_1897,1897,reexport,"GLASS, Window and German Sheet, including Shades and Cyinders","Manufactures, unenumerated",Sweden,1412.0,,"14,12",
as_1897,1897,reexport,"GLASS, Window and German Sheet, including Shades and Cyinders","Manufactures, unenumerated",Germany,228.0,,"2,28",
as_1897,1897,reexport,"GLASS, Window and German Sheet, including Shades and Cyinders","Manufactures, unenumerated",Holland,2133.0,,"21,33",
as_1897,1897,reexport,"GLASS, Window and German Sheet, including Shades and Cyinders","Manufactures, unenumerated",Italy,724.0,,"7,24",
as_1897,1897,reexport,"GLASS, Window and German Sheet, including Shades and Cyinders","Manufactures, unenumerated",Australasia,277.0,,"2,77",
as_1897,1897,reexport,"GLASS, Window and German Sheet, including Shades and Cyinders","Manufactures, unenumerated",Sweden,657.0,,"6,57",
as_1897,1897,reexport,"GLASS, Window and German Sheet, including Shades and Cyinders","Manufactures, unenumerated",Germany,261.0,,"2,61",
as_1897,1897,reexport,"GLASS, Window and German Sheet, including Shades and Cyinders","Manufactures, unenumerated",Holland,3763.0,,"37,63",
as_1897,1897,reexport,JUTE,"Manufactures of, including Piece Goods, Sacks, and Bags",United States of America,8703.0,,"87,03",
as_1897,1897,reexport,JUTE,"Manufactures of, including Piece Goods, Sacks, and Bags",Spanish West India Islands,614.0,,"6,14",
as_1897,1897,reexport,JUTE,"Manufactures of, including Piece Goods, Sacks, and Bags",Danish West India Islands,122.0,,"1,22",
as_1897,1897,reexport,"SAUCES or CONDIMENTS, Unenumerated",,Holland,2722.0,,"27,22",
as_1897,1897,reexport,"SAUCES or CONDIMENTS, Unenumerated",,United States of America : On the Atlantic,1968.0,,"19,68",
as_1897,1897,reexport,WOOD and TIMBER,Mahogany,Holland,1129.0,,"11,29",
as_1897,1897,reexport,WOOD and TIMBER,Mahogany,Belgium,1213.0,,"12,13",
as_1897,1897,reexport,WOOD and TIMBER,Unenumerated,Germany,1814.0,,"18,14",
as_1897,1897,reexport,WOOD and TIMBER,Unenumerated,France,944.0,,"9,44",
as_1897,1897,reexport,WOOD and TIMBER,Unenumerated,United States of America,2277.0,,"22,77",
as_1897,1897,reexport,SPIRITS,East Coast of Africa,Portuguese Possessions,154.0,,"1,54",
as_1897,1897,reexport,SPIRITS,East Coast of Africa,Channel Islands,129.0,,"1,29",
as_1897,1897,reexport,SPIRITS,East Coast of Africa,Cape of Good Hope,127.0,,"1,27",
as_1897,1897,reexport,TOBACCO,Negrohead,Russia,358.0,,"3,58",
as_1897,1897,reexport,TOBACCO,Negrohead,Norway,159.0,,"1,59",
as_1897,1897,reexport,TOBACCO,Negrohead,Holland,693.0,,"6,93",
as_1897,1897,reexport,TOBACCO,Negrohead,Belgium,371.0,,"3,71",
as_1897,1897,reexport,TOBACCO,Negrohead,East Coast of Africa: Portuguese Possessions,312.0,,"3,12",
as_1897,1897,reexport,TOBACCO,Negrohead,Java,123.0,,"1,23",
as_1897,1897,reexport,TOBACCO,Negrohead,Japan,203.0,,"2,03",
as_1897,1897,reexport,TOBACCO,Negrohead,Costa Rica,109.0,,"1,09",
as_1897,1897,reexport,TOBACCO,Negrohead,Chile,436.0,,"4,36",
as_1897,1897,reexport,TOBACCO,Negrohead,Brazil,249.0,,"2,49",
as_1897,1897,reexport,TOBACCO,"White, in Bottles, Sparkling Saumur",Russia,574.0,,"5,74",
as_1897,1897,reexport,TOBACCO,"White, in Bottles, Sparkling Saumur",Sweden,122.0,,"1,22",
as_1897,1897,reexport,TOBACCO,"White, in Bottles, Sparkling Saumur",France,115.0,,"1,15",
as_1897,1897,reexport,TOBACCO,"White, in Bottles, Sparkling Saumur",Egypt,173.0,,"1,73",
as_1897,1897,reexport,TOBACCO,"White, in Bottles, Sparkling Saumur",East Coast of Africa: Portuguese Possessions,122.0,,"1,22",
as_1897,1897,reexport,TOBACCO,"White, in Bottles, Sparkling Saumur",China,223.0,,"2,23",
as_1897,1897,reexport,TOBACCO,"White, in Bottles, Sparkling Saumur",Japan,147.0,,"1,47",
as_1897,1897,reexport,TOBACCO,"White, in Bottles, Sparkling Saumur",Mexico,132.0,,"1,32",
as_1897,1897,reexport,TOBACCO,"White, in Bottles, Sparkling Saumur",Republic of Colombia,122.0,,"1,22",
as_1897,1897,reexport,TOBACCO,"White, in Bottles, Sparkling Saumur",Chile,423.0,,"4,23",
as_1897,1893,export_uk,CHEESE,South Africa,British East Indies : Madras,21032.0,,"2,1032",
as_1898,1898,import,"COPPER, ORE OF","Cables (not of Iron), Twine, and Cable Yarn",Tunis,112.0,,"1,12",
as_1898,1898,import,"COPPER, ORE OF",Peas,Holland,4893.0,,"48,93",
as_1898,1898,import,"COPPER, ORE OF",Peas,United States of America,17286.0,,"172,86",
as_1898,1898,import,"COPPER, ORE OF",Peas,Canada,5026.0,,"50,26",
as_1898,1898,import,"COPPER, ORE OF",Beans (not Kidney or French),Russia : Northern Ports,144.0,,"14,4",
as_1898,1898,import,"COPPER, ORE OF",Beans (not Kidney or French),Russia : Southern Ports,217.0,,"21,7",
as_1898,1898,import,"COPPER, ORE OF",Beans (not Kidney or French),Portugal,625.0,,"6,25",
as_1898,1898,import,"COPPER, ORE OF",Beans (not Kidney or French),Cyprus,632.0,,"6,32",
as_1898,1898,import,"COPPER, ORE OF",Beans (not Kidney or French),Morocco,557.0,,"5,57",
as_1898,1898,import,"COPPER, ORE OF",Yarn,Bombay,3290.0,,"32,90",
as_1898,1898,import,"COPPER, ORE OF",Yarn,Belgium,765.0,,"7,65",
as_1898,1898,import,"COPPER, ORE OF",Yarn,Germany,4545.0,,"45,45",
as_1898,1898,import,"COPPER, ORE OF",Yarn,Holland,10457.0,,"104,57",
as_1898,1898,import,"COPPER, ORE OF",Yarn,Belgium,32935.0,,"329,35",
as_1898,1898,import,"COPPER, ORE OF",Yarn,France,3122.0,,"31,22",
as_1898,1898,import,"COPPER, ORE OF",Yarn,United States of America,23325.0,,"233,25",
as_1898,1898,import,"COPPER, ORE OF",Yarn,Madras,2962.0,,"29,62",
as_1898,1898,import,"COPPER, ORE OF",Yarn,Canada,524.0,,"5,24",
as_1898,1898,import,"COPPER, ORE OF",Yarn,Holland,18127.0,,"181,27",
as_1898,1898,import,"COPPER, ORE OF",Yarn,Belgium,19762.0,,"197,62",
as_1898,1898,import,"COPPER, ORE OF",Yarn,Other Foreign Countries,2524.0,,"25,24",
as_1898,1898,import,"COPPER, ORE OF",Sumach,Italy,1272.0,,"12,72",
as_1898,1898,import,"COPPER, ORE OF",Valonia,Asiatic,2424.0,,"24,24",
as_1898,1898,import,FISH (including Turtle),Dressed or undressed,Holland,11652.0,,"116,52",
as_1898,1898,import,FISH (including Turtle),Dressed or undressed,Belgium,79144.0,,"791,44",
as_1898,1898,import,FISH (including Turtle),"Cherries, Raw",Holland,2054.0,,"20,54",
as_1898,1898,import,FISH (including Turtle),"Cherries, Raw",France,17622.0,,"176,22",
as_1898,1898,import,FISH (including Turtle),"Grapes, Raw",Portugal,953.0,,"9,53",
as_1898,1898,import,FISH (including Turtle),"Grapes, Raw",Spain,37513.0,,"375,13",
as_1898,1898,import,FISH (including Turtle),Lemons,Germany,491.0,,"4,91",
as_1898,1898,import,FISH (including Turtle),Lemons,Italy,37313.0,,"373,13",
as_1898,1898,import,FISH (including Turtle),"Nuts, used as Fruit",Holland,322.0,,"3,22",
as_1898,1898,import,FISH (including Turtle),"Nuts, used as Fruit",France,13424.0,,"134,24",
as_1898,1898,import,FISH (including Turtle),"Nuts, used as Fruit",Spain,14940.0,,"149,40",
as_1898,1898,import,FISH (including Turtle),"Nuts, used as Fruit",Italy,2993.0,,"29,93",
as_1898,1898,import,FISH (including Turtle),"Nuts, used as Fruit","Turkey, European",754.0,,"7,54",
as_1898,1898,import,FISH (including Turtle),"Nuts, used as Fruit",Brazil,7735.0,,"77,35",
as_1898,1898,import,FISH (including Turtle),"Unenumerated, Raw",Portugal,629.0,,"6,29",
as_1898,1898,import,FISH (including Turtle),"Unenumerated, Raw",Madeira,3069.0,,"30,69",
as_1898,1898,import,FISH (including Turtle),"Unenumerated, Raw",Spain,14332.0,,"143,32",
as_1898,1898,import,FISH (including Turtle),"Unenumerated, Raw",United States of America,215.0,,"2,15",
as_1898,1898,import,FISH (including Turtle),"Unenumerated, Raw",Channel Islands,2485.0,,"24,85",
as_1898,1898,import,FISH (including Turtle),"Unenumerated, Dried",Egypt,333.0,,"3,33",
as_1898,1898,import,GLASS,"Ore of, or Ore of which the greater part in Value is Gold",Australasia : West Australia,1520.0,,"15,20",
as_1898,1898,import,GLASS,"Ore of, or Ore of which the greater part in Value is Gold",Australasia : South Australia,705.0,,"70,5",
as_1898,1898,import,GLASS,"Ore of, or Ore of which the greater part in Value is Gold",Australasia : Victoria,922.0,,"9,22",
as_1898,1898,import,GLASS,"Ore of, or Ore of which the greater part in Value is Gold",Australasia : New South Wales,16518.0,,"165,18",
as_1898,1898,import,GLASS,Arabic,France,3173.0,,"31,73",
as_1898,1898,import,GLASS,Arabic,Egypt,1222.0,,"12,22",
as_1898,1898,import,GLASS,Arabic,Persia,1212.0,,"12,12",
as_1898,1898,import,GLASS,Arabic,Western Coast of Africa : Niger Protectorate,152.0,,"1,52",
as_1898,1898,import,GLASS,Eastern Coast of Africa,Aden and Dependencies,923.0,,"9,23",
as_1898,1898,import,GLASS,Eastern Coast of Africa,British East Indies : Bombay,2273.0,,"22,73",
as_1898,1898,import,GLASS,Eastern Coast of Africa,British East Indies : Madras,157.0,,"1,57",
as_1898,1898,import,GLASS,Eastern Coast of Africa,Australasia : South Australia,211.0,,"2,11",
as_1898,1898,import,GLASS,Australia,Russia : Northern Ports,3632.0,,"36,32",
as_1898,1898,import,GLASS,Australia,Holland,161.0,,"1,61",
as_1898,1898,import,GLASS,Australia,China,626.0,,"6,26",
as_1898,1898,import,GLASS,Australia,United States of America,632.0,,"6,32",
as_1898,1898,import,GLASS,Australia,Uruguay,127.0,,"1,27",
as_1898,1898,import,GLASS,Australia,Germany,786.0,,"7,86",
as_1898,1898,import,GLASS,Australia,Belgium,523.0,,"5,23",
as_1898,1898,import,GLASS,Eastern Coast of Africa,Uruguay,224.0,,"2,24",
as_1898,1898,import,GLASS,Eastern Coast of Africa,Western Coast of Africa : Sierra Leone,122.0,,"1,22",
as_1898,1898,import,GLASS,Eastern Coast of Africa,Western Coast of Africa : Cape of Good Hope,43252.0,,"432,52",
as_1898,1898,import,GLASS,Eastern Coast of Africa,Western Coast of Africa : Natal,20292.0,,"202,92",
as_1898,1898,import,GLASS,Eastern Coast of Africa,Aden and Dependencies,151.0,,"1,51",
as_1898,1898,import,GLASS,Eastern Coast of Africa,British East Indies : Bombay,3355.0,,"33,55",
as_1898,1898,import,GLASS,Eastern Coast of Africa,British East Indies : Madras,1422.0,,"14,22",
as_1898,1898,import,GLASS,Eastern Coast of Africa,British East Indies : Bengal,24573.0,,"245,73",
as_1898,1898,import,GLASS,Eastern Coast of Africa,British East Indies : Burmah,2505.0,,"25,05",
as_1898,1898,import,GLASS,Eastern Coast of Africa,British East Indies : Straits Settlements,9411.0,,"94,11",
as_1898,1898,import,GLASS,Eastern Coast of Africa,Australasia : New South Wales,2477.0,,"24,77",
as_1898,1898,import,GLASS,Eastern Coast of Africa,Australasia : British West India Islands,119.0,,"1,19",
as_1898,1898,import,"HORNS, tips and pieces of Horns and Hoofs",Cycles and parts thereof,Germany,1363.0,,"13,63",
as_1898,1898,import,"HORNS, tips and pieces of Horns and Hoofs",Cycles and parts thereof,Holland,1279.0,,"12,79",
as_1898,1898,import,"HORNS, tips and pieces of Horns and Hoofs",Cycles and parts thereof,Belgium,1325.0,,"13,25",
as_1898,1898,import,"HORNS, tips and pieces of Horns and Hoofs",Cycles and parts thereof,France,2731.0,,"27,31",
as_1898,1898,import,"HORNS, tips and pieces of Horns and Hoofs",Cycles and parts thereof,United States of America,54365.0,,"543,65",
as_1898,1898,import,"HORNS, tips and pieces of Horns and Hoofs",Machinery,Canada,3427.0,,"34,27",
as_1898,1898,import,"HORNS, tips and pieces of Horns and Hoofs","Manufactures of Iron or Steel, unenumerated",Germany,48204.0,,"482,04",
as_1898,1898,import,"HORNS, tips and pieces of Horns and Hoofs","Manufactures of Iron or Steel, unenumerated",Holland,89625.0,,"896,25",
as_1898,1898,import,"HORNS, tips and pieces of Horns and Hoofs","Manufactures of Iron or Steel, unenumerated",Belgium,59361.0,,"593,61",
as_1898,1898,import,"HORNS, tips and pieces of Horns and Hoofs","Manufactures of Iron or Steel, unenumerated",France,6009.0,,"60,09",
as_1898,1898,import,"HORNS, tips and pieces of Horns and Hoofs","Manufactures of Iron or Steel, unenumerated",United States of America,63262.0,,"632,62",
as_1898,1898,import,NUTS AND KERNELS,Dutch Possessions in the Indian Seas,Islands in the Pacific,1773.0,,"17,73",
as_1898,1898,import,NUTS AND KERNELS,Dutch Possessions in the Indian Seas,Western Coast of Africa : Gambia,1223.0,,"12,23",
as_1898,1898,import,NUTS AND KERNELS,Dutch Possessions in the Indian Seas,Western Coast of Africa : Niger Protectorate,7252.0,,"72,52",
as_1898,1898,import,NUTS AND KERNELS,Eastern Coast of Africa,British East Indies : Straits Settlements,1473.0,,"14,73",
as_1898,1898,import,NUTS AND KERNELS,Eastern Coast of Africa,British East Indies : Ceylon,5765.0,,"57,65",
as_1898,1898,import,NUTS AND KERNELS,Eastern Coast of Africa,Australasia : New Zealand,389.0,,"3,89",
as_1898,1898,import,PAPER,Hangings,Holland,6396.0,,"63,96",
