flow,raw_group,canonical,method,rows,volumes,y0,y1,variants_in_family
export_uk,EARTHEN and CHINA WARE,EARTHEN AND CHINA WARE,case,1328,18,1870,1899,2
import,EGGS,EGGS,identity,655,12,1872,1900,2
reexport,EGGS,EGGS,identity,464,8,1879,1899,2
import,Eggs,EGGS,case,214,17,1870,1895,2
reexport,Eggs,EGGS,case,23,15,1872,1894,2
export_uk,"ELECTRIC LIGHTING APPARATUS, or parts thereof (except Steam Engines)","ELECTRIC LIGHTING APPARATUS, or parts thereof (except Steam Engines)",identity,572,3,1894,1900,2
export_uk,"ELECTRIC LIGHTING APPARATUS, OR PARTS THEREOF (EXCEPT STEAM ENGINES)","ELECTRIC LIGHTING APPARATUS, or parts thereof (except Steam Engines)",case,239,10,1886,1896,2
import,EMBROIDERY and NEEDLEWORK,EMBROIDERY and NEEDLEWORK,identity,355,25,1870,1896,2
import,EMBROIDERY AND NEEDLE- WORK,EMBROIDERY and NEEDLEWORK,dehyphen,51,1,1895,1899,2
reexport,"ETHER, Acetic","ETHER, Acetic",identity,58,6,1891,1896,2
reexport,"ETHER, ACETIC","ETHER, Acetic",case,20,4,1887,1890,2
reexport,ETHYL (IODIDE OF),ETHYL (IODIDE OF),identity,12,4,1887,1890,2
reexport,ETHYL-IODIDE OF,ETHYL (IODIDE OF),case,3,1,1893,1893,2
import,FARINACEOUS SUBSTANCES,FARINACEOUS SUBSTANCES,identity,23,1,1893,1893,2
import,-FARINACEOUS SUBSTANCES,FARINACEOUS SUBSTANCES,case,20,1,1892,1892,2
import,FARINACEOUS SUBSTANCES AND MANUFACTURES THEREOF,FARINACEOUS SUBSTANCES AND MANUFACTURES THEREOF,identity,356,1,1895,1899,2
import,FARINACEOUS SUBSTANCES and Manufactures thereof,FARINACEOUS SUBSTANCES AND MANUFACTURES THEREOF,case,71,6,1872,1878,2
reexport,FEATHERS AND DOWN,FEATHERS AND DOWN,identity,197,20,1872,1896,2
reexport,FEATHERS and DOWN,FEATHERS AND DOWN,case,31,5,1886,1890,2
reexport,FISH,FISH,identity,915,7,1887,1899,2
import,FISH,FISH,identity,602,22,1870,1894,2
reexport,Fish,FISH,case,600,11,1886,1896,2
import,Fish,FISH,case,183,4,1874,1888,2
import,FLAX,FLAX,identity,1485,14,1870,1899,2
import,Flax,FLAX,case,65,1,1870,1870,2
export_uk,FLAX AND HEMP,FLAX AND HEMP,identity,157,13,1886,1900,2
export_uk,FLAX and HEMP,FLAX AND HEMP,case,98,2,1893,1898,2
import,"FLAX, Dressed or Undressed","FLAX, Dressed or Undressed",identity,261,13,1882,1896,2
import,"Flax, Dressed or Undressed","FLAX, Dressed or Undressed",case,15,1,1884,1884,2
import,"FLOWERS, ARTIFICIAL","FLOWERS, ARTIFICIAL",identity,524,16,1872,1900,2
import,"FLOWERS, Artificial","FLOWERS, ARTIFICIAL",case,250,11,1886,1896,2
reexport,"FLOWERS, Artificial","FLOWERS, Artificial",identity,166,15,1886,1900,2
reexport,"FLOWERS, ARTIFICIAL","FLOWERS, Artificial",case,17,13,1872,1885,2
reexport,FRUIT,FRUIT,identity,5382,29,1872,1900,2
import,FRUIT,FRUIT,identity,5232,25,1870,1899,2
reexport,Fruit,FRUIT,case,702,7,1877,1899,2
import,Fruit,FRUIT,case,235,4,1874,1899,2
reexport,FURNITURE AND HARDWOODS,FURNITURE AND HARDWOODS,identity,248,14,1872,1885,2
reexport,FURNITURE and HARDWOODS,FURNITURE AND HARDWOODS,case,131,6,1886,1895,2
import,GOLD,GOLD,identity,341,23,1872,1899,2
import,Gold,GOLD,case,12,1,1870,1870,2
import,"GOLD : 
                    „ Leaves of",GOLD : „ Leaves of,dehyphen,10,1,1886,1886,2
import,"GOLD, LEAVES OF",GOLD : „ Leaves of,case,5,1,1870,1870,2
reexport,"GOLD, viz.","GOLD, viz.",identity,3,2,1883,1884,2
reexport,"GOLD, viz","GOLD, viz.",case,2,1,1882,1882,2
import,"GOODS, Unenumerated, Unmanufactured","GOODS, Unenumerated, Unmanufactured",identity,86,1,1900,1900,2
import,"Goods, Unenumerated : 
„ Unmanufactured","GOODS, Unenumerated, Unmanufactured",dehyphen,84,1,1890,1890,2
export_uk,"GREASE, not otherwise described","GREASE, not otherwise described",identity,110,8,1870,1881,2
export_uk,"Grease, not otherwise described","GREASE, not otherwise described",case,8,1,1870,1870,2
import,GUM,GUM,identity,1458,27,1870,1900,2
import,Gum,GUM,case,12,1,1899,1899,2
reexport,"GUN STOCKS, in the Rough of Wood","GUN STOCKS, in the Rough of Wood",identity,1,1,1872,1872,2
reexport,"GUN STOCKS, in the rough of wood","GUN STOCKS, in the Rough of Wood",case,1,1,1878,1878,2
import,HAIR,HAIR,identity,1258,28,1870,1900,2
import,Hair,HAIR,case,12,1,1874,1874,2
reexport,HATS OR BONNETS,HATS OR BONNETS,identity,241,22,1873,1896,2
reexport,HATS or BONNETS,HATS OR BONNETS,case,141,4,1872,1898,2
import,HEMP,HEMP,identity,1601,22,1870,1900,2
import,Hemp,HEMP,case,43,1,1870,1870,2
export_uk,"HIDES, RAW","HIDES, RAW",identity,201,23,1872,1895,2
export_uk,"HIDES, Raw","HIDES, RAW",case,162,4,1894,1900,2
reexport,"HIDES, Raw and Pieces thereof, viz.","HIDES, Raw and Pieces thereof, viz.",identity,129,5,1882,1886,2
reexport,"HIDES, Raw, and Pieces thereof, viz.","HIDES, Raw and Pieces thereof, viz.",case,24,1,1891,1891,2
reexport,"HIDES, Raw, and Pieces thereof","HIDES, Raw, and Pieces thereof",identity,97,4,1892,1896,2
reexport,"HIDES, Raw. and Pieces thereof","HIDES, Raw, and Pieces thereof",case,15,1,1892,1892,2
reexport,"HIDES, Raw, or Pieces thereof, viz.","HIDES, Raw, or Pieces thereof, viz.",identity,110,4,1888,1895,2
reexport,"HIDES, Raw or Pieces thereof, viz.","HIDES, Raw, or Pieces thereof, viz.",case,28,1,1887,1887,2
reexport,HONEY,HONEY,identity,59,10,1886,1895,2
reexport,Honey,HONEY,case,6,1,1896,1896,2
export_uk,HOPS,HOPS,identity,560,15,1875,1900,2
import,HOPS,HOPS,identity,252,11,1870,1900,2
import,Hops,HOPS,case,161,11,1874,1896,2
reexport,HOPS,HOPS,identity,78,12,1879,1900,2
export_uk,Hops,HOPS,case,54,5,1879,1896,2
reexport,Hops,HOPS,case,9,2,1874,1885,2
reexport,HORNS AND HOOPS,HORNS AND HOOPS,identity,32,6,1873,1894,2
reexport,Horns AND HOOPS,HORNS AND HOOPS,case,12,2,1880,1881,2
import,"HORNS, tips and pieces of Horn and Hoofs","HORNS, tips and pieces of Horn and Hoofs",identity,33,1,1900,1900,2
import,"Horns, Tips and Pieces of Horn, and HOOFs","HORNS, tips and pieces of Horn and Hoofs",case,25,1,1896,1896,2
export_uk,HORS,HORS,identity,31,5,1872,1889,2
export_uk,Hors,HORS,case,13,2,1881,1883,2
reexport,HORS,HORS,identity,10,2,1873,1886,2
reexport,Hors,HORS,case,9,2,1882,1895,2
import,Horns,Horns,identity,91,5,1872,1876,2
import,HORNS,Horns,case,50,3,1870,1878,2
import,ICE,ICE,identity,150,22,1872,1900,2
reexport,ICE,ICE,identity,147,23,1873,1900,2
reexport,Ice,ICE,case,121,4,1872,1882,2
import,Ice,ICE,case,10,2,1881,1884,2
reexport,INK,INK,identity,6,6,1873,1880,2
reexport,Ink,INK,case,1,1,1874,1874,2
export_uk,INSTRUMENTS AND APPARATUS,INSTRUMENTS AND APPARATUS,identity,219,6,1891,1896,2
export_uk,INSTRUMENTS and APPARATUS,INSTRUMENTS AND APPARATUS,case,132,6,1870,1890,2
export_uk,"INSTRUMENTS AND APPARATUS, SURGICAL, ANATOMICAL, AND SCIENTIFIC","INSTRUMENTS AND APPARATUS, SURGICAL, ANATOMICAL, AND SCIENTIFIC",identity,1321,1,1900,1900,2
export_uk,"INSTRUMENTS and APPARATUS ; Surgical, Anatomical, and Scientific","INSTRUMENTS AND APPARATUS, SURGICAL, ANATOMICAL, AND SCIENTIFIC",case,12,1,1882,1882,2
reexport,IRON,IRON,identity,2482,25,1872,1899,2
import,IRON,IRON,identity,1986,24,1870,1899,2
import,Iron,IRON,case,111,2,1898,1899,2
reexport,Iron,IRON,case,39,1,1882,1882,2
import,IVORY,IVORY,identity,985,18,1882,1900,2
import,Ivory,IVORY,case,71,3,1888,1893,2
reexport,"LACE, and Articles thereof","LACE, and Articles thereof",identity,403,19,1872,1900,2
import,"LACE, and Articles thereof","LACE, and Articles thereof",identity,337,13,1887,1899,2
reexport,LACE and Articles thereof,"LACE, and Articles thereof",case,50,3,1893,1895,2
import,LACE and Articles thereof,"LACE, and Articles thereof",case,34,5,1882,1886,2
export_uk,LINEN MANUFACTURES,LINEN MANUFACTURES,identity,2381,16,1882,1900,2
export_uk,Linen Manufactures,LINEN MANUFACTURES,case,487,3,1897,1899,2
import,LINEN WASTE,LINEN WASTE,identity,3,3,1877,1879,2
import,LINEN Waste,LINEN WASTE,case,1,1,1876,1876,2
import,LINEN YARN,LINEN YARN,identity,69,9,1873,1887,2
import,"LINEN, YARN",LINEN YARN,case,14,1,1886,1886,2
export_uk,LINEN and JUTE MANUFACTURES,LINEN and JUTE MANUFACTURES,identity,964,10,1872,1881,2
export_uk,LINEN AND JUTE MANUFACTURES,LINEN and JUTE MANUFACTURES,case,31,1,1872,1872,2
export_uk,"LINEN and JUTE MANUFACTURES: 
                    Linen Manufactures",LINEN and JUTE MANUFACTURES: Linen Manufactures,dehyphen,149,1,1870,1870,2
export_uk,"LINEN and JUTE MANUFACTURES : 
                    Linen Manufactures",LINEN and JUTE MANUFACTURES: Linen Manufactures,dehyphen,35,1,1870,1870,2
import,LIQUORICE,LIQUORICE,identity,364,26,1872,1900,2
import,Liquorice,LIQUORICE,case,6,1,1870,1870,2
export_uk,LUCIFERS AND VESTA MATCHES,LUCIFERS AND VESTA MATCHES,identity,110,9,1886,1894,2
export_uk,LUCIFERS and VESTA MATCHES,LUCIFERS AND VESTA MATCHES,case,67,6,1882,1896,2
export_uk,MACHINERY and MILL WORK,MACHINERY and MILL WORK,identity,1229,11,1873,1885,2
export_uk,MACHINERY and Mill Work,MACHINERY and MILL WORK,case,146,2,1872,1877,2
export_uk,"MACHINERY and MILL WORK, or parts thereof","MACHINERY and MILL WORK, or parts thereof",identity,2446,11,1886,1896,2
export_uk,"MACHINERY AND MILL WORK, or parts thereof","MACHINERY and MILL WORK, or parts thereof",case,102,2,1886,1887,2
reexport,MADDER,MADDER,identity,32,9,1872,1881,2
reexport,Madder,MADDER,case,4,1,1879,1879,2
reexport,"MANGANESE, ORE OF","MANGANESE, ORE OF",identity,14,6,1888,1894,2
reexport,"MANGANESE, Ore of","MANGANESE, ORE OF",case,9,1,1895,1898,2
import,MANURES,MANURES,identity,1871,28,1870,1900,2
import,Manures,MANURES,case,46,1,1899,1899,2
reexport,MAPS AND CHARTS,MAPS AND CHARTS,identity,3,3,1872,1876,2
reexport,MAPS and CHARTS,MAPS AND CHARTS,case,3,3,1879,1881,2
export_uk,MARGARINE and all Artificial Butters,MARGARINE and all Artificial Butters,identity,70,9,1888,1896,2
export_uk,MARGARINE and ALL ARTIFICIAL BUTTERS,MARGARINE and all Artificial Butters,case,64,2,1894,1900,2
reexport,MEAL AND FLOUR,MEAL AND FLOUR,identity,137,7,1888,1894,2
reexport,Meal and Flour,MEAL AND FLOUR,case,18,1,1887,1887,2
export_uk,"MEAT: Beef, Pork, Mutton, Bacon and Hams","MEAT: Beef, Pork, Mutton, Bacon and Hams",identity,120,1,1895,1899,2
export_uk,"MEAT : Beef, Pork, Mutton, Bacon and Hams","MEAT: Beef, Pork, Mutton, Bacon and Hams",case,120,1,1894,1898,2
export_uk,"MEAT: viz., Beef, Pork, Bacon and Hams","MEAT: viz., Beef, Pork, Bacon and Hams",identity,105,8,1882,1893,2
export_uk,"MEAT : viz., Beef, Pork, Bacon and Hams","MEAT: viz., Beef, Pork, Bacon and Hams",case,94,5,1886,1895,2
export_uk,MEDICINES,MEDICINES,identity,338,13,1872,1884,2
export_uk,Medicines,MEDICINES,case,80,1,1870,1870,2
export_uk,"MEDICINES, COMPRISING DRUGS AND MEDICINAL PREPARA- TIONS","MEDICINES, COMPRISING DRUGS AND MEDICINAL PREPARATIONS",dehyphen,1174,3,1894,1900,2
export_uk,"MEDICINES, comprising Drugs and Medicinal Preparations","MEDICINES, COMPRISING DRUGS AND MEDICINAL PREPARATIONS",case,653,12,1885,1896,2
export_uk,"METALS AND MANUFACTURES THEREOF, UNENUMERATED","METALS AND MANUFACTURES THEREOF, UNENUMERATED",identity,1141,1,1894,1898,2
export_uk,"METALS, and Manufactures thereof: Unenumerated","METALS AND MANUFACTURES THEREOF, UNENUMERATED",case,38,3,1882,1884,2
export_uk,"MILK, CONDENSED","MILK, CONDENSED",identity,267,10,1889,1900,2
reexport,"MILK, CONDENSED","MILK, CONDENSED",identity,51,4,1891,1896,2
import,"MILK, CONDENSED","MILK, CONDENSED",identity,43,4,1888,1891,2
reexport,MILK CONDENSED,"MILK, CONDENSED",case,21,2,1888,1889,2
import,"MILK, condensed","MILK, CONDENSED",case,19,1,1900,1900,2
export_uk,MILK. CONDENSED,"MILK, CONDENSED",case,11,1,1891,1891,2
reexport,"MILK, CONDENSED OR PRESERVED","MILK, CONDENSED OR PRESERVED",identity,13,1,1893,1893,2
reexport,"MILK, CONDENSED or PRESERVED","MILK, CONDENSED OR PRESERVED",case,13,1,1895,1895,2
reexport,Myrabolams,Myrabolams,identity,22,1,1882,1882,2
reexport,MYRABOLAMS,Myrabolams,case,12,7,1872,1881,2
import,"NITRE, CUBIC","NITRE, CUBIC",identity,67,13,1870,1891,2
import,"Nitre, Cubic","NITRE, CUBIC",case,36,1,1893,1893,2
reexport,"NITRE, Cubic","NITRE, Cubic",identity,95,13,1872,1886,2
reexport,"NITRE, CUBIC","NITRE, Cubic",case,23,2,1891,1892,2
reexport,NUTS AND KERNELS,NUTS AND KERNELS,identity,233,25,1872,1896,2
reexport,NUTS and KERNELS,NUTS AND KERNELS,case,125,2,1894,1900,2
import,OIL,OIL,identity,2442,23,1872,1896,2
reexport,OIL,OIL,identity,979,21,1872,1896,2
import,Oil,OIL,case,377,3,1870,1899,2
reexport,Oil,OIL,case,33,2,1898,1899,2
import,OLEO-MARGARINE,OLEO-MARGARINE,identity,71,4,1893,1899,2
import,Oleo-Margarine,OLEO-MARGARINE,case,8,1,1894,1894,2
import,"ORE, unenumerated","ORE, unenumerated",identity,303,11,1886,1899,2
import,"ORE, Unenumerated","ORE, unenumerated",case,165,12,1872,1896,2
import,PAINTERS' COLOURS AND PIGMENTS,PAINTERS' COLOURS AND PIGMENTS,identity,244,19,1876,1896,2
import,PAINTERS COLOURS AND PIGMENTS,PAINTERS' COLOURS AND PIGMENTS,case,6,1,1874,1874,2
reexport,PAPER-MAKING MATERIALS,PAPER-MAKING MATERIALS,identity,1145,6,1893,1900,2
reexport,PAPER MAKING MATERIALS,PAPER-MAKING MATERIALS,case,13,1,1893,1893,2
import,"PERFUMERY, and Articles used in the Manufacture thereof","PERFUMERY, and Articles used in the Manufacture thereof",identity,91,7,1882,1891,2
import,PERFUMERY and Articles used in the Manufacture thereof,"PERFUMERY, and Articles used in the Manufacture thereof",case,8,1,1880,1880,2
export_uk,"PERFUMERY, of all Sorts","PERFUMERY, of all Sorts",identity,201,11,1872,1885,2
export_uk,PERFUMERY OF ALL SORTS,"PERFUMERY, of all Sorts",case,142,7,1886,1896,2
import,PETROLEUM,PETROLEUM,identity,207,25,1870,1896,2
import,Petroleum,PETROLEUM,case,46,1,1899,1899,2
reexport,"PICKLES AND VEGETABLES, Preserved in Salt","PICKLES AND VEGETABLES, Preserved in Salt",identity,9,9,1873,1881,2
reexport,"PICKLES and VEGETABLES, Preserved in Salt","PICKLES AND VEGETABLES, Preserved in Salt",case,1,1,1872,1872,2
export_uk,"PICKLES, VINEGAR, and SAUCES","PICKLES, VINEGAR, and SAUCES",identity,215,9,1873,1881,2
export_uk,"Pickles, Vinegar, and Sauces","PICKLES, VINEGAR, and SAUCES",case,30,1,1872,1872,2
import,"PICTURES and DRAWINGS, by HAND","PICTURES and DRAWINGS, by HAND",identity,198,15,1882,1896,2
import,"PICTURES AND DRAWINGS, by hand","PICTURES and DRAWINGS, by HAND",case,75,1,1895,1899,2
reexport,"PICTURES, DRAWINGS, AND PHOTOGRAPHS","PICTURES, DRAWINGS, AND PHOTOGRAPHS",identity,38,9,1873,1881,2
reexport,"PICTURES, DRAWINGS, and PHOTOGRAPHS","PICTURES, DRAWINGS, AND PHOTOGRAPHS",case,4,1,1872,1872,2
reexport,"PLANTS, SHRUBS, TREES, AND FLOWER ROOTS","PLANTS, SHRUBS, TREES, AND FLOWER ROOTS",identity,64,24,1873,1896,2
reexport,"PLANTS, SHRUBS, TREES, and FLOWER ROOTS","PLANTS, SHRUBS, TREES, AND FLOWER ROOTS",case,12,1,1900,1900,2
import,PLATE,PLATE,identity,389,15,1872,1899,2
import,Plate,PLATE,case,40,1,1900,1900,2
reexport,"PLATE, OF SILVER","PLATE, OF SILVER",identity,5,5,1877,1881,2
reexport,"PLATE, of SILVER","PLATE, OF SILVER",case,4,4,1873,1876,2
import,PLATED and GILT WARE,PLATED and GILT WARE,identity,102,14,1882,1896,2
import,PLATED AND GILT WARE,PLATED and GILT WARE,case,91,3,1893,1899,2
import,"PLATINA, Wrought or Unwrought","PLATINA, Wrought or Unwrought",identity,68,13,1882,1895,2
import,PLATINA. Wrought or Unwrought,"PLATINA, Wrought or Unwrought",case,14,2,1887,1896,2
import,PLUMBAGO,PLUMBAGO,identity,383,28,1870,1899,2
import,PLUMBAGO.,PLUMBAGO,case,4,1,1896,1896,2
import,POTATOES,POTATOES,identity,1204,27,1870,1898,2
reexport,POTATOES,POTATOES,identity,233,28,1872,1899,2
import,Potatoes,POTATOES,case,51,1,1900,1900,2
reexport,Potatoes,POTATOES,case,22,1,1900,1900,2
reexport,"POULTRY AND GAME, Alive or Dead (including RABBITS)","POULTRY AND GAME, Alive or Dead (including RABBITS)",identity,15,13,1873,1885,2
reexport,"POULTRY and GAME, Alive or Dead (including RABBITS)","POULTRY AND GAME, Alive or Dead (including RABBITS)",case,1,1,1872,1872,2
import,"POULTRY and GAME (alive or dead), including Rabbits","POULTRY and GAME (alive or dead), including Rabbits",identity,148,11,1875,1885,2
import,POULTRY and GAME (alive or dead) including Rabbits,"POULTRY and GAME (alive or dead), including Rabbits",case,20,3,1872,1874,2
import,"PRECIOUS STONES, unset","PRECIOUS STONES, unset",identity,114,7,1886,1896,2
import,PRECIOUS STONES (Unset),"PRECIOUS STONES, unset",case,78,13,1872,1884,2
reexport,PRINTS AND ENGRAVINGS,PRINTS AND ENGRAVINGS,identity,45,9,1873,1881,2
reexport,PRINTS and ENGRAVINGS,PRINTS AND ENGRAVINGS,case,1,1,1872,1872,2
import,"PRINTS, ENGRAVINGS and PHOTO- GRAPHS","PRINTS, ENGRAVINGS and PHOTOGRAPHS",dehyphen,61,5,1888,1894,2
import,"PRINTS, ENGRAVINGS, and PHOTOGRAPHS","PRINTS, ENGRAVINGS and PHOTOGRAPHS",case,6,1,1882,1882,2
export_uk,"PROVISIONS, UNENUMERATED","PROVISIONS, UNENUMERATED",identity,341,10,1872,1882,2
export_uk,"PROVISIONS, Unenumerated","PROVISIONS, UNENUMERATED",case,216,6,1884,1892,2
reexport,RABBITS (dead),RABBITS (dead),identity,268,3,1893,1899,2
reexport,Rabbits (dead),RABBITS (dead),case,47,1,1900,1900,2
reexport,RICE,RICE,identity,1027,24,1872,1899,2
reexport,Rice,RICE,case,41,2,1883,1885,2
reexport,ROSIN,ROSIN,identity,253,17,1873,1900,2
reexport,Rosin,ROSIN,case,28,3,1875,1890,2
import,Rabbits (Dead),Rabbits (Dead),identity,83,1,1900,1900,2
import,RABBITS (Dead),Rabbits (Dead),case,55,1,1895,1899,2
export_uk,SADDLERY and HARNESS,SADDLERY and HARNESS,identity,206,12,1877,1892,2
export_uk,SADDLERY AND HARNESS,SADDLERY and HARNESS,case,71,4,1872,1875,2
reexport,SAGO AND SAGO FLOUR,SAGO AND SAGO FLOUR,identity,55,11,1873,1896,2
reexport,SAGO and SAGO FLOUR,SAGO AND SAGO FLOUR,case,4,1,1872,1872,2
export_uk,SALT (Rock and White),SALT (Rock and White),identity,306,17,1872,1892,2
export_uk,"SALT, ROCK AND WHITE",SALT (Rock and White),case,134,1,1895,1899,2
reexport,SALTPETRE (Nitrate of Potash),SALTPETRE (Nitrate of Potash),identity,177,10,1887,1898,2
reexport,Saltpetre (Nitrate of Potash),SALTPETRE (Nitrate of Potash),case,41,1,1900,1900,2
export_uk,"SALTPETRE, British Prepared","SALTPETRE, British Prepared",identity,162,16,1872,1892,2
export_uk,"SALTPETRE, BRITISH PREPARED","SALTPETRE, British Prepared",case,45,1,1895,1899,2
reexport,SAUCES OR CONDIMENTS,SAUCES OR CONDIMENTS,identity,10,8,1873,1885,2
reexport,SAUCES or CONDIMENTS,SAUCES OR CONDIMENTS,case,2,2,1872,1882,2
reexport,"SAUCES or CONDIMENTS, Unenumerated","SAUCES or CONDIMENTS, Unenumerated",identity,900,2,1893,1898,2
import,"SAUCES or CONDIMENTS, Unenumerated","SAUCES or CONDIMENTS, Unenumerated",identity,179,13,1873,1899,2
import,"SAUCES or CONDIMENTS, unenumerated","SAUCES or CONDIMENTS, Unenumerated",case,128,10,1872,1896,2
reexport,"SAUCES OR CONDIMENTS, Unenumerated","SAUCES or CONDIMENTS, Unenumerated",case,24,8,1887,1895,2
import,SEEDS,SEEDS,identity,1049,28,1870,1900,2
reexport,SEEDS,SEEDS,identity,432,23,1872,1896,2
import,Seeds,SEEDS,case,93,7,1870,1899,2
reexport,Seeds,SEEDS,case,13,2,1898,1899,2
reexport,SILK,SILK,identity,6231,29,1872,1900,2
import,SILK,SILK,identity,1627,28,1870,1900,2
export_uk,SILK,SILK,identity,709,29,1870,1900,2
import,Silk,SILK,case,72,2,1898,1899,2
reexport,Silk,SILK,case,35,2,1898,1899,2
export_uk,Silk,SILK,case,23,3,1897,1899,2
import,"SKINS, FURS, and PELTS","SKINS, FURS, and PELTS",identity,2372,24,1870,1895,2
import,"Skins, Furs, and Pelts","SKINS, FURS, and PELTS",case,30,1,1870,1870,2
import,SPECIMENS illustrative of NATURAL SCIENCE,SPECIMENS illustrative of NATURAL SCIENCE,identity,34,6,1872,1892,2
import,"SPECIMENS, illustrative of NATURAL SCIENCE",SPECIMENS illustrative of NATURAL SCIENCE,case,11,2,1882,1884,2
reexport,"SPECIMENS, ILLUSTRATIVE OF NATURAL SCIENCE","SPECIMENS, ILLUSTRATIVE OF NATURAL SCIENCE",identity,21,6,1887,1896,2
reexport,"SPECIMENS, illustrative of NATURAL SCIENCE","SPECIMENS, ILLUSTRATIVE OF NATURAL SCIENCE",case,6,6,1873,1882,2
reexport,SPICES,SPICES,identity,1152,23,1872,1896,2
import,SPICES,SPICES,identity,1098,25,1870,1900,2
reexport,Spices,SPICES,case,18,2,1898,1899,2
import,Spices,SPICES,case,2,1,1870,1870,2
import,SPIRITS,SPIRITS,identity,2621,19,1872,1897,2
import,Spirits,SPIRITS,case,119,7,1870,1899,2
reexport,"SPIRITS, not Sweetened","SPIRITS, not Sweetened",identity,792,12,1885,1896,2
reexport,"Spirits, not Sweetened","SPIRITS, not Sweetened",case,59,1,1884,1884,2
reexport,SPONGE,SPONGE,identity,1183,15,1883,1900,2
import,SPONGE,SPONGE,identity,335,16,1870,1900,2
reexport,Sponge,SPONGE,case,33,3,1882,1895,2
import,Sponge,SPONGE,case,16,1,1887,1887,2
import,"STATIONERY, other than PAPER","STATIONERY, other than PAPER",identity,209,14,1881,1896,2
import,STATIONERY other than PAPER,"STATIONERY, other than PAPER",case,121,9,1872,1880,2
import,"STATIONERY, other than PAPER, including Ink","STATIONERY, other than PAPER, including Ink",identity,50,1,1895,1899,2
import,"STATIONERY, other than PAPER, in- cluding Ink","STATIONERY, other than PAPER, including Ink",dehyphen,10,1,1895,1895,2
export_uk,"STATIONERY, other than Paper","STATIONERY, other than Paper",identity,931,25,1870,1896,2
export_uk,"STATIONERY, OTHER THAN PAPER","STATIONERY, other than Paper",case,495,2,1895,1900,2
reexport,"STATIONERY, other than Paper","STATIONERY, other than Paper",identity,179,23,1872,1896,2
reexport,"Stationery, other than Paper","STATIONERY, other than Paper",case,1,1,1877,1877,2
export_uk,STONES and SLATES,STONES and SLATES,identity,391,20,1873,1892,2
export_uk,STONES AND SLATES,STONES and SLATES,case,34,3,1872,1874,2
import,"STONES, MARBLE, SLATE, and other Sorts of STONE, Rough, Hewn, or Manufactured","STONES, MARBLE, SLATE, and other Sorts of STONE, Rough, Hewn, or Manufactured",identity,25,3,1874,1881,2
import,"STONES, MARBLE, SLATE, and other Sorts of Stone, Rough, Hewn, or Manufactured","STONES, MARBLE, SLATE, and other Sorts of STONE, Rough, Hewn, or Manufactured",case,10,1,1876,1876,2
import,"STONES, MARBLE, rough hewn, or manufactured (other than Works of Art)","STONES, MARBLE, rough hewn, or manufactured (other than Works of Art)",identity,135,1,1895,1899,2
import,"STONES, MARBLE, Rough, Hewn or Manufactured (Other than Works of Art)","STONES, MARBLE, rough hewn, or manufactured (other than Works of Art)",case,18,1,1896,1896,2
reexport,"STONES, Marble and Slate, Rough Hewn, or Manufactured (other than Works of Art)","STONES, Marble and Slate, Rough Hewn, or Manufactured (other than Works of Art)",identity,51,5,1889,1896,2
reexport,"STONES. Marble and Slate, Rough Hewn, or Manufactured (other than Works of Art)","STONES, Marble and Slate, Rough Hewn, or Manufactured (other than Works of Art)",case,7,1,1888,1888,2
reexport,STRAW-PLATTING for making Hats or Bonnets,STRAW-PLATTING for making Hats or Bonnets,identity,71,5,1892,1896,2
reexport,STRAW PLATTING for making Hats or Bonnets,STRAW-PLATTING for making Hats or Bonnets,case,51,6,1886,1891,2
reexport,SUCCADES (including Fruits and Vegetables preserved in Sugar),SUCCADES (including Fruits and Vegetables preserved in Sugar),identity,10,2,1883,1886,2
reexport,SUCCADES (including Fruits and Vegetables pre- served in Sugar),SUCCADES (including Fruits and Vegetables preserved in Sugar),dehyphen,2,2,1877,1878,2
import,SUGAR,SUGAR,identity,3006,25,1872,1900,2
export_uk,SUGAR,SUGAR,identity,1026,27,1872,1900,2
reexport,SUGAR,SUGAR,identity,451,17,1872,1894,2
import,Sugar,SUGAR,case,55,2,1898,1899,2
reexport,Sugar,SUGAR,case,27,2,1898,1899,2
export_uk,Sugar,SUGAR,case,21,3,1897,1899,2
reexport,"SUGAR, (including Fruits and Vegetables preserved in Sugar)","SUGAR, (including Fruits and Vegetables preserved in Sugar)",identity,4,1,1884,1884,2
reexport,SUGAR (including Fruits and Vegetables pre- served in Sugar),"SUGAR, (including Fruits and Vegetables preserved in Sugar)",dehyphen,3,1,1876,1876,2
reexport,"SUGAR, Refined, in Lumps and Loaves","SUGAR, Refined, in Lumps and Loaves",identity,125,3,1883,1885,2
reexport,"SUGAR, REFINED, in Lumps and Loaves","SUGAR, Refined, in Lumps and Loaves",case,25,1,1886,1886,2
reexport,SUGAR. Unrefined,SUGAR. Unrefined,identity,22,1,1895,1895,2
reexport,"SUGAR, Unrefined",SUGAR. Unrefined,case,21,1,1896,1896,2
reexport,"SUGAR: Refined, or rendered by any process equal thereto, in lumps and loaves","SUGAR: Refined, or rendered by any process equal thereto, in lumps and loaves",identity,292,2,1895,1900,2
reexport,"SUGAR, Refined, or rendered by any process equal thereto, in Lumps and Loaves","SUGAR: Refined, or rendered by any process equal thereto, in lumps and loaves",case,216,7,1887,1895,2
