measure,fiscal_year,country,value,n_attest,n_agree,sources
efc,1878,other west india islands,16580,2,1,1880;1882
efc,1878,portugal,41913,7,7,1880;1882;1883;1884;1885;1887;1889
efc,1878,south africa,45019,2,1,1880;1882
efc,1878,south america,15447,7,7,1880;1882;1883;1884;1885;1887;1889
efc,1878,spain,277429,7,7,1880;1882;1883;1884;1885;1887;1889
efc,1878,spanish west indies,417178,2,2,1880;1882
efc,1878,switzer land,61178,1,1,1883
efc,1878,switzerland,61178,6,6,1880;1882;1884;1885;1887;1889
efc,1878,total,91199577,5,5,1883;1884;1885;1887;1889
efc,1878,totals,91199577,2,2,1880;1882
efc,1878,united states,48631739,7,7,1880;1882;1883;1884;1885;1887;1889
efc,1878,west indies,1033849,5,5,1883;1884;1885;1887;1889
efc,1879,australia,1851,2,2,1880;1882
efc,1879,belgium,179031,8,7,1880;1882;1883;1884;1885;1887;1889
efc,1879,british west indies,696087,3,1,1880;1882
efc,1879,china and japan,448962,8,6,1880;1882;1883;1884;1885;1887;1889
efc,1879,france,1532191,8,7,1880;1882;1883;1884;1885;1887;1889
efc,1879,french west indies,18008,3,2,1880;1882
efc,1879,germany,440909,8,7,1880;1882;1883;1884;1885;1887;1889
efc,1879,great britain,30993130,8,7,1880;1882;1883;1884;1885;1887;1889
efc,1879,holland,200575,8,7,1880;1882;1883;1884;1885;1887;1889
efc,1879,italy,33461,8,7,1880;1882;1883;1884;1885;1887;1889
efc,1879,newfoundland,639406,7,7,1880;1882;1883;1884;1885;1887;1889
efc,1879,other countries,413767,8,4,1880;1882;1883;1884;1885;1887;1889
efc,1879,other west india islands,8365,3,2,1880;1882
efc,1879,portugal,25510,8,7,1880;1882;1883;1884;1885;1887;1889
efc,1879,south africa,106592,2,2,1880;1882
efc,1879,south america,4388,8,6,1880;1882;1883;1884;1885;1887;1889
efc,1879,spain,343849,8,7,1880;1882;1883;1884;1885;1887;1889
efc,1879,spanish west indies,575969,3,2,1880;1882
efc,1879,switzer land,94781,1,1,1883
efc,1879,switzerland,94781,7,6,1880;1882;1884;1885;1887;1889
efc,1879,total,80341608,5,5,1883;1884;1885;1887;1889
efc,1879,totals,80341608,3,2,1880;1882
efc,1879,united states,43739219,8,7,1880;1882;1883;1884;1885;1887;1889
efc,1879,west indies,1252429,5,5,1883;1884;1885;1887;1889
efc,1880,australia,1881,2,2,1880;1882
efc,1880,belgium,149086,7,6,1880;1882;1883;1884;1885;1887;1889
efc,1880,british west indies,1208822,2,2,1880;1882
efc,1880,china and japan,893911,7,6,1880;1882;1883;1884;1885;1887;1889
efc,1880,france,1115841,7,7,1880;1882;1883;1884;1885;1887;1889
efc,1880,french west indies,8884,2,2,1880;1882
efc,1880,germany,449791,7,6,1880;1882;1883;1884;1885;1887;1889
efc,1880,great britain,34461224,7,6,1880;1882;1883;1884;1885;1887;1889
efc,1880,holland,171245,7,7,1880;1882;1883;1884;1885;1887;1889
efc,1880,italy,459508,7,6,1880;1882;1883;1884;1885;1887;1889
efc,1880,newfoundland,581961,7,7,1880;1882;1883;1884;1885;1887;1889
efc,1880,other countries,557689,7,5,1880;1882;1883;1884;1885;1887;1889
efc,1880,other west india islands,15986,2,1,1880;1882
efc,1880,portugal,35767,7,7,1880;1882;1883;1884;1885;1887;1889
efc,1880,south africa,136675,2,2,1880;1882
efc,1880,south america,283481,7,7,1880;1882;1883;1884;1885;1887;1889
efc,1880,spain,236518,7,6,1880;1882;1883;1884;1885;1887;1889
efc,1880,spanish west indies,1711462,2,1,1880;1882
efc,1880,switzer land,94225,1,1,1883
efc,1880,switzerland,94225,6,6,1880;1882;1884;1885;1887;1889
efc,1880,total,71782349,5,5,1883;1884;1885;1887;1889
efc,1880,totals,71782349,2,1,1880;1882
efc,1880,united states,29346948,7,7,1880;1882;1883;1884;1885;1887;1889
efc,1880,west indies,2945154,5,5,1883;1884;1885;1887;1889
efc,1881,australia,143,1,1,1882
efc,1881,belgium,412834,6,6,1882;1883;1884;1885;1887;1889
efc,1881,british west indies,1888695,1,1,1882
efc,1881,china and japan,1410973,6,6,1882;1883;1884;1885;1887;1889
efc,1881,france,1631332,6,6,1882;1883;1884;1885;1887;1889
efc,1881,french west indies,8185,1,1,1882
efc,1881,germany,934266,6,6,1882;1883;1884;1885;1887;1889
efc,1881,great britain,43583808,6,6,1882;1883;1884;1885;1887;1889
efc,1881,holland,225190,6,6,1882;1883;1884;1885;1887;1889
efc,1881,italy,88726,6,5,1882;1883;1884;1885;1887;1889
efc,1881,newfoundland,652304,6,5,1882;1883;1884;1885;1887;1889
efc,1881,other countries,916926,6,5,1882;1883;1884;1885;1887;1889
efc,1881,other west india islands,18454,1,1,1882
efc,1881,portugal,56893,6,6,1882;1883;1884;1885;1887;1889
efc,1881,south africa,138815,1,1,1882
efc,1881,south america,637620,6,6,1882;1883;1884;1885;1887;1889
efc,1881,spain,399684,6,4,1882;1883;1884;1885;1887;1889
efc,1881,spanish west indies,1899813,1,1,1882
efc,1881,switzer land,141789,1,1,1883
efc,1881,switzerland,141789,5,5,1882;1884;1885;1887;1889
efc,1881,total,91611604,5,5,1883;1884;1885;1887;1889
efc,1881,totals,91611604,1,1,1882
efc,1881,united states,36704112,6,6,1882;1883;1884;1885;1887;1889
efc,1881,west indies,3815147,5,4,1883;1884;1885;1887;1889
efc,1882,australia,2157,1,1,1882
efc,1882,belgium,503210,6,6,1882;1883;1884;1885;1887;1889
efc,1882,british west indies,1848724,1,1,1882
efc,1882,china and japan,1529042,6,5,1882;1883;1884;1885;1887;1889
efc,1882,france,2097358,6,6,1882;1883;1884;1885;1887;1889
efc,1882,french west indies,25895,1,1,1882
efc,1882,germany,1480004,6,6,1882;1883;1884;1885;1887;1889
efc,1882,great britain,50597341,6,6,1882;1883;1884;1885;1887;1889
efc,1882,holland,248043,6,6,1882;1883;1884;1885;1887;1889
efc,1882,italy,93086,6,6,1882;1883;1884;1885;1887;1889
efc,1882,newfoundland,493509,6,6,1882;1883;1884;1885;1887;1889
efc,1882,other countries,1139057,6,5,1882;1883;1884;1885;1887;1889
efc,1882,other west india islands,12597,1,1,1882
efc,1882,portugal,51912,6,6,1882;1883;1884;1885;1887;1889
efc,1882,south africa,204867,1,1,1882
efc,1882,south america,1373617,6,6,1882;1883;1884;1885;1887;1889
efc,1882,spain,462219,6,6,1882;1883;1884;1885;1887;1889
efc,1882,spanish west indies,2136168,1,1,1882
efc,1882,switzer land,268093,1,1,1883
efc,1882,switzerland,268093,5,5,1882;1884;1885;1887;1889
efc,1882,total,112648927,5,5,1883;1884;1885;1887;1889
efc,1882,totals,112648927,1,1,1882
efc,1882,united states,48289052,6,6,1882;1883;1884;1885;1887;1889
efc,1882,west indies,4023384,5,5,1883;1884;1885;1887;1889
efc,1883,belgium,415407,5,5,1883;1884;1885;1887;1889
efc,1883,china and japan,1645254,5,5,1883;1884;1885;1887;1889
efc,1883,france,2316480,5,5,1883;1884;1885;1887;1889
efc,1883,germany,1809154,5,5,1883;1884;1885;1887;1889
efc,1883,great britain,52052465,5,4,1883;1884;1885;1887;1889
efc,1883,holland,297201,5,5,1883;1884;1885;1887;1889
efc,1883,italy,104441,5,5,1883;1884;1885;1887;1889
efc,1883,newfoundland,765935,5,5,1883;1884;1885;1887;1889
efc,1883,other countries,880057,5,5,1883;1884;1885;1887;1889
efc,1883,portugal,63349,5,5,1883;1884;1885;1887;1889
efc,1883,south america,1464671,5,5,1883;1884;1885;1887;1889
efc,1883,spain,584972,5,5,1883;1884;1885;1887;1889
efc,1883,switzer land,336040,1,1,1883
efc,1883,switzerland,336040,4,4,1884;1885;1887;1889
efc,1883,total,123137019,5,5,1883;1884;1885;1887;1889
efc,1883,united states,56032333,5,4,1883;1884;1885;1887;1889
efc,1883,west indies,4369260,5,5,1883;1884;1885;1887;1889
efc,1884,belgium,459150,4,4,1884;1885;1887;1889
efc,1884,china and japan,1909562,4,4,1884;1885;1887;1889
efc,1884,france,1769849,4,4,1884;1885;1887;1889
efc,1884,germany,1975771,4,3,1884;1885;1887;1889
efc,1884,great britain,43418015,4,4,1884;1885;1887;1889
efc,1884,holland,318477,4,4,1884;1885;1887;1889
efc,1884,italy,75348,4,4,1884;1885;1887;1889
efc,1884,newfoundland,780670,4,4,1884;1885;1887;1889
efc,1884,other countries,1080231,4,4,1884;1885;1887;1889
efc,1884,portugal,67983,4,3,1884;1885;1887;1889
efc,1884,south america,1478988,4,4,1884;1885;1887;1889
efc,1884,spain,504477,4,4,1884;1885;1887;1889
efc,1884,switzerland,242380,4,4,1884;1885;1887;1889
efc,1884,total,108180644,4,4,1884;1885;1887;1889
efc,1884,united states,50492826,4,3,1884;1885;1887;1889
efc,1884,west indies,3606917,4,4,1884;1885;1887;1889
efc,1885,belgium,479260,3,3,1885;1887;1889
efc,1885,china and japan,2493451,3,2,1885;1887;1889
efc,1885,france,1935581,3,3,1885;1887;1889
efc,1885,germany,2121269,3,3,1885;1887;1889
efc,1885,great britain,41406777,3,3,1885;1887;1889
efc,1885,holland,337785,3,3,1885;1887;1889
efc,1885,italy,108162,3,3,1885;1887;1889
efc,1885,newfoundland,351105,3,3,1885;1887;1889
efc,1885,other countries,1189571,3,3,1885;1887;1889
efc,1885,portugal,60366,3,3,1885;1887;1889
efc,1885,south america,1340836,3,3,1885;1887;1889
efc,1885,spain,349215,3,2,1885;1887;1889
efc,1885,switzerland,217666,3,3,1885;1887;1889
efc,1885,total,102710019,3,3,1885;1887;1889
efc,1885,united states,47151201,3,3,1885;1887;1889
efc,1885,west indies,3162774,3,2,1885;1887;1889
efc,1886,belgium,510907,2,2,1887;1889
efc,1886,china and japan,2432585,2,2,1887;1889
efc,1886,france,1975218,2,2,1887;1889
efc,1886,germany,2155523,2,2,1887;1889
efc,1886,great britain,40601199,2,2,1887;1889
efc,1886,holland,301972,2,2,1887;1889
efc,1886,italy,106697,2,2,1887;1889
efc,1886,newfoundland,384321,2,2,1887;1889
efc,1886,other countries,1391739,2,2,1887;1889
efc,1886,portugal,56477,2,2,1887;1889
efc,1886,south america,1100995,2,2,1887;1889
efc,1886,spain,379465,2,2,1887;1889
efc,1886,switzerland,203085,2,2,1887;1889
efc,1886,total,99602694,2,2,1887;1889
efc,1886,united states,44858039,2,2,1887;1889
efc,1886,west indies,3144472,2,2,1887;1889
efc,1887,belgium,703851,2,2,1887;1889
efc,1887,china and japan,2750388,2,2,1887;1889
efc,1887,france,2073470,2,2,1887;1889
efc,1887,germany,3235449,2,2,1887;1889
efc,1887,great britain,44962233,2,1,1887;1889
efc,1887,holland,295061,2,2,1887;1889
efc,1887,italy,119889,2,2,1887;1889
efc,1887,newfoundland,354342,2,2,1887;1889
efc,1887,other countries,2209902,2,2,1887;1889
efc,1887,portugal,58143,2,2,1887;1889
efc,1887,south america,1198406,2,2,1887;1889
efc,1887,spain,409269,2,2,1887;1889
efc,1887,switzerland,219777,2,2,1887;1889
efc,1887,total,105639428,2,2,1887;1889
efc,1887,united states,45107066,2,2,1887;1889
efc,1887,west indies,1942182,2,2,1887;1889
efc,1888,belgium,488743,1,1,1889
efc,1888,china and japan,2128707,1,1,1889
efc,1888,france,2244784,1,1,1889
efc,1888,germany,3364563,1,1,1889
efc,1888,great britain,39298721,1,1,1889
efc,1888,holland,331791,1,1,1889
efc,1888,italy,180726,1,1,1889
efc,1888,newfoundland,421599,1,1,1889
efc,1888,other countries,1117006,1,1,1889
efc,1888,portugal,74576,1,1,1889
efc,1888,south america,876603,1,1,1889
efc,1888,spain,374932,1,1,1889
efc,1888,switzerland,193838,1,1,1889
efc,1888,total,102847100,1,1,1889
efc,1888,united states,48481848,1,1,1889
efc,1888,west indies,3268663,1,1,1889
efc,1889,belgium,530740,1,1,1889
efc,1889,china and japan,1964538,1,1,1889
efc,1889,france,2228683,1,1,1889
efc,1889,germany,3692570,1,1,1889
efc,1889,great britain,42317389,1,1,1889
efc,1889,holland,413080,1,1,1889
efc,1889,italy,126124,1,1,1889
efc,1889,newfoundland,488161,1,1,1889
efc,1889,other countries,2025237,1,1,1889
efc,1889,portugal,72085,1,1,1889
efc,1889,south america,1324588,1,1,1889
efc,1889,spain,407268,1,1,1889
efc,1889,switzerland,166890,1,1,1889
efc,1889,total,109673447,1,1,1889
efc,1889,united states,50537440,1,1,1889
efc,1889,west indies,3378654,1,1,1889
exports,1872,australia,30823,1,1,1873
exports,1872,belgium,60777,1,1,1873
exports,1872,british north american provinces,1767866,1,1,1873
exports,1872,british west indies,2319702,1,1,1873
exports,1872,china and japan,49711,1,1,1873
exports,1872,france,102242,1,1,1873
exports,1872,french do,273547,1,1,1873
exports,1872,germany,36232,1,1,1873
exports,1872,goods not the produce of canada,12798182,1,1,1873
exports,1872,great britain,25862940,1,1,1873
exports,1872,holland,6376,1,1,1873
exports,1872,italy,209189,1,1,1873
exports,1872,other countries,220453,1,1,1873
exports,1872,other west india islands,100222,1,1,1873
exports,1872,portugal,122225,1,1,1873
exports,1872,south africa,5618,1,1,1873
exports,1872,south america,782854,1,1,1873
exports,1872,spain,25084,1,1,1873
exports,1872,spanish west indies,1632681,1,1,1873
exports,1872,total,82639663,1,1,1873
exports,1872,united states,36232939,1,1,1873
exports,1873,australia,41822,7,6,1873;1877;1883;1884;1885;1887;1889
exports,1873,b n a provinces,2800555,1,1,1877
exports,1873,belgium,17754,7,7,1873;1877;1883;1884;1885;1887;1889
exports,1873,british north american provinces,2283638,1,1,1873
exports,1873,british west indies,1969543,2,1,1873;1877
exports,1873,china and japan,46466,7,6,1873;1877;1883;1884;1885;1887;1889
exports,1873,france,31907,7,4,1873;1877;1883;1884;1885;1887;1889
exports,1873,french do,299909,2,1,1873;1877
exports,1873,germany,76553,7,7,1873;1877;1883;1884;1885;1887;1889
exports,1873,goods not the produce of canada,9405910,1,1,1873
exports,1873,great britain,38743848,7,6,1873;1877;1883;1884;1885;1887;1889
exports,1873,holland,13142,7,7,1873;1877;1883;1884;1885;1887;1889
exports,1873,italy,177232,7,7,1873;1877;1883;1884;1885;1887;1889
exports,1873,newfoundland,2800555,5,5,1883;1884;1885;1887;1889
exports,1873,other countries,277954,7,5,1873;1877;1883;1884;1885;1887;1889
exports,1873,other west india islands,94950,2,1,1873;1877
exports,1873,portugal,191156,7,7,1873;1877;1883;1884;1885;1887;1889
exports,1873,south africa,4978,2,2,1873;1877
exports,1873,south america,1285434,7,6,1873;1877;1883;1884;1885;1887;1889
exports,1873,spain,25080,7,7,1873;1877;1883;1884;1885;1887;1889
exports,1873,spanish do,1624191,1,1,1877
exports,1873,spanish west indies,1614312,1,1,1873
exports,1873,total,89789922,6,5,1873;1883;1884;1885;1887;1889
exports,1873,totals,89789922,1,1,1877
exports,1873,united states,42072526,7,6,1873;1877;1883;1884;1885;1887;1889
exports,1873,west indies,3988493,5,5,1883;1884;1885;1887;1889
exports,1874,australia,98733,6,6,1877;1883;1884;1885;1887;1889
exports,1874,b n a provinces,1569079,1,1,1877
exports,1874,belgium,240494,6,6,1877;1883;1884;1885;1887;1889
exports,1874,british west indies,1997078,1,1,1877
exports,1874,china and japan,39222,6,6,1877;1883;1884;1885;1887;1889
exports,1874,france,267212,6,6,1877;1883;1884;1885;1887;1889
exports,1874,french do,380609,1,1,1877
exports,1874,germany,65511,6,6,1877;1883;1884;1885;1887;1889
exports,1874,great britain,45003882,6,6,1877;1883;1884;1885;1887;1889
exports,1874,holland,14905,6,6,1877;1883;1884;1885;1887;1889
exports,1874,italy,190211,6,6,1877;1883;1884;1885;1887;1889
exports,1874,newfoundland,1569079,5,5,1883;1884;1885;1887;1889
exports,1874,other countries,432171,6,5,1877;1883;1884;1885;1887;1889
exports,1874,other west india islands,145988,1,1,1877
exports,1874,portugal,193463,6,6,1877;1883;1884;1885;1887;1889
exports,1874,south america,1212978,6,6,1877;1883;1884;1885;1887;1889
exports,1874,spain,960,6,6,1877;1883;1884;1885;1887;1889
exports,1874,spanish do,1255121,1,1,1877
exports,1874,total,89351928,5,3,1883;1884;1885;1887;1889
exports,1874,totals,89351928,1,1,1877
exports,1874,united states,36244311,6,5,1877;1883;1884;1885;1887;1889
exports,1874,west indies,3778796,5,5,1883;1884;1885;1887;1889
exports,1875,australia,181938,7,7,1877;1880;1883;1884;1885;1887;1889
exports,1875,b n a provinces,1901831,1,1,1877
exports,1875,belgium,59563,7,7,1877;1880;1883;1884;1885;1887;1889
exports,1875,british west indies,2283973,2,2,1877;1880
exports,1875,china and japan,37046,7,6,1877;1880;1883;1884;1885;1887;1889
exports,1875,france,212767,7,7,1877;1880;1883;1884;1885;1887;1889
exports,1875,french do,371477,1,1,1877
exports,1875,french west indies,371477,1,1,1880
exports,1875,germany,91019,7,7,1877;1880;1883;1884;1885;1887;1889
exports,1875,great britain,40032902,7,6,1877;1880;1883;1884;1885;1887;1889
exports,1875,holland,28724,7,6,1877;1880;1883;1884;1885;1887;1889
exports,1875,italy,170408,7,7,1877;1880;1883;1884;1885;1887;1889
exports,1875,newfoundland,1901831,6,6,1880;1883;1884;1885;1887;1889
exports,1875,other countries,349411,7,5,1877;1880;1883;1884;1885;1887;1889
exports,1875,other w india islands,248055,1,1,1880
exports,1875,other west india islands,248055,1,1,1877
exports,1875,portugal,170784,7,7,1877;1880;1883;1884;1885;1887;1889
exports,1875,south africa,30834,2,2,1877;1880
exports,1875,south america,785797,7,7,1877;1880;1883;1884;1885;1887;1889
exports,1875,spain,7300,7,7,1877;1880;1883;1884;1885;1887;1889
exports,1875,spanish do,1042001,1,1,1877
exports,1875,spanish west indies,1042001,1,1,1880
exports,1875,total,77886979,5,5,1883;1884;1885;1887;1889
exports,1875,totals,77866979,2,1,1877;1880
exports,1875,united states,29911983,7,7,1877;1880;1883;1884;1885;1887;1889
exports,1875,west indies,3945506,5,5,1883;1884;1885;1887;1889
exports,1876,australia,79643,8,8,1877;1880;1882;1883;1884;1885;1887;1889
exports,1876,b n a provinces,1900891,1,1,1877
exports,1876,belgium,13825,8,7,1877;1880;1882;1883;1884;1885;1887;1889
exports,1876,british west indies,2148491,3,3,1877;1880;1882
exports,1876,china and japan,23075,8,8,1877;1880;1882;1883;1884;1885;1887;1889
exports,1876,france,553935,8,8,1877;1880;1882;1883;1884;1885;1887;1889
exports,1876,french do,292995,1,1,1877
exports,1876,french west indies,292995,2,1,1880;1882
exports,1876,germany,125768,8,8,1877;1880;1882;1883;1884;1885;1887;1889
exports,1876,great britain,40723477,8,8,1877;1880;1882;1883;1884;1885;1887;1889
exports,1876,holland,30816,8,6,1877;1880;1882;1883;1884;1885;1887;1889
exports,1876,italy,142787,8,8,1877;1880;1882;1883;1884;1885;1887;1889
exports,1876,navfoundland,1900891,1,1,1882
exports,1876,newfoundland,1900891,6,6,1880;1883;1884;1885;1887;1889
exports,1876,other countries,938273,8,5,1877;1880;1882;1883;1884;1885;1887;1889
exports,1876,other w india islands,87705,1,1,1880
exports,1876,other west india islands,87705,2,2,1877;1882
exports,1876,portugal,127540,8,8,1877;1880;1882;1883;1884;1885;1887;1889
exports,1876,south africa,23964,3,3,1877;1880;1882
exports,1876,south america,688209,8,8,1877;1880;1882;1883;1884;1885;1887;1889
exports,1876,spain,9417,8,8,1877;1880;1882;1883;1884;1885;1887;1889
exports,1876,spanish do,1146129,1,1,1877
exports,1876,spanish west indies,1146129,2,2,1880;1882
exports,1876,total,80966435,5,4,1883;1884;1885;1887;1889
exports,1876,totals,80966435,3,3,1877;1880;1882
exports,1876,united states,31933459,8,8,1877;1880;1882;1883;1884;1885;1887;1889
exports,1876,west indies,3675320,5,5,1883;1884;1885;1887;1889
exports,1877,australia,185610,8,8,1877;1880;1882;1883;1884;1885;1887;1889
exports,1877,b n a provinces,2112106,1,1,1877
exports,1877,belgium,66912,8,8,1877;1880;1882;1883;1884;1885;1887;1889
exports,1877,british west indies,2194649,3,3,1877;1880;1882
exports,1877,china and japan,37149,8,8,1877;1880;1882;1883;1884;1885;1887;1889
exports,1877,france,319330,8,8,1877;1880;1882;1883;1884;1885;1887;1889
exports,1877,french do,160212,1,1,1877
exports,1877,french west indies,160212,2,2,1880;1882
exports,1877,germany,34324,8,8,1877;1880;1882;1883;1884;1885;1887;1889
exports,1877,great britain,41567469,8,7,1877;1880;1882;1883;1884;1885;1887;1889
exports,1877,holland,94303,8,8,1877;1880;1882;1883;1884;1885;1887;1889
exports,1877,italy,213692,8,8,1877;1880;1882;1883;1884;1885;1887;1889
exports,1877,navfoundland,2112106,1,1,1882
exports,1877,newfoundland,2112106,6,6,1880;1883;1884;1885;1887;1889
exports,1877,other countries,836151,8,5,1877;1880;1882;1883;1884;1885;1887;1889
exports,1877,other w india islands,149622,1,1,1880
exports,1877,other west india islands,149622,2,2,1877;1882
exports,1877,portugal,129960,8,7,1877;1880;1882;1883;1884;1885;1887;1889
exports,1877,south africa,23170,3,3,1877;1880;1882
exports,1877,south america,651625,8,8,1877;1880;1882;1883;1884;1885;1887;1889
exports,1877,spain,62659,8,7,1877;1880;1882;1883;1884;1885;1887;1889
exports,1877,spanish do,1284375,1,1,1877
exports,1877,spanish west indies,1284375,2,2,1880;1882
exports,1877,total,75875393,5,5,1883;1884;1885;1887;1889
exports,1877,totals,75875393,3,2,1877;1880;1882
exports,1877,united states,25775245,8,8,1877;1880;1882;1883;1884;1885;1887;1889
exports,1877,west indies,3788858,5,5,1883;1884;1885;1887;1889
exports,1878,australia,370723,7,7,1880;1882;1883;1884;1885;1887;1889
exports,1878,belgium,49998,7,7,1880;1882;1883;1884;1885;1887;1889
exports,1878,british west indies,1950144,2,2,1880;1882
exports,1878,china and japan,102568,7,5,1880;1882;1883;1884;1885;1887;1889
exports,1878,france,369391,7,7,1880;1882;1883;1884;1885;1887;1889
exports,1878,french west indies,246738,2,2,1880;1882
exports,1878,germany,122254,7,7,1880;1882;1883;1884;1885;1887;1889
exports,1878,great britain,45941539,7,5,1880;1882;1883;1884;1885;1887;1889
exports,1878,holland,53750,7,7,1880;1882;1883;1884;1885;1887;1889
exports,1878,italy,151861,7,6,1880;1882;1883;1884;1885;1887;1889
exports,1878,navfoundland,2094652,1,1,1882
exports,1878,newfoundland,2094682,6,6,1880;1883;1884;1885;1887;1889
exports,1878,other countries,651655,7,5,1880;1882;1883;1884;1885;1887;1889
exports,1878,other w india islands,127458,1,1,1880
exports,1878,other west india islands,127498,1,1,1882
exports,1878,portugal,104028,7,7,1880;1882;1883;1884;1885;1887;1889
exports,1878,south africa,46385,2,1,1880;1882
exports,1878,south america,654357,7,6,1880;1882;1883;1884;1885;1887;1889
exports,1878,spain,47816,7,7,1880;1882;1883;1884;1885;1887;1889
exports,1878,spanish west indies,1089807,2,2,1880;1882
exports,1878,total,79323667,5,5,1883;1884;1885;1887;1889
exports,1878,totals,79323667,2,2,1880;1882
exports,1878,united states,25244898,7,5,1880;1882;1883;1884;1885;1887;1889
exports,1878,west indies,3414147,5,5,1883;1884;1885;1887;1889
exports,1879,australia,290762,7,7,1880;1882;1883;1884;1885;1887;1889
exports,1879,belgium,40430,7,7,1880;1882;1883;1884;1885;1887;1889
exports,1879,british west indies,1955584,2,2,1880;1882
exports,1879,china and japan,56551,7,7,1880;1882;1883;1884;1885;1887;1889
exports,1879,france,714875,7,7,1880;1882;1883;1884;1885;1887;1889
exports,1879,french west indies,219121,2,2,1880;1882
exports,1879,germany,112090,7,7,1880;1882;1883;1884;1885;1887;1889
exports,1879,great britain,36295718,7,7,1880;1882;1883;1884;1885;1887;1889
exports,1879,holland,9713,7,7,1880;1882;1883;1884;1885;1887;1889
exports,1879,italy,148472,7,7,1880;1882;1883;1884;1885;1887;1889
exports,1879,navfoundland,1641417,1,1,1882
exports,1879,newfoundland,1641417,6,6,1880;1883;1884;1885;1887;1889
exports,1879,other countries,587270,7,5,1880;1882;1883;1884;1885;1887;1889
exports,1879,other w india islands,88367,1,1,1880
exports,1879,other west india islands,88367,1,1,1882
exports,1879,portugal,135748,7,6,1880;1882;1883;1884;1885;1887;1889
exports,1879,south africa,45515,2,2,1880;1882
exports,1879,south america,741442,7,7,1880;1882;1883;1884;1885;1887;1889
exports,1879,spain,50596,7,7,1880;1882;1883;1884;1885;1887;1889
exports,1879,spanish west indies,1237598,2,2,1880;1882
exports,1879,total,71491255,5,5,1883;1884;1885;1887;1889
exports,1879,totals,71491255,2,2,1880;1882
exports,1879,united states,27165501,7,7,1880;1882;1883;1884;1885;1887;1889
exports,1879,west indies,3500670,5,5,1883;1884;1885;1887;1889
exports,1880,australia,139901,7,6,1880;1882;1883;1884;1885;1887;1889
exports,1880,belgium,688811,7,7,1880;1882;1883;1884;1885;1887;1889
exports,1880,british west indies,1906053,2,2,1880;1882
exports,1880,china and japan,37546,7,7,1880;1882;1883;1884;1885;1887;1889
exports,1880,france,812829,7,6,1880;1882;1883;1884;1885;1887;1889
exports,1880,french west indies,222973,2,1,1880;1882
exports,1880,germany,82237,7,7,1880;1882;1883;1884;1885;1887;1889
exports,1880,great britain,45846062,7,5,1880;1882;1883;1884;1885;1887;1889
exports,1880,holland,102592,7,6,1880;1882;1883;1884;1885;1887;1889
exports,1880,italy,163787,7,7,1880;1882;1883;1884;1885;1887;1889
exports,1880,navfoundland,1510300,1,1,1882
exports,1880,newfoundland,1510300,6,6,1880;1883;1884;1885;1887;1889
exports,1880,other countries,616829,7,5,1880;1882;1883;1884;1885;1887;1889
exports,1880,other w india islands,94489,1,1,1880
exports,1880,other west india islands,94489,1,1,1882
exports,1880,portugal,165885,7,7,1880;1882;1883;1884;1885;1887;1889
exports,1880,south africa,82178,2,2,1880;1882
exports,1880,south america,789940,7,7,1880;1882;1883;1884;1885;1887;1889
exports,1880,spain,60727,7,7,1880;1882;1883;1884;1885;1887;1889
exports,1880,spanish west indies,1319598,2,1,1880;1882
exports,1880,total,87911458,5,5,1883;1884;1885;1887;1889
exports,1880,totals,87911458,2,2,1880;1882
exports,1880,united states,33349909,7,7,1880;1882;1883;1884;1885;1887;1889
exports,1880,west indies,3544103,5,5,1883;1884;1885;1887;1889
exports,1881,australia,146363,6,6,1882;1883;1884;1885;1887;1889
exports,1881,belgium,258433,6,5,1882;1883;1884;1885;1887;1889
exports,1881,british west indies,1787813,1,1,1882
exports,1881,china and japan,19761,6,5,1882;1883;1884;1885;1887;1889
exports,1881,france,662711,6,5,1882;1883;1884;1885;1887;1889
exports,1881,french west indies,111175,1,1,1882
exports,1881,germany,84932,6,6,1882;1883;1884;1885;1887;1889
exports,1881,great britain,53751570,6,6,1882;1883;1884;1885;1887;1889
exports,1881,holland,215754,6,6,1882;1883;1884;1885;1887;1889
exports,1881,italy,145997,6,6,1882;1883;1884;1885;1887;1889
exports,1881,navfoundland,1523469,1,1,1882
exports,1881,newfoundland,1523469,5,5,1883;1884;1885;1887;1889
exports,1881,other countries,580881,6,5,1882;1883;1884;1885;1887;1889
exports,1881,other west india islands,80769,1,1,1882
exports,1881,portugal,108594,6,6,1882;1883;1884;1885;1887;1889
exports,1881,south africa,81644,1,1,1882
exports,1881,south america,732111,6,6,1882;1883;1884;1885;1887;1889
exports,1881,spain,46653,6,6,1882;1883;1884;1885;1887;1889
exports,1881,spanish west indies,1167612,1,1,1882
exports,1881,total,98290823,5,5,1883;1884;1885;1887;1889
exports,1881,totals,98290823,1,1,1882
exports,1881,united states,36866225,6,6,1882;1883;1884;1885;1887;1889
exports,1881,west indies,3147369,5,5,1883;1884;1885;1887;1889
exports,1882,australia,340608,6,6,1882;1883;1884;1885;1887;1889
exports,1882,belgium,142358,6,4,1882;1883;1884;1885;1887;1889
exports,1882,british west indies,1688962,1,1,1882
exports,1882,china and japan,106675,6,6,1882;1883;1884;1885;1887;1889
exports,1882,france,825573,6,6,1882;1883;1884;1885;1887;1889
exports,1882,french west indies,155219,1,1,1882
exports,1882,germany,153114,6,6,1882;1883;1884;1885;1887;1889
