year,commodity,country_raw,country_norm,to_location,quantity,unit,value,currency,series,note,is_world,world_rank,value_is_zero,sheet,src_row
1868,Tallow,Other Parts,other parts,United Kingdom,7953.0,CWTS (Hundredweights),19272.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),99868
1868,Tallow,United States Pacific Ports,united states pacific ports,United Kingdom,666.0,CWTS (Hundredweights),1424.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),99869
1868,Tallow,South Sea Islands,south sea islands,United Kingdom,3494.0,CWTS (Hundredweights),8386.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),99870
1869,Tallow,Brazil,brazil,United Kingdom,39220.0,CWTS (Hundredweights),88887.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),99877
1869,Tallow,France,france,United Kingdom,41074.0,CWTS (Hundredweights),91962.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),99878
1869,Tallow,World,world,United Kingdom,1225789.0,CWTS (Hundredweights),2770285.0,British Pound,HCPP_Annual Statement of Trade,,1,1,0,Tallow (raw),99879
1869,Tallow,Belgium,belgium,United Kingdom,15987.0,CWTS (Hundredweights),37223.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),99880
1869,Tallow,Australia,australia,United Kingdom,224186.0,CWTS (Hundredweights),487291.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),99881
1869,Tallow,Uruguay,uruguay,United Kingdom,122321.0,CWTS (Hundredweights),279291.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),99882
1869,Tallow,Russia,russia,United Kingdom,319801.0,CWTS (Hundredweights),738090.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),99883
1869,Tallow,United States North Atlantic Ports,united states north atlantic ports,United Kingdom,170795.0,CWTS (Hundredweights),389087.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),99884
1869,Tallow,United States South Atlantic Ports,united states south atlantic ports,United Kingdom,5347.0,CWTS (Hundredweights),12303.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),99885
1869,Tallow,Argentine Confederation ,argentine confederation,United Kingdom,270165.0,CWTS (Hundredweights),608862.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),99886
1869,Tallow,Other Parts,other parts,United Kingdom,9560.0,CWTS (Hundredweights),21562.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),99887
1869,Tallow,British India Bengal and Pegu,british india bengal and pegu,United Kingdom,4396.0,CWTS (Hundredweights),9253.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),99888
1869,Tallow,Spain,spain,United Kingdom,2937.0,CWTS (Hundredweights),6474.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),99889
1870,Tallow,World,world,London,776398.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Annual Statement of Trade,,1,1,1,Tallow (raw),99892
1870,Tallow,Brazil,brazil,United Kingdom,22836.0,CWTS (Hundredweights),50972.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),99893
1870,Tallow,France,france,United Kingdom,82687.0,CWTS (Hundredweights),173401.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),99894
1870,Tallow,World,world,United Kingdom,1523298.0,CWTS (Hundredweights),3292215.0,British Pound,HCPP_Annual Statement of Trade,,1,2,0,Tallow (raw),99895
1870,Tallow,Belgium,belgium,United Kingdom,16264.0,CWTS (Hundredweights),35088.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),99896
1870,Tallow,Australia,australia,United Kingdom,490695.0,CWTS (Hundredweights),1022924.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),99897
1870,Tallow,Uruguay,uruguay,United Kingdom,146217.0,CWTS (Hundredweights),322830.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),99898
1870,Tallow,Russia,russia,United Kingdom,242541.0,CWTS (Hundredweights),535859.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),99899
1870,Tallow,United States North Atlantic Ports,united states north atlantic ports,United Kingdom,170536.0,CWTS (Hundredweights),375137.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),99900
1870,Tallow,United States South Atlantic Ports,united states south atlantic ports,United Kingdom,20769.0,CWTS (Hundredweights),45808.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),99901
1870,Tallow,Argentine Confederation ,argentine confederation,United Kingdom,304560.0,CWTS (Hundredweights),673260.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),99902
1870,Tallow,Other Parts,other parts,United Kingdom,13588.0,CWTS (Hundredweights),29935.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),99903
1870,Tallow,British India Madras,british india madras,United Kingdom,210.0,CWTS (Hundredweights),415.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),99904
1870,Tallow,British India Bengal and Pegu,british india bengal and pegu,United Kingdom,5864.0,CWTS (Hundredweights),12490.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),99905
1870,Tallow,United States Pacific Ports,united states pacific ports,United Kingdom,5850.0,CWTS (Hundredweights),12724.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),99906
1870,Tallow,British India Bombay and Scinde,british india bombay and scinde,United Kingdom,681.0,CWTS (Hundredweights),1372.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),99907
1870,Tallow,World,world,Liverpool,505102.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Annual Statement of Trade,,1,3,1,Tallow (raw),99908
1871,Tallow and Stearine,France,france,United Kingdom,15741.0,CWTS (Hundredweights),33290.0,British Pound,HCPP_Annual Statement of Trade,ImageQuality,0,,,Tallow (raw),100020
1871,Tallow and Stearine,Holland,holland,United Kingdom,4473.0,CWTS (Hundredweights),12423.0,British Pound,HCPP_Annual Statement of Trade,ImageQuality,0,,,Tallow (raw),100021
1871,Tallow and Stearine,World,world,United Kingdom,1491931.0,CWTS (Hundredweights),3134531.0,British Pound,HCPP_Annual Statement of Trade,Possible errors: bad scan,1,1,0,Tallow (raw),100022
1871,Tallow and Stearine,Belgium,belgium,United Kingdom,6215.0,CWTS (Hundredweights),14121.0,British Pound,HCPP_Annual Statement of Trade,ImageQuality,0,,,Tallow (raw),100023
1871,Tallow and Stearine,Australia,australia,United Kingdom,520284.0,CWTS (Hundredweights),1015433.0,British Pound,HCPP_Annual Statement of Trade,ImageQuality,0,,,Tallow (raw),100024
1871,Tallow and Stearine,Peru,peru,United Kingdom,7840.0,CWTS (Hundredweights),21200.0,British Pound,HCPP_Annual Statement of Trade,ImageQuality,0,,,Tallow (raw),100025
1871,Tallow and Stearine,Uruguay,uruguay,United Kingdom,139772.0,CWTS (Hundredweights),308996.0,British Pound,HCPP_Annual Statement of Trade,ImageQuality,0,,,Tallow (raw),100026
1871,Tallow and Stearine,Russia,russia,United Kingdom,168632.0,CWTS (Hundredweights),379862.0,British Pound,HCPP_Annual Statement of Trade,ImageQuality,0,,,Tallow (raw),100027
1871,Tallow and Stearine,Argentine Confederation ,argentine confederation,United Kingdom,349521.0,CWTS (Hundredweights),759717.0,British Pound,HCPP_Annual Statement of Trade,ImageQuality,0,,,Tallow (raw),100028
1871,Tallow and Stearine,United States of America,united states of america,United Kingdom,260231.0,CWTS (Hundredweights),551827.0,British Pound,HCPP_Annual Statement of Trade,ImageQuality,0,,,Tallow (raw),100029
1871,Tallow and Stearine,Other Countries,other countries,United Kingdom,19222.0,CWTS (Hundredweights),37662.0,British Pound,HCPP_Annual Statement of Trade,ImageQuality,0,,,Tallow (raw),100030
1872,Tallow and Stearine,Argentine Republic,argentine republic,United Kingdom,227120.0,CWTS (Hundredweights),504052.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100031
1872,Tallow and Stearine,Brazil,brazil,United Kingdom,11066.0,CWTS (Hundredweights),24149.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100032
1872,Tallow and Stearine,France,france,United Kingdom,5439.0,CWTS (Hundredweights),12561.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100033
1872,Tallow and Stearine,Holland,holland,United Kingdom,3929.0,CWTS (Hundredweights),10854.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100034
1872,Tallow and Stearine,World,world,United Kingdom,1328444.0,CWTS (Hundredweights),2848164.0,British Pound,HCPP_Annual Statement of Trade,,1,1,0,Tallow (raw),100035
1872,Tallow and Stearine,Australia,australia,United Kingdom,505023.0,CWTS (Hundredweights),1041992.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100036
1872,Tallow and Stearine,Uruguay,uruguay,United Kingdom,104562.0,CWTS (Hundredweights),228824.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100037
1872,Tallow and Stearine,Russia,russia,United Kingdom,129496.0,CWTS (Hundredweights),297147.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100038
1872,Tallow and Stearine,United States of America,united states of america,United Kingdom,328061.0,CWTS (Hundredweights),698918.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100039
1872,Tallow and Stearine,Other Countries,other countries,United Kingdom,13748.0,CWTS (Hundredweights),29667.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100040
1873,Tallow and Stearine,Argentine Republic,argentine republic,United Kingdom,319918.0,CWTS (Hundredweights),651999.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100041
1873,Tallow and Stearine,Brazil,brazil,United Kingdom,33134.0,CWTS (Hundredweights),67808.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100042
1873,Tallow and Stearine,France,france,United Kingdom,7019.0,CWTS (Hundredweights),21331.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100043
1873,Tallow and Stearine,Holland,holland,United Kingdom,6779.0,CWTS (Hundredweights),20224.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100044
1873,Tallow and Stearine,World,world,United Kingdom,1527321.0,CWTS (Hundredweights),3152413.0,British Pound,HCPP_Annual Statement of Trade,,1,1,0,Tallow (raw),100045
1873,Tallow and Stearine,British North America,british north america,United Kingdom,11957.0,CWTS (Hundredweights),23517.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100046
1873,Tallow and Stearine,Australia,australia,United Kingdom,290107.0,CWTS (Hundredweights),580829.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100047
1873,Tallow and Stearine,Uruguay,uruguay,United Kingdom,144860.0,CWTS (Hundredweights),303962.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100048
1873,Tallow and Stearine,Russia,russia,United Kingdom,210009.0,CWTS (Hundredweights),448118.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100049
1873,Tallow and Stearine,United States of America,united states of america,United Kingdom,493138.0,CWTS (Hundredweights),1012102.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100050
1873,Tallow and Stearine,Other Countries,other countries,United Kingdom,10400.0,CWTS (Hundredweights),22523.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100051
1874,Tallow and Stearine,Argentine Republic,argentine republic,United Kingdom,176506.0,CWTS (Hundredweights),354209.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100052
1874,Tallow and Stearine,Brazil,brazil,United Kingdom,8844.0,CWTS (Hundredweights),17077.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100053
1874,Tallow and Stearine,France,france,United Kingdom,13792.0,CWTS (Hundredweights),29854.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100054
1874,Tallow and Stearine,Holland,holland,United Kingdom,2463.0,CWTS (Hundredweights),8407.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100055
1874,Tallow and Stearine,World,world,United Kingdom,1155243.0,CWTS (Hundredweights),2331479.0,British Pound,HCPP_Annual Statement of Trade,,1,1,0,Tallow (raw),100056
1874,Tallow and Stearine,British North America,british north america,United Kingdom,6432.0,CWTS (Hundredweights),12644.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100057
1874,Tallow and Stearine,Australia,australia,United Kingdom,281771.0,CWTS (Hundredweights),533915.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100058
1874,Tallow and Stearine,Uruguay,uruguay,United Kingdom,120429.0,CWTS (Hundredweights),244397.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100059
1874,Tallow and Stearine,Russia,russia,United Kingdom,81704.0,CWTS (Hundredweights),183183.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100060
1874,Tallow and Stearine,United States of America,united states of america,United Kingdom,441207.0,CWTS (Hundredweights),896477.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100061
1874,Tallow and Stearine,Other Countries,other countries,United Kingdom,22095.0,CWTS (Hundredweights),51316.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100062
1875,Tallow and Stearine,World,world,London,384455.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Annual Statement of Trade,,1,1,1,Tallow (raw),100063
1875,Tallow and Stearine,Argentine Republic,argentine republic,United Kingdom,110978.0,CWTS (Hundredweights),239505.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100064
1875,Tallow and Stearine,France,france,United Kingdom,23387.0,CWTS (Hundredweights),58338.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100065
1875,Tallow and Stearine,Holland,holland,United Kingdom,3749.0,CWTS (Hundredweights),11248.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100066
1875,Tallow and Stearine,World,world,United Kingdom,967396.0,CWTS (Hundredweights),2045863.0,British Pound,HCPP_Annual Statement of Trade,,1,2,0,Tallow (raw),100067
1875,Tallow and Stearine,World,world,United Kingdom,987396.0,CWTS (Hundredweights),2045863.0,British Pound,HCPP_Annual Statement of Trade,,1,3,0,Tallow (raw),100068
1875,Tallow and Stearine,Belgium,belgium,United Kingdom,11801.0,CWTS (Hundredweights),29524.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100069
1875,Tallow and Stearine,Australia,australia,United Kingdom,270498.0,CWTS (Hundredweights),523695.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100070
1875,Tallow and Stearine,Peru,peru,United Kingdom,10713.0,CWTS (Hundredweights),19600.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100071
1875,Tallow and Stearine,Uruguay,uruguay,United Kingdom,104315.0,CWTS (Hundredweights),222871.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100072
1875,Tallow and Stearine,Russia,russia,United Kingdom,50517.0,CWTS (Hundredweights),128668.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100073
1875,Tallow and Stearine,United States of America,united states of america,United Kingdom,360754.0,CWTS (Hundredweights),768317.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100074
1875,Tallow and Stearine,Other Countries,other countries,United Kingdom,20684.0,CWTS (Hundredweights),44097.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100075
1875,Tallow and Stearine,World,world,Liverpool,399654.0,CWTS (Hundredweights),0.0,British Pound,HCPP_Annual Statement of Trade,,1,4,1,Tallow (raw),100076
1876,Tallow and Stearine,Argentine Republic,argentine republic,United Kingdom,253633.0,CWTS (Hundredweights),540799.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100077
1876,Tallow and Stearine,Brazil,brazil,United Kingdom,7344.0,CWTS (Hundredweights),15730.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100078
1876,Tallow and Stearine,France,france,United Kingdom,10218.0,CWTS (Hundredweights),26203.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100079
1876,Tallow and Stearine,Holland,holland,United Kingdom,3010.0,CWTS (Hundredweights),8579.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100080
1876,Tallow and Stearine,World,world,United Kingdom,1344445.0,CWTS (Hundredweights),2875170.0,British Pound,HCPP_Annual Statement of Trade,,1,1,0,Tallow (raw),100081
1876,Tallow and Stearine,Belgium,belgium,United Kingdom,10600.0,CWTS (Hundredweights),25257.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100082
1876,Tallow and Stearine,Australia,australia,United Kingdom,267932.0,CWTS (Hundredweights),546762.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100083
1876,Tallow and Stearine,New Granada,new granada,United Kingdom,5240.0,CWTS (Hundredweights),10480.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100084
1876,Tallow and Stearine,Uruguay,uruguay,United Kingdom,93904.0,CWTS (Hundredweights),198391.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100085
1876,Tallow and Stearine,Russia,russia,United Kingdom,86122.0,CWTS (Hundredweights),198573.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100086
1876,Tallow and Stearine,United States of America,united states of america,United Kingdom,576609.0,CWTS (Hundredweights),1244512.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100087
1876,Tallow and Stearine,Mexico,mexico,United Kingdom,6040.0,CWTS (Hundredweights),12052.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100088
1876,Tallow and Stearine,Other Countries,other countries,United Kingdom,23793.0,CWTS (Hundredweights),47832.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100089
1877,Tallow and Stearine,Argentine Republic,argentine republic,United Kingdom,219195.0,CWTS (Hundredweights),464396.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100090
1877,Tallow and Stearine,Brazil,brazil,United Kingdom,6380.0,CWTS (Hundredweights),13480.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100091
1877,Tallow and Stearine,France,france,United Kingdom,10553.0,CWTS (Hundredweights),27697.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100092
1877,Tallow and Stearine,Holland,holland,United Kingdom,2891.0,CWTS (Hundredweights),8607.0,British Pound,HCPP_Annual Statement of Trade,,0,,,Tallow (raw),100093
1877,Tallow and Stearine,World,world,United Kingdom,1224239.0,CWTS (Hundredweights),2568479.0,British Pound,HCPP_Annual Statement of Trade,,1,1,0,Tallow (raw),100094
